date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,183944000.0,-422636000.0,-1031469000.0,-2035433000.0,-3347066000.0,-1495042000.0,-721319000.0,-685339000.0,-740337000.0,187613000.0,259006000.0,266336000.0,261741000.0,227440000.0,137839000.0,202295000.0,143309000.0,69790000.0,30813000.0,-36542000.0,-156840000.0,3260000.0,201000.0
,depreciationAndAmortization,518807000.0,612862000.0,723707000.0,983765000.0,983309000.0,632756000.0,331651000.0,255663000.0,285524000.0,237414000.0,108404000.0,99884000.0,49905000.0,16291000.0,17849000.0,15880000.0,11020000.0,6670000.0,3532000.0,58286000.0,28858000.0,8309000.0,7373000.0
,deferredIncomeTax,-163558000.0,-5561000.0,5557000.0,-156129000.0,-745341000.0,-447168000.0,-275123000.0,-155727000.0,-193960000.0,-75877000.0,-15420000.0,-36395000.0,7050000.0,-1624000.0,9352000.0,-30894000.0,6829000.0,-53774000.0,-8730000.0,-4701000.0,-8732000.0,1998000.0,0.0
,stockBasedCompensation,41357000.0,59142000.0,54071000.0,50149000.0,59769000.0,61185000.0,32671000.0,38998000.0,59395000.0,46013000.0,22909000.0,19593000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-347710000.0,732875000.0,342886000.0,95454000.0,-46126000.0,-207387000.0,823723000.0,59731000.0,454393000.0,99581000.0,43672000.0,12428000.0,5598000.0,110541000.0,69581000.0,-115430000.0,-36066000.0,58015000.0,24437000.0,26190000.0,-1078000.0,139000.0,0.0
,accountsReceivables,-45792000.0,19158000.0,17090000.0,486359000.0,-7387000.0,-274994000.0,-341404000.0,-80195000.0,40395000.0,-107609000.0,-84659000.0,-62584000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-8031000.0,-27139000.0,67269000.0,147189000.0,-62369000.0,29130000.0,42346000.0,-29286000.0,-95438000.0,-8703000.0,13894000.0,12920000.0,-11428000.0,-7099000.0,-11146000.0,20432000.0,-20965000.0,-14934000.0,-7750000.0,1980000.0,-8477000.0,-6808000.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,630000.0,-96361000.0,-159532000.0,142609000.0,-30269000.0,30145000.0,12068000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-95100000.0,1125929000.0,393054000.0,50168000.0,-45286000.0,840000.0,208227000.0,519451000.0,-75740000.0,43298000.0,-5051000.0,2358000.0,-8180000.0,11588000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,60561000.0,-27991000.0,40685000.0,73033000.0,161105000.0,158929000.0,94668000.0,37355000.0,37414000.0,-7363000.0,-65831000.0,-120453000.0,33565000.0,17092000.0,62302000.0,0.0,0.0,0.0,0.0,0.0,0.0,-1139000.0,0.0
,netCashProvidedByOperatingActivites,397392000.0,98052000.0,267270000.0,553985000.0,524439000.0,62026000.0,337776000.0,298517000.0,733879000.0,702115000.0,453646000.0,295406000.0,356602000.0,365742000.0,345334000.0,284644000.0,172072000.0,218259000.0,109638000.0,80486000.0,35069000.0,13766000.0,20932000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,-63854000.0,-83398000.0,-125654000.0,-138856000.0,-81774000.0,-80425000.0,-96483000.0,-99818000.0,-59383000.0,-19891000.0,-12415000.0,-17428000.0,-20007000.0,-46119000.0,-10491000.0,-9645000.0,-12159000.0,-3084000.0,-6546000.0,-1534000.0,-2124000.0,0.0
,acquisitionsNet,-643000000.0,7000000.0,70000000.0,223000000.0,-20000000.0,-6059000000.0,-1032000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,-35400000.0,0.0,0.0,-18653000.0,-2473000.0,0.0,-134211000.0,-806409000.0,0.0,-1700000.0,-500000.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,92763000.0,0.0,0.0,7000000.0,34000.0,1230000.0,87233000.0,0.0,18800000.0,85025000.0,231125000.0,23750000.0,447111000.0,217026000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,912000.0,1678000.0,0.0,303413000.0,-58633000.0,293554000.0,-781518000.0,13100000.0,-2300000.0,-400000.0,-6485000.0,-101667000.0,-5300000.0,0.0,-14500000.0,-99500000.0,-33000000.0,-5000000.0,0.0,0.0,-6950000.0,-3537000.0
,netCashUsedForInvestingActivites,-624867000.0,-60198000.0,-17900000.0,104583000.0,125861000.0,-6244770000.0,-771853000.0,-883639000.0,-88467000.0,-2374092000.0,-896323000.0,-245509000.0,178832000.0,-614528000.0,-66449000.0,-26684000.0,-109351000.0,-45159000.0,-22274000.0,-6546000.0,18077000.0,-9074000.0,-3537000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-96683000.0,-1545136000.0,-39372000.0,-3737105000.0,-716361000.0,-1931081000.0,-2025535000.0,-156726000.0,-363899000.0,-1210360000.0,-508630000.0,-120720000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,5119000.0,2304299000.0,4617000.0,5310000.0,6062000.0,0.0,0.0,0.0,52606000.0,7731000.0,8443000.0,10189000.0,773000.0,155000.0,4000.0,96238000.0,7000.0,0.0,0.0
