date,,2021-03-31_FY,2020-03-31_FY,2019-03-31_FY,2018-03-31_FY,2017-03-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,14595000.0,10987000.0,23448920.261488,18138270.304399,11016679.621376
,depreciationAndAmortization,16559000.0,19972000.0,17113402.346008,18221667.36727,10644312.238707
,deferredIncomeTax,2634000.0,9829000.0,0.0,0.0,0.0
,stockBasedCompensation,1273000.0,660000.0,836531.193173,873812.140519,166974.557744
,changeInWorkingCapital,18665000.0,-2188667.011662,308034.220410001,2430264.359327,-37016106.932814
,accountsReceivables,1872000.0,-7309000.0,-8526072.003699,-4186819.550027,1293291.145072
,inventory,-498000.0,-74000.0,112869.694763,-3364413.08895,2086104.47688
,accountsPayables,-2529000.0,3419000.0,0.0,0.0,0.0
,otherWorkingCapital,44529000.0,25864000.0,28052667.011662,27744632.791252,25314368.431925
,otherNonCashItems,-15154000.0,-11081332.988338,-9744643.55414001,-9849733.015368,39232699.760116
,netCashProvidedByOperatingActivites,38572000.0,28178000.0,31962244.466939,29814281.156147,24044559.245129
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-4630000.0,-14706000.0,-13839285.406665,-20144104.722401,-13392890.316962
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-4020000.0,-4716000.0,-5626602.518827,-8735504.695727,-8372061.225491
,netCashUsedForInvestingActivites,-8650000.0,-19422000.0,-19465887.925492,-28879609.418128,-21764951.542453
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-729000.0,0.0,-787951.745794,0.0,0.0
,commonStockIssued,0.0,0.0,949263.073901,905381.474035,525520.281427
,commonStockRepurchased,0.0,-9764000.0,-5067973.327472,-1575596.736372,-35199306.836371
,dividendsPaid,-5359000.0,-5999000.0,-4649156.474745,-4490695.487611,-3935903.171105
,otherFinancingActivites,879000.0,312000.0,1.00210309028625e-06,-114206.706542999,-7.45058059692383e-09
,netCashUsedProvidedByFinancingActivities,-5209000.0,-15451000.0,-9555818.474109,-5275117.456491,-38609689.726049
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,2978000.0,-2491000.0,1376004.233647,-1213309.090786,-1154034.215294
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,27691000.0,-9186000.0,4316542.300984,-5553754.809259,-37484116.238666
,cashAtEndOfPeriod,46343000.0,18652000.0,24336649.368708,24524307.542707,26479103.286434
,cashAtBeginningOfPeriod,18652000.0,27838000.0,20020107.067724,30078062.351966,63963219.5251
,operatingCashFlow,38572000.0,28178000.0,31962244.466939,29814281.156147,24044559.245129
,capitalExpenditure,-8654000.0,-20372000.0,-19738966.436081,-28552605.145295,-21960312.518113
,freeCashFlow,29918000.0,7806000.0,12223278.030858,1261676.010852,2084246.727016
