date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-12905000.0,16038000.0,27684000.0,-84679000.0,-55966000.0,-47944000.0,14634000.0,83257000.0,96120000.0,89734000.0,109647000.0,165410000.0,119211000.0,211677000.0,97224000.0
,depreciationAndAmortization,54269000.0,50310000.0,48067000.0,51424000.0,49485000.0,47133000.0,43084000.0,37394000.0,32250000.0,24290000.0,19939000.0,13999000.0,10745000.0,9749000.0,9733000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,120000.0,120000.0,120000.0,120000.0,120000.0,120000.0,120000.0,120000.0,120000.0,120000.0,120000.0,60000.0,30000.0,0.0,0.0
,changeInWorkingCapital,18475000.0,-10419000.0,7605000.0,-2428000.0,-2726000.0,879000.0,-13809000.0,-15100000.0,-21853000.0,-7218000.0,8474000.0,16231000.0,102945000.0,7295000.0,1691000.0
,accountsReceivables,10475000.0,-4217000.0,-534000.0,-2373000.0,-1695000.0,-2010000.0,42000.0,675000.0,303000.0,-4265000.0,620000.0,-1377000.0,1189000.0,-272000.0,1014000.0
,inventory,-3531000.0,-5540000.0,88000.0,947000.0,238000.0,4342000.0,-2586000.0,-6700000.0,-3247000.0,-1236000.0,-172000.0,-56000.0,-397000.0,-159000.0,-297000.0
,accountsPayables,2455000.0,5045000.0,2630000.0,-486000.0,-1679000.0,1734000.0,-997000.0,950000.0,1878000.0,-287000.0,-1198000.0,1093000.0,373000.0,0.0,0.0
,otherWorkingCapital,6071000.0,-1870000.0,2122000.0,1500000.0,84000.0,-1643000.0,-9703000.0,-8322000.0,-19408000.0,-1052000.0,10354000.0,15471000.0,12151000.0,0.0,0.0
,otherNonCashItems,1967000.0,2124000.0,1794000.0,2830000.0,3063000.0,3114000.0,1840000.0,1252000.0,1226000.0,0.0,-4834000.0,19367000.0,20097000.0,50120000.0,-119630000.0
,netCashProvidedByOperatingActivites,63376000.0,58284000.0,85449000.0,50101000.0,13478000.0,25522000.0,43732000.0,100594000.0,105065000.0,107189000.0,118147000.0,211338000.0,259597000.0,278506000.0,-12806000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-50444000.0,-39240000.0,-45932000.0,-59943000.0,-58373000.0,-123541000.0,-146300000.0,-118894000.0,-136845000.0,-160969000.0,-192418000.0,-131474000.0,-89570000.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-93793000.0,-84969000.0,-60795000.0,-37635000.0,-51452000.0,-1500000.0,0.0,0.0,0.0,0.0,0.0,-50000000.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,109453000.0,87424000.0,43057000.0,37478000.0,39452000.0,0.0,50000000.0,0.0,0.0,35080000.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,20510000.0,91645000.0,-57139000.0,29291000.0,18550000.0,-21300000.0,0.0,60709000.0,-10389000.0,-58653000.0,88416000.0,-33835000.0
,netCashUsedForInvestingActivites,-34784000.0,-36785000.0,-63670000.0,-39590000.0,21272000.0,-182180000.0,-67009000.0,-100344000.0,-158145000.0,-125889000.0,-131709000.0,-191863000.0,-148223000.0,88416000.0,-33835000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-81995000.0,-151335000.0,-179725000.0,-122805000.0,-148529000.0,-243659000.0,-132652000.0,-123372000.0,-181254000.0,-94453000.0,-51511000.0,-38036000.0,-85532000.0,-56425000.0,-58474000.0
,commonStockIssued,0.0,0.0,0.0,0.0,16494000.0,0.0,0.0,48078000.0,35237000.0,39637000.0,74967000.0,0.0,55000.0,0.0,0.0
,commonStockRepurchased,-6101000.0,-4153000.0,-10105000.0,-25004000.0,-1830000.0,-590000.0,-561000.0,0.0,0.0,0.0,0.0,0.0,-21575000.0,0.0,0.0
,dividendsPaid,-11497000.0,-11495000.0,-11387000.0,-12316000.0,-14049000.0,-17539000.0,-25915000.0,-17742000.0,-37463000.0,-41782000.0,-37820000.0,-32706000.0,-209239000.0,-383853000.0,0.0
,otherFinancingActivites,90300000.0,175523000.0,185637000.0,113065000.0,64039000.0,441878000.0,225045000.0,54733000.0,311163000.0,78084000.0,74500000.0,42000000.0,232619000.0,73356000.0,105115000.0
,netCashUsedProvidedByFinancingActivities,-9293000.0,8540000.0,-15580000.0,-47060000.0,-83875000.0,180090000.0,65917000.0,-38303000.0,127683000.0,-18514000.0,60136000.0,-28742000.0,-83672000.0,-366922000.0,46641000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,254000.0,10000.0,-119000.0,244000.0,0.0,0.0,0.0,0.0,0.0,0.0,326000.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
