date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2012-01-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,157091000.0,191642000.0,64179000.0,105028000.0,114920000.0,137544000.0,135445000.0,126255000.0,103346000.0,-6098000.0,130591000.0,127432000.0,93845000.0,78676000.0,175867000.0,134639000.0,107134000.0,73036000.0,71291000.0,35852000.0,31047000.0,28693000.0,31451000.0,28239000.0,30171483.0,25695721.0,7949541.0,-5000000.0,15800000.0,13100000.0,12600000.0,11600000.0,8200000.0
,depreciationAndAmortization,7432000.0,8164000.0,7042000.0,6944000.0,6430000.0,5406000.0,4557000.0,3765000.0,3145000.0,235000.0,3177000.0,3037000.0,3284000.0,3596000.0,3567000.0,3503000.0,3228000.0,3033000.0,3234000.0,3546000.0,3277000.0,3092000.0,2700000.0,2100000.0,2300000.0,2500000.0,3500000.0,3200000.0,3100000.0,3000000.0,2900000.0,2600000.0,2400000.0
,deferredIncomeTax,8576000.0,13232000.0,-14790000.0,-32760000.0,13701000.0,14103000.0,5291000.0,12031000.0,18317000.0,0.0,9614000.0,16316000.0,11493000.0,-3636000.0,3058000.0,-7688000.0,-3739000.0,-5189000.0,-773000.0,-5618000.0,3043000.0,1852000.0,-2100000.0,-583000.0,-346886.0,3506460.0,-906977.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,2443319000.0,114207000.0,-150950000.0,-20562000.0,28533000.0,4716000.0,20677000.0,1893286000.0,-1708705000.0,-860157000.0,2461458000.0,-16883000.0,4534000.0,141274000.0,162687000.0,28051000.0,-197755000.0,-267384000.0,-214675000.0,-1223448000.0,-1274374000.0,114017000.0,1120782000.0,645200000.0,-45800000.0,10600000.0,-610000000.0,0.0,0.0,0.0,0.0,0.0,19100000.0
,accountsReceivables,-14259000.0,-7793000.0,-18225000.0,-7964000.0,17275000.0,10911000.0,-2064000.0,-13154000.0,-14859000.0,0.0,14303000.0,-23430000.0,8188000.0,13788000.0,155412000.0,83829000.0,17982000.0,3815000.0,-35811000.0,-20482000.0,-13301000.0,-30052000.0,-6100000.0,-10000000.0,5900000.0,30600000.0,-14700000.0,-600000.0,-6400000.0,6500000.0,-10200000.0,17600000.0,-400000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,16574000.0,3100000.0,967000.0,3696000.0,-19628000.0,-457000.0,-9321000.0,3375000.0,-15852000.0,0.0,27010000.0,0.0,8941000.0,-6409000.0,-170977000.0,-18436000.0,69695000.0,115843000.0,19258000.0,26594000.0,76673000.0,6888000.0,5700000.0,7800000.0,700000.0,-18800000.0,25000000.0,44300000.0,67100000.0,-500000.0,-400000.0,4900000.0,9400000.0
,otherWorkingCapital,2602648000.0,159329000.0,45122000.0,196072000.0,216634000.0,188101000.0,183385000.0,162708000.0,-1730578000.0,-21873000.0,838284000.0,-1623174000.0,-1606291000.0,-1610825000.0,-1752099000.0,-1914786000.0,-1942837000.0,-1745082000.0,-1477698000.0,-1263023000.0,-39575000.0,1234799000.0,1120782000.0,0.0,-645200000.0,-599400000.0,-610000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,10460000.0,25341000.0,6171000.0,16368000.0,17699000.0,15006000.0,10818000.0,13110000.0,7732000.0,0.0,-21285000.0,-7043000.0,20081000.0,21251000.0,-25505000.0,7647000.0,-57020000.0,11395000.0,-12483000.0,38777000.0,-52720000.0,9625000.0,27001000.0,-24115000.0,991757.0,20199141.0,-9899033.0,-57800000.0,-58500000.0,24000000.0,18800000.0,6200000.0,-6900000.0
,netCashProvidedByOperatingActivites,263259000.0,276917000.0,217102000.0,197525000.0,174463000.0,152586000.0,123085000.0,134966000.0,36240000.0,-5411000.0,117991000.0,100235000.0,127759000.0,161334000.0,127023000.0,171775000.0,198027000.0,188962000.0,191019000.0,161971000.0,77874000.0,53118000.0,58361000.0,23578000.0,35022352.0,48946600.0,24298768.0,27300000.0,72500000.0,43000000.0,23300000.0,45400000.0,22800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-5768000.0,-6955000.0,-6087000.0,-9238000.0,-16155000.0,-10035000.0,-7121000.0,-25407000.0,-18521000.0,-11000.0,-3958000.0,-2297000.0,-11565000.0,-6002000.0,-4456000.0,-3234000.0,-10538000.0,-4051000.0,-4403000.0,-3397000.0,-8403000.0,-2642000.0,-5710000.0,-2529000.0,-2745329.0,-3408835.0,-2186892.0,-3600000.0,-2400000.0,-2600000.0,-4200000.0,-6800000.0,-900000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,-1000000.0,8000000.0,0.0,0.0,-16000000.0,-16000000.0,-121000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-596225000.0,-617662000.0,-843166000.0,-456411000.0,-593402000.0,-705327000.0,-488298000.0,-576909000.0,-698743000.0,0.0,-747459000.0,-961599000.0,-978143000.0,-658031000.0,-101332000.0,-381689000.0,-168019000.0,-421056000.0,-540290000.0,-409572000.0,-204656000.0,-139612000.0,-10000000.0,-62280000.0,-79836750.0,-73062666.0,-100342991.0,-23800000.0,-156600000.0,-67600000.0,-40900000.0,-56000000.0,-58300000.0
