date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-411586000.0,-55777000.0,-93991000.0,-222792000.0,-283780000.0,-69836000.0,279370000.0,-91044000.0,-67028000.0,22357000.0,-245672000.0,-79747000.0
,depreciationAndAmortization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140469000.0,0.0,1911000.0
,deferredIncomeTax,-42587000.0,-90370000.0,9145000.0,9505000.0,-23561000.0,110786000.0,216409000.0,82380000.0,80036000.0,56457000.0,-77614000.0,99000.0
,stockBasedCompensation,32706000.0,32370000.0,35230000.0,39913000.0,40084000.0,75057000.0,79541000.0,69026000.0,83423000.0,50966000.0,0.0,3468000.0
,changeInWorkingCapital,6770000.0,-97936000.0,20520000.0,-290000.0,-172245000.0,-284298000.0,46068000.0,-44228000.0,-213009000.0,-37412000.0,-48004000.0,41825000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-23167000.0,-28970000.0,8848000.0,1653000.0,-4107000.0,-29855000.0,-8100000.0,-16763000.0,-7385000.0,4176000.0,-12699000.0,-14465000.0
,accountsPayables,71947000.0,-83921000.0,7440000.0,-94434000.0,-75487000.0,111289000.0,90228000.0,-34683000.0,-126401000.0,89214000.0,65800000.0,80883000.0
,otherWorkingCapital,0.0,27456000.0,125392000.0,104872000.0,105162000.0,277407000.0,561705000.0,515637000.0,559865000.0,772874000.0,0.0,0.0
,otherNonCashItems,28135000.0,65424000.0,-11878000.0,75041000.0,208329000.0,327526000.0,1690000.0,79070000.0,11525000.0,118375000.0,-138290000.0,2361000.0
,netCashProvidedByOperatingActivites,196145000.0,628150000.0,260491000.0,236617000.0,52077000.0,440779000.0,443586000.0,522404000.0,371530000.0,364909000.0,-191800000.0,-27591000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-379593000.0,-352013000.0,-1183505000.0,-143353000.0,-537973000.0,-825125000.0,-426918000.0,-322383000.0,-378984000.0,-483246000.0,-446164000.0,-418315000.0
,acquisitionsNet,0.0,0.0,-962000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,184664000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,34006000.0,-11918000.0,13703000.0,222068000.0,210000.0,24885000.0,79239000.0,-1750000.0,-23678000.0,98106000.0,-143811000.0,-82078000.0
,netCashUsedForInvestingActivites,-345587000.0,-363931000.0,-985138000.0,-152565000.0,-537763000.0,-800240000.0,-347679000.0,-324133000.0,-402662000.0,-385140000.0,-589975000.0,-500393000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-250000000.0,-960338000.0,-325000000.0,-250000000.0,0.0,-200000000.0,-400000000.0,-100000000.0,-110000000.0,-1438000000.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,206774000.0,294000000.0,0.0,0.0,0.0,0.0,325344000.0
,commonStockRepurchased,-4947000.0,-1983000.0,-206051000.0,-2194000.0,-1981000.0,-18110000.0,-11096000.0,-13101000.0,-8378000.0,0.0,0.0,0.0
,dividendsPaid,-19271000.0,-72599000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,44078000.0,-2444000.0,-38672000.0,-67000.0,0.0,-9030000.0,-22088000.0,-2226000.0,-8418000.0,527908000.0,-17315000.0,-90649000.0
,netCashUsedProvidedByFinancingActivities,69860000.0,-220489000.0,605277000.0,-52261000.0,448019000.0,79634000.0,-139184000.0,-115327000.0,-126796000.0,592908000.0,742685000.0,519695000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-79582000.0,43730000.0,-119370000.0,31791000.0,-37667000.0,-279827000.0,-43277000.0,82944000.0,-157928000.0,572677000.0,-39090000.0,-8289000.0
,cashAtEndOfPeriod,149764000.0,229346000.0,185616000.0,304986000.0,273195000.0,275004000.0,554831000.0,598108000.0,515164000.0,673092000.0,100415000.0,139505000.0
,cashAtBeginningOfPeriod,229346000.0,185616000.0,304986000.0,273195000.0,310862000.0,554831000.0,598108000.0,515164000.0,673092000.0,100415000.0,139505000.0,147794000.0
,operatingCashFlow,196145000.0,628150000.0,260491000.0,236617000.0,52077000.0,440779000.0,443586000.0,522404000.0,371530000.0,364909000.0,-191800000.0,-27591000.0
,capitalExpenditure,-379593000.0,-352013000.0,-1183505000.0,-143353000.0,-537973000.0,-825125000.0,-426918000.0,-322383000.0,-378984000.0,-483246000.0,-446164000.0,-418315000.0
,freeCashFlow,-183448000.0,276137000.0,-923014000.0,93264000.0,-485896000.0,-384346000.0,16668000.0,200021000.0,-7454000.0,-118337000.0,-637964000.0,-445906000.0
