Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Revenue,0.0,0.0,0.0,0.0,0.0
Revenue Growth,0.0,0.0,0.0,0.0,
Cost of Revenue,0.0,0.0,0.0,0.0,0.0
Gross Profit,0.0,0.0,0.0,0.0,0.0
R&D Expenses,51618000.0,88928000.0,10437000.0,6282000.0,1876000.0
SG&A Expense,5927000.0,9053000.0,1931000.0,1193000.0,233000.0
Operating Expenses,57230000.0,97063000.0,12368000.0,7502000.0,2109000.0
Operating Income,-57230000.0,-97063000.0,-12368000.0,-7502000.0,-2109000.0
Interest Expense,0.0,0.0,0.0,532000.0,826000.0
Earnings before Tax,-54869000.0,-91763000.0,-12010000.0,-7970000.0,-3013000.0
Income Tax Expense,0.0,0.0,0.0,0.0,0.0
Net Income - Non-Controlling int,-2605000.0,-4625000.0,-535000.0,-82000.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0
Net Income,-54869000.0,-91763000.0,-12010000.0,-7970000.0,-3013000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0
Net Income Com,-54869000.0,-91763000.0,-12010000.0,-7970000.0,-3013000.0
EPS,-2.42,-4.4,-0.75,-0.53,-0.22
EPS Diluted,-2.42,-4.4,-0.75,-0.53,-0.22
Weighted Average Shs Out,22530702.0,16879628.0,21555493.0,21555493.0,21555493.0
Weighted Average Shs Out (Dil),22665265.0,20866084.0,16086419.0,15171370.0,13910000.0
Dividend per Share,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.0,0.0,0.0,0.0,0.0
EBITDA Margin,,,,,
EBIT Margin,0.0,0.0,0.0,0.0,0.0
Profit Margin,,,,,
Free Cash Flow margin,0.0,0.0,0.0,0.0,0.0
EBITDA,-54821000.0,-91731000.0,-11992000.0,-7428000.0,-2187000.0
EBIT,-54869000.0,-91763000.0,-12010000.0,-7438000.0,-2187000.0
Consolidated Income,-57474000.0,-96388000.0,-12545000.0,-8052000.0,-3013000.0
Earnings Before Tax Margin,0.0,0.0,0.0,0.0,0.0
Net Profit Margin,0.0,0.0,0.0,0.0,0.0
