Date,2017-12,2016-12,2015-12,2014-12,2013-12
Cash and cash equivalents,80000000.0,35000000.0,20000000.0,000000.0,000000.0
Short-term investments,125000000.0,63000000.0,57000000.0,000000.0,000000.0
Cash and short-term investments,125000000.0,63000000.0,57000000.0,000000.0,000000.0
Receivables,112000000.0,72000000.0,47000000.0,000000.0,000000.0
Inventories,,,,,
Total current assets,158000000.0,13000000.0,39000000.0,000000.0,000000.0
Property, Plant & Equipment Net,7000000.0,5000000.0,2000000.0,000000.0,000000.0
Goodwill and Intangible Assets,2000000,3000000,1000000,0,0
Long-term investments,143000000.0,4000000.0,33000000.0,000000.0,000000.0
Tax assets,,,,,
Total non-current assets,12000000.0,7000000.0,4000000.0,000000.0,000000.0
Total assets,493000000.0,203000000.0,174000000.0,000000.0,000000.0
Payables,2000000.0,2000000.0,1000000.0,000000.0,000000.0
Short-term debt,,,,,
Total current liabilities,247000000.0,156000000.0,97000000.0,000000.0,000000.0
Long-term debt,,,,,
Total debt,,,,,
Deferred revenue,9000000.0,6000000.0,4000000.0,000000.0,000000.0
Tax Liabilities,,,,,
Deposit Liabilities,,,,,
Total non-current liabilities,12000000.0,7000000.0,4000000.0,000000.0,000000.0
Total liabilities,260000000.0,163000000.0,101000000.0,000000.0,000000.0
Other comprehensive income,-3000000.0,-2000000.0,-1000000.0,000000.0,000000.0
Retained earnings (deficit),-316000000.0,-236000000.0,-187000000.0,000000.0,000000.0
Total shareholders equity,233000000.0,40000000.0,73000000.0,000000.0,000000.0
Investments,143000000.0,4000000.0,33000000.0,000000.0,000000.0
Net Debt,-80000000,-35000000,-20000000,0,0
Other Assets,6000000,1000000,3000000,0,0
Other Liabilities,34000000,17000000,12000000,0,0
