date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY
,revenue,16589900000.0,17983200000.0,16318400000.0,7932400000.0,6803800000.0,5965671000.0,5429603000.0,4461591000.0,3932830000.0,3584544000.0,2925613000.0,2480736000.0,2697586000.0,2652075000.0,2013578000.0,1390610000.0,1166958000.0,941894000.0,837848000.0,873116000.0,909130000.0,749221000.0,300553000.0,221535000.0
,costOfRevenue,7689800000.0,7952600000.0,7228900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,8900100000.0,10030600000.0,9089500000.0,0.0,0.0,0.0,0.0,0.0,0.0,3584544000.0,2925613000.0,2480736000.0,2697586000.0,2652075000.0,2013578000.0,1390610000.0,1166958000.0,941894000.0,837848000.0,873116000.0,909130000.0,749221000.0,300553000.0,221535000.0
,grossProfitRatio,0.536477013122442,0.55777614662574,0.557009265614276,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,7972200000.0,8928400000.0,8157700000.0,7197600000.0,6152900000.0,5293615000.0,4827097000.0,3994604000.0,3519196000.0,3194380000.0,2586996000.0,2233574000.0,2425138000.0,2254586000.0,407985000.0,320934000.0,277757000.0,242994000.0,218082000.0,744065000.0,790499000.0,638665000.0,243146000.0,180566000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,15300000.0,2300000.0,17400000.0,0.0,13300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,8198600000.0,9130800000.0,8343800000.0,7364800000.0,6294700000.0,5401757000.0,4921434000.0,4074457000.0,3598006000.0,3277212000.0,2658569000.0,2316909000.0,2515722000.0,2309755000.0,1769499000.0,1257482000.0,1077437000.0,887659000.0,785734000.0,791485000.0,833625000.0,675341000.0,256601000.0,189659000.0
,costAndExpenses,15888400000.0,17083400000.0,15572700000.0,7364800000.0,6294700000.0,5401757000.0,4921434000.0,4074457000.0,3598006000.0,3277212000.0,2658569000.0,2316909000.0,2515722000.0,2309755000.0,1769499000.0,1257482000.0,1077437000.0,887659000.0,785734000.0,791485000.0,833625000.0,675341000.0,256601000.0,189659000.0
,interestExpense,52800000.0,56400000.0,51100000.0,56200000.0,45300000.0,28127000.0,28321000.0,34718000.0,35173000.0,35591000.0,45802000.0,55018000.0,30568000.0,13064000.0,14254000.0,3999000.0,9292000.0,17861000.0,17024000.0,20156000.0,27182000.0,18211000.0,4153000.0,3995000.0
