date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY
,revenue,445887000.0,436160000.0,386958000.0,322115000.0,275190000.0,237309000.0,221761000.0,167892000.0,112127000.0,91325000.0
,costOfRevenue,277914000.0,263606000.0,206230000.0,140752000.0,114870000.0,92203000.0,86186000.0,52080000.0,41745000.0,27841000.0
,grossProfit,167973000.0,172554000.0,180728000.0,181363000.0,160320000.0,145106000.0,135575000.0,115812000.0,70382000.0,63484000.0
,grossProfitRatio,0.37671652234759,0.395620873074101,0.46704810341174,0.563038045418562,0.582579308841164,0.611464377667935,0.611356370146239,0.689800586091059,0.627698948513739,0.695143717492472
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,40316000.0,39076000.0,46873000.0,50009000.0,50503000.0,48367000.0,49583000.0,40102000.0,40236000.0,21824000.0
,GeneralAndAdministrativeExpenses,54177000.0,58328000.0,49805000.0,48124000.0,43404000.0,34833000.0,33392000.0,24232000.0,25999000.0,18996000.0
,SellingAndMarketingExpenses,104527000.0,101244000.0,90086000.0,92833000.0,92596000.0,92454000.0,78865000.0,61793000.0,63526000.0,44834000.0
,otherExpenses,1140000.0,5223000.0,4801000.0,928000.0,495000.0,-22000.0,-72000.0,19000.0,92000.0,-220000.0
,operatingExpenses,199020000.0,198648000.0,186764000.0,190966000.0,186503000.0,175654000.0,161840000.0,0.0,0.0,0.0
,costAndExpenses,476934000.0,462254000.0,392994000.0,331718000.0,301373000.0,267857000.0,248026000.0,178207000.0,171506000.0,113495000.0
,interestExpense,14521000.0,13955000.0,13411000.0,1589000.0,0.0,290000.0,922000.0,953000.0,212000.0,698000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,36352000.0,31437000.0,25041000.0,17840000.0,22770000.0,16500000.0,14737000.0,6859000.0,6556000.0,3426000.0
,EBITDA,5305000.0,5343000.0,19005000.0,8237000.0,-3413000.0,-14048000.0,-11528000.0,-3456000.0,-52823000.0,-18744000.0
,EBITDARatio,0.0118976332568566,0.0122500917094644,0.0491138573178484,0.025571612622821,-0.0124023402013155,-0.0591970805995559,-0.051983892569027,-0.020584661568151,-0.471099735121782,-0.205245004106214
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-31047000.0,-26094000.0,-6036000.0,-9603000.0,-26183000.0,-30548000.0,-26265000.0,-10315000.0,-59379000.0,-22170000.0
,operatingIncomeRatio,-0.0696297492413997,-0.0598266691122524,-0.0155985920952662,-0.0298123341042795,-0.0951451724263236,-0.128726681246813,-0.118438318730525,-0.061438305577395,-0.529569149268241,-0.242759375855461
,totalOtherIncomeExpensesNet,-19094000.0,3652000.0,-8389000.0,-4587000.0,6945000.0,3547000.0,5669000.0,19000.0,92000.0,-220000.0
,incomeBeforeTax,-64662000.0,-36397000.0,-27836000.0,-15779000.0,-19238000.0,-27291000.0,-21518000.0,-11249000.0,-59499000.0,-23088000.0
,incomeBeforeTaxRatio,-0.14501880521298,-0.083448734409391,-0.0719354555274733,-0.0489856107290874,-0.06990806351975,-0.115001959470564,-0.0970323907269538,-0.0670014056655469,-0.530639364292276,-0.252811387900356
,incomeTaxExpense,719000.0,660000.0,482000.0,-702000.0,241000.0,-561000.0,1926000.0,0.0,-265000.0,-118000.0
,netIncome,-65381000.0,-37057000.0,-28318000.0,-15077000.0,-19479000.0,-26730000.0,-23444000.0,-11249000.0,-59234000.0,-22970000.0
,netIncomeRatio,-0.146631321388603,-0.0849619405722671,-0.0731810687464789,-0.0468062648433013,-0.0707838220865584,-0.112637953048557,-0.105717416497941,-0.0670014056655469,-0.528275972780865,-0.251519299206132
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-0.72,-0.41,-0.3,-0.17,-0.23,-0.32,-0.35,-0.18,-0.959286,-0.484275
,EPSDiluted,-0.72,-0.41,-0.3,-0.17,-0.23,-0.32,-0.35,-0.18,-0.959286,-0.484275
,weightedAverageShsOut,90412000.0,91163000.0,93676000.0,89505000.0,84157000.0,82807000.0,67828000.0,61748000.0,61748000.0,61748000.0
,weightedAverageShsOutDil,90412000.0,91163000.0,93676000.0,89505000.0,84157000.0,82807000.0,67828000.0,61748000.0,61748000.0,61748000.0
