Date,2017-12,2016-12,2015-12,2014-12,2013-12
Cash and cash equivalents,15000000.0,53000000.0,4000000.0,12000000.0,11000000.0
Short-term investments,288000000.0,180000000.0,231000000.0,193000000.0,188000000.0
Cash and short-term investments,288000000.0,180000000.0,231000000.0,193000000.0,188000000.0
Receivables,2000000.0,4000000.0,7000000.0,000000.0,0000000.0
Inventories,,,,,
Total current assets,79000000.0,25000000.0,19000000.0,17000000.0,13000000.0
Property, Plant & Equipment Net,4000000.0,4000000.0,3000000.0,2000000.0,2000000.0
Goodwill and Intangible Assets,1000000,2000000,0,0,0
Long-term investments,50000000.0,000000.0,000000.0,000000.0,000000.0
Tax assets,,,,,
Total non-current assets,166000000.0,104000000.0,135000000.0,000000.0,0000000.0
Total assets,390000000.0,267000000.0,265000000.0,223000000.0,214000000.0
Payables,5000000.0,6000000.0,4000000.0,3000000.0,5000000.0
Short-term debt,,,,,
Total current liabilities,44000000.0,59000000.0,103000000.0,148000000.0,167000000.0
Long-term debt,89000000.0,104000000.0,135000000.0,000000.0,000000.0
Total debt,89000000.0,104000000.0,135000000.0,000000.0,000000.0
Deferred revenue,11000000.0,000000.0,000000.0,000000.0,000000.0
Tax Liabilities,,,,,
Deposit Liabilities,,,,,
Total non-current liabilities,166000000.0,104000000.0,135000000.0,000000.0,0000000.0
Total liabilities,210000000.0,164000000.0,237000000.0,148000000.0,167000000.0
Other comprehensive income,,,,,
Retained earnings (deficit),-372000000.0,-263000000.0,-262000000.0,-208000000.0,-195000000.0
Total shareholders equity,180000000.0,103000000.0,28000000.0,75000000.0,46000000.0
Investments,50000000.0,000000.0,000000.0,000000.0,000000.0
Net Debt,74000000,51000000,131000000,-12000000,-11000000
Other Assets,30000000,24000000,21000000,17000000,12000000
Other Liabilities,73000000,1000000,1000000,1000000,0
