date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY
,revenue,1107363000.0,1567072000.0,1608154000.0,1472101000.0,1064177000.0,388875000.0
,costOfRevenue,834007000.0,1176550000.0,1226520000.0,1095265000.0,810085000.0,278791000.0
,grossProfit,273356000.0,390522000.0,381634000.0,376836000.0,254092000.0,110084000.0
,grossProfitRatio,0.246853109594595,0.249204886565518,0.237311849487052,0.255985153192614,0.238768550720416,0.28308325297332
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,125294000.0,166880000.0,168628000.0,148884000.0,111185000.0,35203000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,6109000.0,2098000.0,-11077000.0,-25980000.0,3402000.0,0.0
,operatingExpenses,176280000.0,207955000.0,210612000.0,187634000.0,0.0,0.0
,costAndExpenses,1010287000.0,1384505000.0,1437132000.0,1282899000.0,951316000.0,320801000.0
,interestExpense,66979000.0,111525000.0,113723000.0,179044000.0,140315000.0,44348000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,151800000.0,34553000.0,35025000.0,32010000.0,25263000.0,6605000.0
,EBITDA,248876000.0,217120000.0,206047000.0,221212000.0,138124000.0,74679000.0
,EBITDARatio,0.224746537494932,0.1385513875559,0.128126410779067,0.150269580687738,0.129794197769732,0.192038572806172
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,97076000.0,182567000.0,171022000.0,189202000.0,112861000.0,68074000.0
,operatingIncomeRatio,0.0876641173671145,0.116501985869188,0.106346780221297,0.128525148749984,0.106054725858574,0.175053680488589
,totalOtherIncomeExpensesNet,-257682000.0,49967000.0,31317000.0,-70792000.0,-41663000.0,-12299000.0
,incomeBeforeTax,-227585000.0,121009000.0,88616000.0,-60634000.0,-69117000.0,11427000.0
,incomeBeforeTaxRatio,-0.205519779873447,0.0772198086622695,0.055104175346391,-0.0411887499566945,-0.0649487820165254,0.0293847637415622
,incomeTaxExpense,-48122000.0,40699000.0,28995000.0,-119197000.0,10041000.0,0.0
,netIncome,-278771000.0,79539000.0,58300000.0,57603000.0,-79746000.0,11427000.0
,netIncomeRatio,-0.251743105016151,0.0507564425884707,0.0362527469384151,0.0391297879697113,-0.0749367821330474,0.0293847637415622
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-2.07434846906794,0.591853538858758,0.44,0.517548704322304,-1.02,0.109894
,EPSDiluted,-2.07434846906794,0.586792817052151,0.43,0.515836811595322,-1.02,0.109894
,weightedAverageShsOut,134389667.0,134389667.0,133380567.0,111299670.0,78016005.0,103981848.0
,weightedAverageShsOutDil,134389667.0,135548694.0,134684931.0,111669037.0,78016005.0,103981848.0
