Date,2018-12-31,2017-12-31,2016-12-31
Revenue,512387850.0724,270092985.6409,33161365.7307
Revenue Growth,0.897079440462186,7.14480886686927,
Cost of Revenue,0.0,0.0,0.0
Gross Profit,512387850.0724,270092985.6409,33161365.7307
R&D Expenses,0.0,0.0,0.0
SG&A Expense,61613543.2706,26423829.0508,14387634.1253
Operating Expenses,327842947.4674,194262782.9504,52854658.0274
Operating Income,184544902.6049,75830202.6904,-19693292.2966
Interest Expense,611406.2229,549102.1765,36980.8495
Earnings before Tax,158181343.1259,72328178.5067,-21107624.766
Income Tax Expense,30379332.5615,20896043.9843,-3890310.1512
Net Income - Non-Controlling int,-7967.7279,-117948.9117,-87344.7084
Net Income - Discontinued ops,0.0,0.0,0.0
Net Income,127802010.5644,51432134.5224,-17217314.6148
Preferred Dividends,0.0,0.0,0.0
Net Income Com,127802010.5644,51432134.5224,-17217314.6148
EPS,0.8915,0.393,-0.144
EPS Diluted,0.8423,0.3688,-0.144
Weighted Average Shs Out,43717415.6295,,
Weighted Average Shs Out (Dil),41474443.1259,39483019.4982,34282971.6343
Dividend per Share,0.0,0.0,0.0
Gross Margin,1.0,1.0,1.0
EBITDA Margin,0.0453,0.0413,-0.0896
EBIT Margin,0.3099,0.2698,-0.6354
Profit Margin,0.036,0.0287,-0.0747
Free Cash Flow margin,-0.0094,-0.3559,0.3437
EBITDA,160187109.9855,73688374.2443,-20629994.9604
EBIT,158792749.3488,72877280.6832,-21070643.9165
Consolidated Income,127794042.8365,51314185.6106,-17304659.3233
Earnings Before Tax Margin,0.3087,0.2678,-0.6365
Net Profit Margin,0.2494,0.1904,-0.5192
