date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-3028000.0,-17332000.0,-40506000.0,472028000.0,-151740000.0
,depreciationAndAmortization,0.0,2228000.0,4074000.0,5221000.0,6249000.0
,deferredIncomeTax,0.0,-1500000.0,-7695000.0,-42399000.0,0.0
,stockBasedCompensation,1722000.0,2371000.0,3050000.0,12788000.0,14865000.0
,changeInWorkingCapital,-148000.0,-45385000.0,-13962000.0,106056000.0,-128435000.0
,accountsReceivables,0.0,0.0,100000.0,175000.0,-10986000.0
,inventory,0.0,0.0,0.0,0.0,-9688000.0
,accountsPayables,-1944000.0,-12081000.0,0.0,0.0,0.0
,otherWorkingCapital,15774000.0,15922000.0,61307000.0,75269000.0,-30787000.0
,otherNonCashItems,-3171000.0,28250000.0,-10549000.0,-699629000.0,88820000.0
,netCashProvidedByOperatingActivites,-4625000.0,-31368000.0,-65588000.0,-145935000.0,-170241000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,-118000.0,-915000.0,-3155000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,-103055000.0,0.0,-84262000.0
,salesMaturitiesOfInvestments,0.0,51500000.0,52500000.0,0.0,84160000.0
,otherInvestingActivites,2139000.0,18325000.0,28075000.0,577806000.0,0.0
,netCashUsedForInvestingActivites,2139000.0,69825000.0,-22598000.0,576891000.0,-3257000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,-15000000.0,0.0,-229662000.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,-26700000.0,0.0,-140000000.0,0.0
,otherFinancingActivites,-56000.0,-840000.0,14632000.0,10623000.0,9416000.0
,netCashUsedProvidedByFinancingActivities,-56000.0,-42540000.0,14632000.0,-359039000.0,9416000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-2542000.0,-4083000.0,-73554000.0,71917000.0,-164082000.0
,cashAtEndOfPeriod,14038000.0,16580000.0,20663000.0,93441000.0,21524000.0
,cashAtBeginningOfPeriod,16580000.0,20663000.0,94217000.0,21524000.0,185606000.0
,operatingCashFlow,-4625000.0,-31368000.0,-65588000.0,-145935000.0,-170241000.0
,capitalExpenditure,0.0,0.0,-118000.0,-915000.0,-3155000.0
,freeCashFlow,-4625000.0,-31368000.0,-65706000.0,-146850000.0,-173396000.0
