date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY
,revenue,12595000000.0,9717000000.0,7243000000.0,8374000000.0,8558000000.0,9029000000.0,10239000000.0,12511000000.0,14547000000.0,14312000000.0,10924000000.0,8136000000.0,7913000000.0,6332000000.0,5636000000.0,2350000000.0,1932000000.0,2035000000.0
,costOfRevenue,7417000000.0,6885000000.0,5021000000.0,5279000000.0,5337000000.0,6618000000.0,6826000000.0,7243000000.0,7654000000.0,6316000000.0,4201000000.0,3807000000.0,3876000000.0,3184000000.0,2827000000.0,1346000000.0,1217000000.0,1165000000.0
,grossProfit,5178000000.0,2832000000.0,2222000000.0,3095000000.0,3221000000.0,2411000000.0,3413000000.0,5268000000.0,6893000000.0,7996000000.0,6723000000.0,4329000000.0,4037000000.0,3148000000.0,2809000000.0,1004000000.0,715000000.0,870000000.0
,grossProfitRatio,0.411115522032553,0.291447977770917,0.306778958994892,0.369596369715787,0.376372984342136,0.267028463838742,0.333333333333333,0.421069458876189,0.47384340413831,0.558692006707658,0.615433906993775,0.532079646017699,0.510173132819411,0.4971572962729,0.498403122782115,0.427234042553191,0.37008281573499,0.427518427518428
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,298000000.0,346000000.0,354000000.0,237000000.0,355000000.0,392000000.0,208000000.0,429000000.0,346000000.0,333000000.0,226000000.0,458000000.0,367000000.0,290000000.0,141000000.0,141000000.0,137000000.0
,GeneralAndAdministrativeExpenses,185000000.0,194000000.0,202000000.0,245000000.0,259000000.0,219000000.0,395000000.0,599000000.0,514000000.0,435000000.0,403000000.0,384000000.0,155000000.0,155000000.0,142000000.0,71000000.0,71000000.0,83000000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,96000000.0,41000000.0,83000000.0,35000000.0,10000000.0,6000000.0,-5000000.0,169000000.0,222000000.0,240000000.0,137000000.0,129000000.0,295000000.0,208000000.0,124000000.0,-132000000.0,-146000000.0,-31000000.0
