Date,2012-06,2011-06,2010-06,2009-06,2008-06
Cash and cash equivalents,0000000.0,1000000.0,0000000.0,0000000.0,1000000.0
Short-term investments,,,,,
Cash and short-term investments,,,,,
Receivables,0000000.0,0000000.0,7000000.0,6000000.0,7000000.0
Inventories,0000000.0,000000.0,6000000.0,5000000.0,4000000.0
Total current assets,3000000.0,3000000.0,7000000.0,6000000.0,5000000.0
Property, Plant & Equipment Net,000000.0,000000.0,4000000.0,4000000.0,5000000.0
Goodwill and Intangible Assets,0,0,0,0,0
Long-term investments,3000000.0,3000000.0,3000000.0,2000000.0,000000.0
Tax assets,,,,,
Total non-current assets,9000000.0,13000000.0,1000000.0,10000000.0,8000000.0
Total assets,4000000.0,6000000.0,21000000.0,17000000.0,18000000.0
Payables,0000000.0,0000000.0,3000000.0,3000000.0,4000000.0
Short-term debt,10000000.0,6000000.0,10000000.0,000000.0,000000.0
Total current liabilities,11000000.0,7000000.0,19000000.0,7000000.0,8000000.0
Long-term debt,5000000.0,10000000.0,000000.0,9000000.0,6000000.0
Total debt,5000000.0,10000000.0,000000.0,9000000.0,6000000.0
Deferred revenue,,,,,
Tax Liabilities,,,,,
Deposit Liabilities,,,,,
Total non-current liabilities,9000000.0,13000000.0,1000000.0,10000000.0,8000000.0
Total liabilities,21000000.0,20000000.0,19000000.0,17000000.0,16000000.0
Other comprehensive income,,,,,
Retained earnings (deficit),-79000000.0,-76000000.0,-60000000.0,-60000000.0,-58000000.0
Total shareholders equity,-17000000.0,-14000000.0,1000000.0,0000000.0,2000000.0
Investments,3000000.0,3000000.0,3000000.0,2000000.0,000000.0
Net Debt,15000000,15000000,10000000,9000000,5000000
Other Assets,0,1000000,0,0,0
Other Liabilities,5000000,4000000,5000000,5000000,5000000
