date,,2020-06-30_FY,2019-06-30_FY,2018-06-30_FY,2017-06-30_FY,2016-06-30_FY,2015-06-30_FY,2014-06-30_FY,2013-06-30_FY,2012-06-30_FY,2011-06-30_FY,2010-06-30_FY,2009-06-30_FY,2008-06-30_FY,2007-06-30_FY,2006-06-30_FY,2005-06-30_FY,2004-06-30_FY,2003-06-30_FY,2002-06-30_FY,2001-06-30_FY,2000-06-30_FY,1999-06-30_FY,1998-06-30_FY,1997-06-30_FY,1996-06-30_FY,1995-06-30_FY,1994-06-30_FY,1993-06-30_FY,1992-06-30_FY,1991-06-30_FY,1990-06-30_FY,1989-06-30_FY,1988-06-30_FY,1987-06-30_FY,1986-06-30_FY
,revenue,2848600000.0,3188500000.0,2247400000.0,1713361000.0,1649628000.0,1594176000.0,1468708000.0,1471340000.0,1376687000.0,1400480000.0,1387730000.0,1408797000.0,1586531000.0,1615985000.0,1597564000.0,1221289000.0,1161652000.0,1080104000.0,987829000.0,1053213000.0,1097165000.0,1036100000.0,1009900000.0,855200000.0,867100000.0,884600000.0,799500000.0,768800000.0,718200000.0,747700000.0,735400000.0,792000000.0,678500000.0,598700000.0,533400000.0
,costOfRevenue,1047600000.0,1161200000.0,860600000.0,602985000.0,611872000.0,598941000.0,567024000.0,561058000.0,547564000.0,554101000.0,574784000.0,646595000.0,688868000.0,662197000.0,670549000.0,524641000.0,502494000.0,464764000.0,433645000.0,462441000.0,418419000.0,389100000.0,380900000.0,322500000.0,347400000.0,342000000.0,304500000.0,293600000.0,306000000.0,326400000.0,319700000.0,341400000.0,313700000.0,269000000.0,246300000.0
,grossProfit,1801000000.0,2027300000.0,1386800000.0,1110376000.0,1037756000.0,995235000.0,901684000.0,910282000.0,829123000.0,846379000.0,812946000.0,762202000.0,897663000.0,953788000.0,927015000.0,696648000.0,659158000.0,615340000.0,554184000.0,590772000.0,678746000.0,647000000.0,629000000.0,532700000.0,519700000.0,542600000.0,495000000.0,475200000.0,412200000.0,421300000.0,415700000.0,450600000.0,364800000.0,329700000.0,287100000.0
,grossProfitRatio,0.632240398792389,0.635816214520935,0.617068612619026,0.648068912505887,0.629084860344272,0.62429430627484,0.613930066425729,0.618675493087933,0.602259627642304,0.6043492231235,0.585809919797079,0.541030396856325,0.565802370076601,0.59022082506954,0.580267832775401,0.570420269076361,0.567431554372566,0.569704398835668,0.561012078001354,0.560923573863976,0.618636212420192,0.624457098735643,0.622833943954847,0.622895229186155,0.599354169069311,0.613384580601402,0.619136960600375,0.618106139438085,0.573934837092732,0.563461281262538,0.565270601033451,0.568939393939394,0.537656595431098,0.550693168531819,0.538245219347582
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,1259100000.0,1350000000.0,962700000.0,741188000.0,730074000.0,695319000.0,655241000.0,654098000.0,599026000.0,581543000.0,589664000.0,560219000.0,606987000.0,617094000.0,614742000.0,433289000.0,420801000.0,406578000.0,382695000.0,387268000.0,406699000.0,393400000.0,412000000.0,377700000.0,378100000.0,412200000.0,381500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-1300000.0,24200000.0,-11700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,1479000000.0,1597600000.0,1091700000.0,795080000.0,789226000.0,753123000.0,715169000.0,699448000.0,643352000.0,621088000.0,630562000.0,602801000.0,656158000.0,662124000.0,660424000.0,468594000.0,456044000.0,438021000.0,436335000.0,464148000.0,494313000.0,476000000.0,476500000.0,418100000.0,422200000.0,466800000.0,438000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,2526600000.0,2758800000.0,1952300000.0,1398065000.0,1401098000.0,1352064000.0,1282193000.0,1260506000.0,1190916000.0,1175189000.0,1205346000.0,1249396000.0,1345026000.0,1324321000.0,1330973000.0,993235000.0,958538000.0,902785000.0,869980000.0,926589000.0,912732000.0,865100000.0,857400000.0,740600000.0,769600000.0,808800000.0,742500000.0,727900000.0,695600000.0,728800000.0,732900000.0,750500000.0,637700000.0,540700000.0,478100000.0
,interestExpense,145800000.0,0.0,0.0,0.0,0.0,0.0,12186000.0,13447000.0,12904000.0,12969000.0,18584000.0,20777000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,219900000.0,247600000.0,129000000.0,53892000.0,59152000.0,57804000.0,59928000.0,45350000.0,44326000.0,39545000.0,40898000.0,42582000.0,49171000.0,45030000.0,45682000.0,35305000.0,35243000.0,31443000.0,53640000.0,51572000.0,87614000.0,82600000.0,64500000.0,40400000.0,44100000.0,54600000.0,56500000.0,59300000.0,46000000.0,47000000.0,48400000.0,57200000.0,21100000.0,19700000.0,18200000.0
,EBITDA,541900000.0,677300000.0,424100000.0,369188000.0,307682000.0,299916000.0,246443000.0,256184000.0,230097000.0,264836000.0,223282000.0,201983000.0,290676000.0,336694000.0,312273000.0,263359000.0,238357000.0,208762000.0,171489000.0,178196000.0,272047000.0,253600000.0,217000000.0,155000000.0,141600000.0,130400000.0,113500000.0,100200000.0,68600000.0,65900000.0,50900000.0,98700000.0,61900000.0,77700000.0,73500000.0
,EBITDARatio,0.190233799059187,0.212419633056296,0.188706950253626,0.21547589795729,0.186515990271746,0.188132301577743,0.167795776968601,0.174116111843626,0.167138209338797,0.18910373586199,0.16089729270103,0.143372678959424,0.183214825301239,0.208352181486833,0.195468225373131,0.215640196546436,0.205187956462004,0.193279536044677,0.173601908832399,0.169192746386533,0.247954500918276,0.244764018917093,0.214872759679176,0.181244153414406,0.163302963902664,0.147411259326249,0.141963727329581,0.130332986472425,0.0955165692007797,0.0881369533235255,0.0692140331792222,0.124621212121212,0.0912306558585114,0.129781192583932,0.137795275590551
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,322000000.0,429700000.0,295100000.0,315296000.0,248530000.0,242112000.0,186515000.0,210834000.0,185771000.0,225291000.0,182384000.0,159401000.0,241505000.0,291664000.0,266591000.0,228054000.0,203114000.0,177319000.0,117849000.0,126624000.0,184433000.0,171000000.0,152500000.0,114600000.0,97500000.0,75800000.0,57000000.0,40900000.0,22600000.0,18900000.0,2500000.0,41500000.0,40800000.0,58000000.0,55300000.0
