date,,2021-03-31_FY,2020-03-31_FY,2019-03-31_FY,2018-03-31_FY,2017-03-31_FY,2016-03-31_FY,2015-03-31_FY,2014-03-31_FY,2013-03-31_FY,2012-03-31_FY,2011-03-31_FY
,revenue,43379000.0,32656000.0,29134000.0,24732000.0,22227000.0,18522000.0,18408000.0,19755000.0,14371000.0,12219000.0,10034000.0
,costOfRevenue,20074000.0,17800000.0,17230000.0,10471000.0,10844000.0,9658000.0,9763000.0,8406000.0,7169000.0,6749000.0,5628000.0
,grossProfit,23305000.0,14856000.0,11904000.0,14261000.0,11383000.0,8864000.0,8645000.0,11349000.0,7202000.0,5470000.0,4406000.0
,grossProfitRatio,0.537241522395629,0.454924056834885,0.408594768998421,0.576621381206534,0.512124893147973,0.478566029586438,0.469632768361582,0.574487471526196,0.501148145570941,0.447663474916114,0.439107036077337
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,54168000.0,53744000.0,50677000.0,51202000.0,57064000.0,28781000.0,19216000.0,8066000.0,2617000.0,1749000.0,1703000.0
,GeneralAndAdministrativeExpenses,41796000.0,31950000.0,31545000.0,25700000.0,22718000.0,26098000.0,16393000.0,9470000.0,6824000.0,6011000.0,5346000.0
,SellingAndMarketingExpenses,9849000.0,9853000.0,8637000.0,7347000.0,5660000.0,3073000.0,2750000.0,2705000.0,2252000.0,1674000.0,1456000.0
,otherExpenses,1882000.0,2438000.0,-6369000.0,2366000.0,-1107000.0,19361000.0,-27030000.0,-197000.0,11000.0,-169000.0,-210000.0
,operatingExpenses,105813000.0,95547000.0,90859000.0,84249000.0,85442000.0,57952000.0,38359000.0,20241000.0,11693000.0,9434000.0,8505000.0
,costAndExpenses,125887000.0,113347000.0,108089000.0,94720000.0,96286000.0,67610000.0,48122000.0,28647000.0,18862000.0,16183000.0,14133000.0
,interestExpense,25918000.0,23859000.0,20018000.0,15365000.0,9903000.0,4151000.0,2315000.0,1076000.0,291000.0,427000.0,312000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,8620000.0,12276000.0,12767000.0,10405000.0,9461000.0,2945000.0,1676000.0,622000.0,691000.0,989000.0,980000.0
,EBITDA,-73888000.0,-68415000.0,-66188000.0,-59583000.0,-64598000.0,-46143000.0,-28038000.0,-8270000.0,-3800000.0,-2975000.0,-3119000.0
,EBITDARatio,-1.70331266280919,-2.09502082312592,-2.27184732614814,-2.40914604560893,-2.90628514869303,-2.49125364431487,-1.52314211212516,-0.418628195393571,-0.264421404216826,-0.243473279319093,-0.310843133346622
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-82508000.0,-80691000.0,-78955000.0,-69988000.0,-74059000.0,-49088000.0,-29714000.0,-8892000.0,-4491000.0,-3964000.0,-4099000.0
,operatingIncomeRatio,-2.45611932040849,-2.47093949044586,-2.71006384293266,-2.82985605693029,-3.33193863319386,-2.65025375229457,-1.61418948283355,-0.450113895216401,-0.312504349036254,-0.324412799738113,-0.408511062387881
,totalOtherIncomeExpensesNet,1882000.0,2438000.0,-6369000.0,2366000.0,-1107000.0,19361000.0,-27030000.0,-197000.0,11000.0,-169000.0,-210000.0
,incomeBeforeTax,-106544000.0,-102112000.0,-105342000.0,-82987000.0,-85069000.0,-33878000.0,-59059000.0,-10165000.0,-4714000.0,-4473000.0,-4621000.0
,incomeBeforeTaxRatio,-2.45611932040849,-3.12689857912788,-3.61577538271435,-3.35545042859453,-3.82728213434112,-1.82906813519058,-3.20833333333333,-0.514553277651227,-0.328021710388978,-0.36606923643506,-0.460534183775164
,incomeTaxExpense,1926000.0,661000.0,44000.0,-649000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netIncome,-108470000.0,-102773000.0,-105386000.0,-82338000.0,-85069000.0,-33878000.0,-59059000.0,-10165000.0,-4714000.0,-4473000.0,-4621000.0
,netIncomeRatio,-2.50051868415593,-3.14713988241058,-3.6172856456374,-3.32920912178554,-3.82728213434112,-1.82906813519058,-3.20833333333333,-0.514553277651227,-0.328021710388978,-0.36606923643506,-0.460534183775164
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-1.18,-1.44,-1.92,-2.02,-3.02,-1.73,-4.0,-0.553151,-0.328,-0.311132,-0.321426
,EPSDiluted,-1.18,-1.44,-1.92,-2.02,-3.02,-1.73,-4.0,-0.553151,-0.328,-0.311132,-0.321426
,weightedAverageShsOut,91637966.0,71610035.0,54874391.0,40839309.0,28145472.0,19558152.0,14773386.0,18376547.0,14376547.0,14376547.0,14376547.0
,weightedAverageShsOutDil,91637966.0,71610035.0,54874391.0,40839309.0,28145472.0,19558152.0,14773386.0,18376547.0,14376547.0,14376547.0,14376547.0
