date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,revenue,2866000000.0,2751700000.0,2627000000.0,2397000000.0,2418800000.0,2577100000.0,2369300000.0,2238600000.0,2098300000.0,1814800000.0,1480200000.0,1852100000.0,1742800000.0,1659700000.0,1352000000.0,639500000.0,581300000.0,566200000.0,577300000.0,572200000.0,1813700000.0,1284300000.0,1058300000.0,847300000.0,775200000.0,1097900000.0
,costOfRevenue,1810900000.0,1783300000.0,1705400000.0,1578500000.0,1605400000.0,1729700000.0,1630700000.0,1565700000.0,902300000.0,774100000.0,657600000.0,842500000.0,755100000.0,648500000.0,551800000.0,173000000.0,0.0,0.0,463900000.0,458300000.0,1139000000.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,1055100000.0,968400000.0,921600000.0,818500000.0,813400000.0,847400000.0,738600000.0,672900000.0,1196000000.0,1040700000.0,822600000.0,1009600000.0,987700000.0,1011200000.0,800200000.0,466500000.0,0.0,0.0,113400000.0,113900000.0,674700000.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.368143754361479,0.35192789911691,0.350818424057861,0.341468502294535,0.336282454109476,0.328819215397152,0.311737644029882,0.300589654248191,0.569985226135443,0.573451620013225,0.555735711390353,0.545110955132012,0.566731696121184,0.6092667349521,0.591863905325444,0.729476153244722,0.0,0.0,0.196431664645765,0.199056274030059,0.372001984892761,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,108600000.0,126100000.0,129200000.0,120000000.0,119400000.0,119200000.0,160500000.0,167100000.0,423800000.0,369300000.0,371900000.0,449300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,1000000.0,2400000.0,-300000.0,-700000.0,-3400000.0,-2200000.0,-800000.0,-1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
