Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Revenue,805354000.0,651435000.0,589026000.0,750304000.0,308400000.0,294079000.0,208268000.0,227719000.0,211940000.0
Revenue Growth,0.2363,0.106,-0.215,1.4329,0.0487,0.412,-0.0854,0.0745,
Cost of Revenue,679717000.0,539627000.0,464895000.0,639411000.0,243871000.0,247289000.0,171655000.0,198817000.0,186008000.0
Gross Profit,125637000.0,111808000.0,124131000.0,110893000.0,64529000.0,46790000.0,36613000.0,28902000.0,25932000.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG&A Expense,89706000.0,112058000.0,89438000.0,65327000.0,24422000.0,19079000.0,14309000.0,11082000.0,7120000.0
Operating Expenses,100369000.0,406013000.0,184359000.0,298010000.0,153268000.0,69330000.0,37256000.0,36989000.0,29170000.0
Operating Income,25268000.0,-294205000.0,-60228000.0,-187117000.0,-88739000.0,-22540000.0,-643000.0,-8087000.0,-3238000.0
Interest Expense,82410000.0,66465000.0,21433000.0,20077000.0,7577000.0,9291000.0,4570000.0,4508000.0,5406000.0
Earnings before Tax,25231000.0,-221744000.0,-48730000.0,-197943000.0,-97463000.0,-34534000.0,-6508000.0,-11698000.0,-8644000.0
Income Tax Expense,32995000.0,1235000.0,2580000.0,1885000.0,557000.0,-495000.0,0.0,0.0,0.0
Net Income - Non-Controlling int,116000.0,4473000.0,2766000.0,-13000.0,214000.0,633000.0,256000.0,0.0,0.0
Net Income - Discontinued ops,0.0,-44095000.0,4715000.0,423000.0,611000.0,2413000.0,18000.0,-332000.0,0.0
Net Income,-7764000.0,-222979000.0,-51310000.0,-199828000.0,-98020000.0,-34039000.0,-6508000.0,-11698000.0,-8644000.0
Preferred Dividends,-101000.0,-2981000.0,-233000.0,-1823000.0,-1279000.0,-1405000.0,-129000.0,-233000.0,-173000.0
Net Income Com,-7663000.0,-219998000.0,-51077000.0,-198005000.0,-96741000.0,-32634000.0,-6379000.0,-11465000.0,-8471000.0
EPS,-0.75,-4.85,-1.6,-4.92,-8.58,-7.42,-0.7,-1.64,-1.66
EPS Diluted,-0.75,-4.85,-1.6,-4.92,-8.58,-7.42,-0.7,-1.64,-1.66
Weighted Average Shs Out,,,,,,,,,
Weighted Average Shs Out (Dil),53136000.0,52043000.0,51176000.0,45050000.0,13472000.0,7525000.0,9113000.0,6997000.0,5099000.0
Dividend per Share,1.34,1.648,1.71,1.889,1.849,1.75,1.73,0.269,0.0
Gross Margin,0.156,0.1716,0.2107,0.1478,0.2092,0.1591,0.1758,0.1269,0.1224
EBITDA Margin,0.242,-0.064,0.135,-0.103,-0.198,0.016,0.094,0.059,0.079
EBIT Margin,0.1337,-0.2384,-0.0463,-0.2371,-0.2915,-0.0858,-0.0093,-0.0316,-0.0153
Profit Margin,-0.01,-0.338,-0.087,-0.264,-0.314,-0.111,-0.031,-0.05,-0.04
Free Cash Flow margin,-0.1135,-0.1158,-0.0975,-0.1614,-0.2244,-0.0322,0.0325,0.0184,0.0166
EBITDA,194812000.0,-42008000.0,79732000.0,-76989000.0,-61054000.0,4756000.0,19476000.0,13515000.0,16775000.0
EBIT,107641000.0,-155279000.0,-27297000.0,-177866000.0,-89886000.0,-25243000.0,-1938000.0,-7190000.0,-3238000.0
Consolidated Income,-7648000.0,-218506000.0,-48544000.0,-199841000.0,-97806000.0,-33406000.0,-6252000.0,-11698000.0,-8644000.0
Earnings Before Tax Margin,0.0313,-0.3404,-0.0827,-0.2638,-0.316,-0.1174,-0.0312,-0.0514,-0.0408
Net Profit Margin,-0.0096,-0.3423,-0.0871,-0.2663,-0.3178,-0.1157,-0.0312,-0.0514,-0.0408
