date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,111596000.0,95726000.0,63574000.0,50112000.0,36583000.0,32335000.0,21837000.0,22342000.0,27440000.0,-13244000.0,48800000.0,57814000.0,30202000.0,19589000.0,20594000.0,10102000.0,9313000.0
,depreciationAndAmortization,55795000.0,51622000.0,16362000.0,13422000.0,12160000.0,11955000.0,9571000.0,8325000.0,7806000.0,7521000.0,7496000.0,4831000.0,3740000.0,3026000.0,2427000.0,1751000.0,1021000.0
,deferredIncomeTax,-13261000.0,18400000.0,19453000.0,-4475000.0,7402000.0,1518000.0,2402000.0,2351000.0,2204000.0,4378000.0,2771000.0,4646000.0,462000.0,127000.0,-1253000.0,673000.0,-85000.0
,stockBasedCompensation,14347000.0,9646000.0,9358000.0,5964000.0,4872000.0,4225000.0,4094000.0,3886000.0,4390000.0,4092000.0,3742000.0,2393000.0,1935000.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-183716000.0,-11491000.0,62080000.0,29439000.0,610000.0,-5846000.0,4601000.0,4389000.0,-15209000.0,25046000.0,7294000.0,16290000.0,-28946000.0,-7399000.0,19250000.0,26973000.0,-9996000.0
,accountsReceivables,-16561000.0,-38907000.0,-362000.0,-36390000.0,-28873000.0,-27951000.0,-16372000.0,-18961000.0,-4497000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-22506000.0,-3082000.0,-6577000.0,19666000.0,9182000.0,10526000.0,-10460000.0,4395000.0,-4288000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-34414000.0,149302000.0,160793000.0,98713000.0,69274000.0,68664000.0,74510000.0,69909000.0,65520000.0,80729000.0,55683000.0,48389000.0,32099000.0,61045000.0,68444000.0,49194000.0,22221000.0
,otherNonCashItems,0.0,0.0,0.0,176000.0,-1961000.0,6215000.0,7744000.0,4386000.0,11875000.0,0.0,7607000.0,4724000.0,12463000.0,15007000.0,5413000.0,0.0,0.0
,netCashProvidedByOperatingActivites,529247000.0,130462000.0,108585000.0,32326000.0,67472000.0,59934000.0,38657000.0,45915000.0,74772000.0,-3376000.0,71937000.0,49192000.0,85504000.0,12118000.0,21762000.0,5987000.0,6562000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-65875000.0,-33609000.0,-32993000.0,-10176000.0,-16009000.0,-13283000.0,-8105000.0,-8343000.0,-8415000.0,-7945000.0,-11586000.0,-8236000.0,-8550000.0,-3346000.0,-3938000.0,-2134000.0,-4144000.0
,acquisitionsNet,-25000000.0,-74000000.0,8000000.0,-65000000.0,-34000000.0,-71000000.0,-74000000.0,-27000000.0,-7000000.0,-12000000.0,-32000000.0,-33000000.0,-70000000.0,-29000000.0,-24000000.0,-10000000.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,7920000.0,0.0,0.0,0.0,273000.0,0.0,0.0,0.0,33000.0,0.0,0.0,0.0,-522000.0,0.0,1440000.0,0.0,0.0
,netCashUsedForInvestingActivites,-82500000.0,-107902000.0,-25291000.0,-74774000.0,-50380000.0,-83855000.0,-82038000.0,-35263000.0,-15140000.0,-19625000.0,-43333000.0,-41663000.0,-75876000.0,-32281000.0,-27500000.0,-11753000.0,-5194000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-529229000.0,-256650000.0,-324718000.0,-39260000.0,-49238000.0,-45233000.0,-37202000.0,-70500000.0,-203881000.0,-108189000.0,-19260000.0,-64071000.0,-36290000.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,1026000.0,912000.0,782000.0,782000.0,786000.0,783000.0,860000.0,781000.0,618000.0,493000.0,419000.0,21308000.0,45570000.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,-4602000.0,0.0,-1479000.0,-945000.0,-869000.0,-26958000.0,-577000.0,-1914000.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15666000.0,0.0,0.0,0.0,0.0,-227000.0,-445000.0
,otherFinancingActivites,38973000.0,-53676000.0,-17347000.0,-15733000.0,-9750000.0,-7685000.0,-7737000.0,-9987000.0,-8673000.0,-12120000.0,-1748000.0,-16399000.0,-9375000.0,-5572000.0,-4501000.0,-6784000.0,-4349000.0
,netCashUsedProvidedByFinancingActivities,-191850000.0,-40251000.0,-36780000.0,42033000.0,-19967000.0,29529000.0,29898000.0,-6358000.0,-50168000.0,22969000.0,-28710000.0,-10646000.0,-7272000.0,-5559000.0,15217000.0,20253000.0,-182000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
