date,,2021-01-02_FY,2019-12-28_FY,2018-12-29_FY,2017-12-30_FY,2016-12-31_FY,2016-01-02_FY,2015-01-03_FY,2013-12-28_FY,2012-12-29_FY,2011-12-31_FY,2011-01-01_FY,2010-01-02_FY,2009-01-03_FY,2008-01-05_FY,2007-01-06_FY,2005-12-31_FY,2005-01-01_FY,2004-01-03_FY,2003-01-04_FY,2002-01-05_FY,2000-12-30_FY,2000-01-01_FY,1999-01-02_FY,1998-01-03_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY
,revenue,1613343000.0,2217712000.0,2541488000.0,2788163000.0,3042371000.0,3228836000.0,3509691000.0,3260000000.0,2857500000.0,2567302000.0,2030700000.0,1548100000.0,1583200000.0,1433000000.0,1214000000.0,1040468000.0,960000000.0,781200000.0,663300000.0,545500000.0,504300000.0,418800000.0,304700000.0,244800000.0,205900000.0,181100000.0,161900000.0,105100000.0
,costOfRevenue,842987000.0,1118274000.0,1201351000.0,1429324000.0,1464185000.0,1475369000.0,1508519000.0,1398300000.0,1251000000.0,1128116000.0,875500000.0,703200000.0,732100000.0,691000000.0,605000000.0,506761000.0,449900000.0,379800000.0,329300000.0,273700000.0,248500000.0,205900000.0,154200000.0,127300000.0,104700000.0,95700000.0,88500000.0,58800000.0
,grossProfit,770356000.0,1099438000.0,1340137000.0,1358839000.0,1578186000.0,1753467000.0,2001172000.0,1861700000.0,1606500000.0,1439186000.0,1155200000.0,844900000.0,851100000.0,742000000.0,609000000.0,533707000.0,510100000.0,401400000.0,334000000.0,271800000.0,255700000.0,212900000.0,150500000.0,117500000.0,101200000.0,85400000.0,73400000.0,46300000.0
,grossProfitRatio,0.47749052743279,0.495753280858831,0.527304083277198,0.48735995707568,0.518735551975745,0.543064745313791,0.57018466867881,0.571073619631902,0.562204724409449,0.56058305567479,0.568867878071601,0.54576577740456,0.537582112177868,0.517794836008374,0.50164744645799,0.512948980651015,0.531354166666667,0.513824884792627,0.503542891602593,0.498258478460128,0.507039460638509,0.508357211079274,0.493928454217263,0.479983660130719,0.491500728508985,0.471562672556599,0.453366275478691,0.440532825880114
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,32400000.0,38200000.0,42800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,866703000.0,1040097000.0,1184484000.0,1285016000.0,0.0,1437833000.0,1434636000.0,1300100000.0,282581000.0,251845000.0,194940000.0,154563000.0,155800000.0,156898000.0,127787000.0,0.0,93814000.0,291600000.0,51566000.0,45193000.0,161900000.0,125400000.0,95100000.0,82900000.0,73700000.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,826919000.0,715350000.0,583860000.0,478637000.0,489600000.0,398602000.0,357813000.0,0.0,274786000.0,0.0,186634000.0,149807000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,38972000.0,13849000.0,14642000.0,412499000.0,992000.0,24400000.0,0.0,9419000.0,8542000.0,0.0,8915000.0,8506000.0,-15786000.0,1931000.0,-976000.0,0.0,-337000.0,0.0,156000.0,1045000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,905675000.0,1130865000.0,1278144000.0,1784144000.0,1423262000.0,1462233000.0,1434636000.0,1300100000.0,1117700000.0,967195000.0,778800000.0,633300000.0,645400000.0,555500000.0,485600000.0,424315000.0,368600000.0,291600000.0,238100000.0,199800000.0,162000000.0,125400000.0,95400000.0,83500000.0,76800000.0,0.0,0.0,0.0
,costAndExpenses,1748662000.0,2249139000.0,2479495000.0,3213468000.0,2887447000.0,2937602000.0,2943155000.0,2698400000.0,2368700000.0,2095311000.0,1654300000.0,1336500000.0,1377500000.0,1246500000.0,1090600000.0,931076000.0,818500000.0,671400000.0,567400000.0,473500000.0,410500000.0,331300000.0,249600000.0,210800000.0,181500000.0,160600000.0,135600000.0,88500000.0
,interestExpense,-31836000.0,29932000.0,42503000.0,43214000.0,26894000.0,20018000.0,15898000.0,9548000.0,5160000.0,2391000.0,1119000.0,-235000.0,-555000.0,-890000.0,-3554000.0,316000.0,-30000.0,-100000.0,-107000.0,-319000.0,800000.0,-100000.0,-500000.0,-1700000.0,1200000.0,1100000.0,600000.0,200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,43134000.0,54792000.0,67584000.0,80973000.0,94592000.0,87662000.0,95931000.0,81900000.0,65500000.0,0.0,40600000.0,41300000.0,37600000.0,32800000.0,32000000.0,29031000.0,23300000.0,18900000.0,14200000.0,9600000.0,6400000.0,5900000.0,4400000.0,3000000.0,3100000.0,2500000.0,1500000.0,900000.0
,EBITDA,-92185000.0,23365000.0,129577000.0,-344332000.0,249516000.0,378896000.0,662467000.0,643500000.0,554300000.0,525293000.0,417000000.0,252900000.0,243400000.0,219300000.0,155300000.0,138423000.0,164800000.0,128700000.0,110100000.0,81700000.0,100200000.0,93300000.0,59500000.0,36900000.0,27500000.0,23000000.0,27800000.0,17500000.0
,EBITDARatio,-0.0571391204474188,0.0105356331209823,0.0509846987276745,-0.123497801240458,0.0820136663148577,0.117347551873183,0.188753653811689,0.19739263803681,0.193980752405949,0.204608963028113,0.205347909587827,0.163361539952199,0.153739262253663,0.153035589672017,0.127924217462932,0.133039170834663,0.171666666666667,0.164746543778802,0.165988240615106,0.149770852428964,0.198691255205235,0.222779369627507,0.195274040039383,0.150735294117647,0.133559980573094,0.127001656543346,0.17171093267449,0.16650808753568
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-135319000.0,-31427000.0,61993000.0,-425305000.0,154924000.0,291234000.0,566536000.0,561600000.0,488800000.0,471991000.0,376400000.0,211600000.0,205800000.0,186500000.0,123300000.0,109392000.0,141500000.0,109800000.0,95900000.0,72100000.0,93800000.0,87400000.0,55100000.0,33900000.0,24400000.0,20500000.0,26300000.0,16600000.0
,operatingIncomeRatio,-0.0838749106668576,-0.014170911281537,0.0243924031905718,-0.152539503608648,0.0509221261969694,0.0901978298061592,0.161420478327009,0.172269938650307,0.171058617672791,0.18384708927894,0.185354803762249,0.136683676765067,0.129989893885801,0.130146545708304,0.101565074135091,0.105137303597996,0.147395833333333,0.140552995391705,0.144580129654757,0.132172318973419,0.186000396589332,0.208691499522445,0.180833606826387,0.138480392156863,0.118504128217581,0.1131971286582,0.162445954292773,0.157944814462417
,totalOtherIncomeExpensesNet,-4828000.0,24480000.0,4453000.0,2452000.0,-15878000.0,1565000.0,673000.0,1100000.0,1100000.0,-18391000.0,800000.0,300000.0,100000.0,500000.0,-500000.0,-5512000.0,300000.0,-200000.0,800000.0,1500000.0,100000.0,500000.0,200000.0,-100000.0,-100000.0,800000.0,-700000.0,400000.0
,incomeBeforeTax,-171983000.0,-31331000.0,20170000.0,-453754000.0,114308000.0,311659000.0,558078000.0,561500000.0,492200000.0,451559000.0,384200000.0,219900000.0,189400000.0,187500000.0,118800000.0,103564000.0,141100000.0,109500000.0,96000000.0,72800000.0,94700000.0,87800000.0,54700000.0,32200000.0,23000000.0,20200000.0,24900000.0,16700000.0
,incomeBeforeTaxRatio,-0.10660039433648,-0.0141276234245024,0.00793629558746687,-0.162742996015656,0.0375720120918849,0.0965236388593289,0.159010579563842,0.172239263803681,0.172248468941382,0.175888539797811,0.189195843797705,0.142045087526646,0.119631126831733,0.130844382414515,0.0978583196046128,0.0995359780406509,0.146979166666667,0.140168970814132,0.144730890999548,0.133455545371219,0.187785048582193,0.209646609360076,0.17952084017066,0.131535947712418,0.111704711024769,0.111540585311982,0.153798641136504,0.158896289248335
,incomeTaxExpense,-76043000.0,18681000.0,21108000.0,19805000.0,28705000.0,81757000.0,171467000.0,173419000.0,137963000.0,144157000.0,119320000.0,75604000.0,51332000.0,64265000.0,41213000.0,25505000.0,50533000.0,41100000.0,37072000.0,29121000.0,38800000.0,36000000.0,22600000.0,13200000.0,9400000.0,8100000.0,9600000.0,5200000.0
,netIncome,-95940000.0,-52365000.0,-3478000.0,-478172000.0,78868000.0,220637000.0,376707000.0,378200000.0,343400000.0,294702000.0,255200000.0,139200000.0,138100000.0,123300000.0,77600000.0,78059000.0,90600000.0,68300000.0,58900000.0,43700000.0,55900000.0,51800000.0,32200000.0,18900000.0,13600000.0,12100000.0,15300000.0,11500000.0
,netIncomeRatio,-0.0594665858407047,-0.0236121732668624,-0.00136848964071442,-0.171500733637165,0.0259232026600306,0.0683332941035097,0.107333380630944,0.11601226993865,0.120174978127734,0.114790546651699,0.125670950903629,0.0899166720496092,0.0872283981808994,0.0860432658757851,0.0639209225700165,0.0750229704325361,0.094375,0.0874295954941116,0.0887984320820142,0.0801099908340972,0.11084671822328,0.123686723973257,0.105677715786019,0.0772058823529412,0.0660514813016027,0.0668139149641082,0.0945027794935145,0.10941960038059
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
