date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,41203000.0,41555000.0,41573000.0,35122000.0,30880000.0,25890000.0,23014000.0,21300000.0,20393000.0,19457000.0,18392000.0,13463000.0,12962000.0,11482000.0,11227000.0,12277000.0,12081000.0,11365000.0,11563000.0,10094000.0,9318000.0,9900000.0,8400000.0,7600000.0,6900000.0,6200000.0,6000000.0,6200000.0,5000000.0,4200000.0,4600000.0,4400000.0
,depreciationAndAmortization,6372000.0,6218000.0,4068000.0,3604000.0,3219000.0,3013000.0,2855000.0,2824000.0,2816000.0,2667000.0,2487000.0,2154000.0,1831000.0,1894000.0,1669000.0,2599000.0,3652000.0,5763000.0,4081000.0,1340000.0,675000.0,1700000.0,600000.0,-300000.0,-800000.0,-1100000.0,-400000.0,1200000.0,1800000.0,600000.0,600000.0,600000.0
,deferredIncomeTax,-1331000.0,-1212000.0,-1601000.0,1114000.0,1233000.0,-881000.0,-594000.0,-801000.0,2835000.0,743000.0,-612000.0,-72000.0,-229000.0,0.0,-211000.0,-293000.0,270000.0,151000.0,-109000.0,-142000.0,252000.0,100000.0,100000.0,-100000.0,600000.0,0.0,-100000.0,0.0,-300000.0,-200000.0,0.0,0.0
,stockBasedCompensation,1788000.0,3050000.0,1814000.0,2434000.0,1517000.0,1319000.0,1511000.0,592000.0,782000.0,756000.0,647000.0,681000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-4282000.0,883000.0,6784000.0,-3965000.0,-6061000.0,-1346000.0,478000.0,4221000.0,1243000.0,482000.0,-285000.0,-10046000.0,-2344000.0,-899000.0,-1313000.0,-355000.0,158000.0,-1037000.0,1081000.0,-592000.0,563000.0,-200000.0,-400000.0,400000.0,-1300000.0,1100000.0,-500000.0,-400000.0,500000.0,-100000.0,200000.0,700000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-531000.0,921000.0,2782000.0,-4996000.0,0.0,0.0,0.0,0.0,0.0,1022000.0,1539000.0,0.0,0.0,0.0,-1280000.0,0.0,183000.0,-1124000.0,1080000.0,-501000.0,453000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,-2313000.0,-2194000.0,-2134000.0,-1509000.0,-1038000.0,-879000.0,-520000.0,-520000.0,-500000.0,-502000.0,-496000.0,-517000.0,2199000.0,632000.0,470000.0,181000.0,104000.0,457000.0,100000.0,100000.0,-75000.0,-100000.0,-100000.0,-400000.0,100000.0,0.0,200000.0,200000.0,600000.0,1600000.0,1000000.0,800000.0
,netCashProvidedByOperatingActivites,46035000.0,49987000.0,59374000.0,47172000.0,35589000.0,35336000.0,35584000.0,39686000.0,35021000.0,29561000.0,26611000.0,10873000.0,14419000.0,13343000.0,12477000.0,15164000.0,16746000.0,16366000.0,16728000.0,11049000.0,10962000.0,10500000.0,8600000.0,7200000.0,5600000.0,6200000.0,5500000.0,6600000.0,7600000.0,6100000.0,6400000.0,6500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-3008000.0,-2875000.0,-5687000.0,-8891000.0,-7250000.0,-5489000.0,-6246000.0,-3016000.0,-5570000.0,-3634000.0,-5370000.0,-7651000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-171447000.0,-97514000.0,-400233000.0,-147491000.0,-268732000.0,-148666000.0,-83973000.0,-148882000.0,-169571000.0,-339058000.0,-245627000.0,-456602000.0,-211534000.0,-163526000.0,-97358000.0,-198045000.0,-361711000.0,-296140000.0,-187736000.0,-491803000.0,-266240000.0,-98200000.0,-95000000.0,-82000000.0,-81600000.0,-76400000.0,-164100000.0,-285500000.0,-72600000.0,-84300000.0,-48000000.0,-25000000.0
,salesMaturitiesOfInvestments,210516000.0,176381000.0,343873000.0,243133000.0,174978000.0,186231000.0,116644000.0,151878000.0,257632000.0,152303000.0,263774000.0,240652000.0,131972000.0,153823000.0,159301000.0,206116000.0,343999000.0,224857000.0,126789000.0,411454000.0,250434000.0,76700000.0,69200000.0,58000000.0,78200000.0,74300000.0,167500000.0,276800000.0,47100000.0,33300000.0,26900000.0,33700000.0
