date,,2021-06-30_FY,2020-06-30_FY,2019-06-30_FY,2018-06-30_FY,2017-06-30_FY,2016-06-30_FY,2015-06-30_FY,2014-06-30_FY,2013-06-30_FY,2012-06-30_FY,2011-06-30_FY,2010-06-30_FY,2009-06-30_FY,2008-06-30_FY,2007-06-30_FY,2006-06-30_FY,2005-06-30_FY,2004-06-30_FY,2003-06-30_FY,2002-06-30_FY,2001-06-30_FY,2000-06-30_FY,1999-06-30_FY,1998-06-30_FY,1997-06-30_FY,1996-06-30_FY,1995-06-30_FY,1994-06-30_FY,1993-06-30_FY,1992-06-30_FY,1991-06-30_FY,1990-06-30_FY,1989-06-30_FY
,revenue,1112380000.0,1052001000.0,1239687000.0,1231211000.0,1809800000.0,1843537000.0,1909943000.0,1923371000.0,1964375000.0,2089781000.0,2182371000.0,1915181000.0,1461453000.0,1091833000.0,933473000.0,843298000.0,781304000.0,784885000.0,679579000.0,647581000.0,568177000.0,505332000.0,419400000.0,351900000.0,307300000.0,258900000.0,227300000.0,211400000.0,191900000.0,179200000.0,163100000.0,156700000.0,153700000.0
,costOfRevenue,489233000.0,490054000.0,623540000.0,645604000.0,962194000.0,986778000.0,1000055000.0,983436000.0,962223000.0,975642000.0,925504000.0,826089000.0,669673000.0,503133000.0,486721000.0,452615000.0,437345000.0,420108000.0,366075000.0,347986000.0,304532000.0,260647000.0,218400000.0,184300000.0,166900000.0,147600000.0,130500000.0,120400000.0,110800000.0,102400000.0,80600000.0,69700000.0,81900000.0
,grossProfit,623147000.0,561947000.0,616147000.0,585607000.0,847606000.0,856759000.0,909888000.0,939935000.0,1002152000.0,1114139000.0,1256867000.0,1089092000.0,791780000.0,588700000.0,446752000.0,390683000.0,343959000.0,364777000.0,313504000.0,299595000.0,263645000.0,244685000.0,201000000.0,167600000.0,140400000.0,111300000.0,96800000.0,91000000.0,81100000.0,76800000.0,82500000.0,87000000.0,71800000.0
,grossProfitRatio,0.56019256009637,0.534169644325433,0.497018198948606,0.475634964275011,0.468342358271632,0.46473653634291,0.476395368867029,0.488691469300515,0.510163283487114,0.533136725810025,0.575918118413414,0.568662700810002,0.54177589015863,0.539185021885215,0.478591239382392,0.463279884453657,0.440237090812283,0.464752161144626,0.461320906031528,0.462637106400589,0.464019134882264,0.484206422708239,0.479256080114449,0.476271668087525,0.456882525219655,0.429895712630359,0.425868895732512,0.43046357615894,0.422615945805107,0.428571428571429,0.505824647455549,0.555201021059349,0.467143786597267
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,395838000.0,400411000.0,373064000.0,618152000.0,654049000.0,708285000.0,727870000.0,756384000.0,808400000.0,762692000.0,678190000.0,548070000.0,422622000.0,359025000.0,323010000.0,300165000.0,275587000.0,225767000.0,188712000.0,167330000.0,141443000.0,121100000.0,103800000.0,87500000.0,71000000.0,63000000.0,58100000.0,51900000.0,50500000.0,55300000.0,57600000.0,70400000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8877000.0,3743000.0,-20812000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
