Date,2016-12,2015-12,2014-12,2013-12,2012-12
Revenue,2000000.0,27000000.0,61000000.0,53000000.0,49000000.0
Revenue Growth,,,,,
Cost of Revenue,1000000.0,16000000.0,31000000.0,27000000.0,19000000.0
Gross Profit,1000000.0,11000000.0,30000000.0,26000000.0,30000000.0
R&D Expenses,1000000.0,4000000.0,3000000.0,3000000.0,4000000.0
SG&A Expense,4000000.0,13000000.0,26000000.0,23000000.0,34000000.0
Operating Expenses,4000000.0,22000000.0,29000000.0,25000000.0,42000000.0
Operating Income,-4000000.0,-11000000.0,1000000.0,1000000.0,-12000000.0
Interest Expense,0000000.0,0000000.0,0000000.0,0000000.0,0000000.0
Earnings before Tax,-3000000.0,-24000000.0,2000000.0,3000000.0,-22000000.0
Income Tax Expense,3000000.0,1000000.0,-3000000.0,2000000.0,-2000000.0
Net Income - Non-Controlling int,,,,,
Net Income - Discontinued ops,,,,,
Net Income,-6000000.0,-25000000.0,5000000.0,1000000.0,-20000000.0
Preferred Dividends,,,,,
Net Income Com,-6000000.0,-25000000.0,5000000.0,1000000.0,-20000000.0
EPS,-2.50,-11.40,2.31,0.42,-14.63
EPS Diluted,-2.50,-11.40,2.31,0.42,-14.63
Weighted Average Shs Out,2000000.0,2000000.0,2000000.0,2000000.0,1000000.0
Weighted Average Shs Out (Dil),2000000.0,2000000.0,2000000.0,2000000.0,1000000.0
Dividend per Share,,,,,
Gross Margin,0.5,0.40740740740741,0.49180327868852,0.49056603773585,0.61224489795918
EBITDA Margin,-1.5,-0.88888888888889,0.032786885245902,0.056603773584906,-0.42857142857143
EBIT Margin,-1.5,-0.88888888888889,0.032786885245902,0.056603773584906,-0.44897959183673
Profit Margin,-3,-0.92592592592593,0.081967213114754,0.018867924528302,-0.40816326530612
Free Cash Flow margin,,,,,
EBITDA,-3000000.0,-24000000.0,2000000.0,3000000.0,-21000000.0
EBIT,-3000000,-24000000,2000000,3000000,-22000000
Consolidated Income,-6000000.0,-25000000.0,5000000.0,1000000.0,-20000000.0
Earnings Before Tax Margin,-1.5,-0.88888888888889,0.032786885245902,0.056603773584906,-0.44897959183673
Net Profit Margin,-3,-0.92592592592593,0.081967213114754,0.018867924528302,-0.40816326530612
