date,,2021-01-31_FY,2020-02-02_FY,2019-02-03_FY,2018-01-28_FY,2017-01-29_FY,2016-01-31_FY,2015-01-31_FY,2014-01-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,13577000.0,18921000.0,23156000.0,23351000.0,21315000.0,27439000.0,23647314.0,15516000.0
,depreciationAndAmortization,28520000.0,22083000.0,12594000.0,7330000.0,4698000.0,2837000.0,1820683.0,1247000.0
,deferredIncomeTax,-255000.0,-1151000.0,7999000.0,533000.0,1536000.0,31000.0,0.0,0.0
,stockBasedCompensation,1629000.0,647000.0,1668000.0,1597000.0,1224000.0,720000.0,74572.0,76000.0
,changeInWorkingCapital,7153000.0,17830000.0,14057000.0,-14597000.0,-7573000.0,-17065000.0,-3377357.0,-1036000.0
,accountsReceivables,-1350000.0,1518000.0,9000.0,-7000.0,-25000.0,-3000.0,-15531.0,9000.0
,inventory,-1203000.0,-50164000.0,-11013000.0,-17553000.0,-14446000.0,-13623000.0,-10554322.0,-7952000.0
,accountsPayables,-1464000.0,7564000.0,10282000.0,6363000.0,-2962000.0,-5544000.0,4239145.0,4119000.0
,otherWorkingCapital,-3316000.0,83417000.0,65587000.0,51530000.0,66127000.0,73700000.0,157516.0,333000.0
,otherNonCashItems,0.0,647000.0,1830000.0,1599000.0,1227000.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,50751000.0,6696000.0,31095000.0,29868000.0,20253000.0,14214000.0,22628632.0,16370000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-12263000.0,-24435000.0,-53036000.0,-46464000.0,-28672000.0,-7306000.0,-5268790.0,-3952000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,-6323000.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,131000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,-6252000.0,-699000.0,-9341000.0,-1669000.0,-56000.0,-105800.0,-262000.0
,netCashUsedForInvestingActivites,-12132000.0,-30687000.0,-53735000.0,-53022000.0,-28906000.0,-7362000.0,-7147383.0,-4214000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-118911000.0,-495000.0,-416000.0,-54000.0,-4226000.0,-150622000.0,-56988905.0,-34431000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,83923000.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,-192000.0,-60077000.0,-15078000.0,-4434000.0
,otherFinancingActivites,-115000.0,21990000.0,19058000.0,4814000.0,483000.0,-46000.0,-280000.0,284000.0
,netCashUsedProvidedByFinancingActivities,6362000.0,21495000.0,18642000.0,4760000.0,-3743000.0,23140000.0,-15100396.0,-4898000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,44981000.0,-2496000.0,-3998000.0,-18394000.0,-12396000.0,29992000.0,380853.0,7258000.0
,cashAtEndOfPeriod,47221000.0,-1765000.0,-1133000.0,5648000.0,25477000.0,37873000.0,7880883.0,7500000.0
,cashAtBeginningOfPeriod,2240000.0,731000.0,2865000.0,24042000.0,37873000.0,7881000.0,7500030.0,242000.0
,operatingCashFlow,50751000.0,6696000.0,31095000.0,29868000.0,20253000.0,14214000.0,22628632.0,16370000.0
,capitalExpenditure,-12263000.0,-24435000.0,-53036000.0,-46464000.0,-28672000.0,-7306000.0,-5268790.0,-3952000.0
,freeCashFlow,38488000.0,-17739000.0,-21941000.0,-16596000.0,-8419000.0,6908000.0,17359842.0,12418000.0
