Date,2019-02-28,2018-02-28,2017-02-28,2016-02-29
Revenue,0.0,0.0,0.0,0.0
Revenue Growth,0.0,0.0,0.0,
Cost of Revenue,0.0,0.0,0.0,0.0
Gross Profit,0.0,0.0,0.0,0.0
R&D Expenses,3448547.0,6694778.0,1454440.0,801666.0
SG&A Expense,8811237.0,6860623.0,2280281.0,1748044.0
Operating Expenses,17103102.0,13922577.0,4132166.0,2822126.0
Operating Income,-17103102.0,-13922577.0,-4132166.0,-2822126.0
Interest Expense,467082.0,5125.0,0.0,0.0
Earnings before Tax,-17536411.0,-14037378.0,-4114001.0,-2836366.0
Income Tax Expense,0.0,0.0,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0
Net Income,-17536411.0,-14037378.0,-4114001.0,-2836366.0
Preferred Dividends,0.0,0.0,0.0,0.0
Net Income Com,-17536411.0,-14037378.0,-4114001.0,-2836366.0
EPS,-0.52,-0.43,-0.13,-0.1
EPS Diluted,-0.52,-0.43,-0.13,-0.1
Weighted Average Shs Out,33805706.0,32807137.0,31390807.0,29810800.0
Weighted Average Shs Out (Dil),33795600.0,32642741.0,31102004.0,27359605.0
Dividend per Share,0.0,0.0,0.0,0.0
Gross Margin,0.0,0.0,0.0,0.0
EBITDA Margin,,,,
EBIT Margin,0.0,0.0,0.0,0.0
Profit Margin,,,,
Free Cash Flow margin,0.0,0.0,0.0,0.0
EBITDA,-16566332.0,-13665077.0,-3716556.0,-2624521.0
EBIT,-17069329.0,-14032253.0,-4114001.0,-2836366.0
Consolidated Income,-17536411.0,-14037378.0,-4114001.0,-2836366.0
Earnings Before Tax Margin,0.0,0.0,0.0,0.0
Net Profit Margin,0.0,0.0,0.0,0.0
