date,,2020-10-03_FY,2019-09-28_FY,2018-09-29_FY,2017-09-30_FY,2016-10-01_FY,2015-10-03_FY,2014-09-27_FY,2013-09-28_FY,2012-09-29_FY,2011-10-01_FY,2010-10-02_FY,2009-10-03_FY,2008-09-27_FY,2007-09-29_FY,2006-09-30_FY,2005-10-01_FY,2004-12-15_FY,2004-10-02_FY,2003-09-27_FY,2002-09-28_FY,2001-09-29_FY,2000-09-30_FY,1999-10-02_FY,1998-10-03_FY,1997-09-27_FY,1996-09-28_FY,1995-09-30_FY,1994-10-01_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,2140000000.0,2022000000.0,3024000000.0,1774000000.0,1768000000.0,1220000000.0,864000000.0,778000000.0,583000000.0,750000000.0,780000000.0,-537000000.0,86000000.0,268000000.0,-196000000.0,372000000.0,403000000.0,403000000.0,337000000.0,383000000.0,88000000.0,151000000.0,230000000.0,25000000.0,186000000.0,87000000.0,219200000.0,-2000000.0
,depreciationAndAmortization,1192000000.0,1098000000.0,943000000.0,761000000.0,705000000.0,711000000.0,530000000.0,519000000.0,499000000.0,506000000.0,497000000.0,496000000.0,493000000.0,514000000.0,517000000.0,501000000.0,458000000.0,490000000.0,458000000.0,467000000.0,335000000.0,294000000.0,291100000.0,276400000.0,230400000.0,239300000.0,204900000.0,188300000.0
,deferredIncomeTax,45000000.0,92000000.0,-865000000.0,-39000000.0,84000000.0,38000000.0,-105000000.0,-12000000.0,140000000.0,86000000.0,18000000.0,-26000000.0,35000000.0,5000000.0,-130000000.0,-93000000.0,8000000.0,8000000.0,113000000.0,22000000.0,-47000000.0,47000000.0,-13500000.0,-144500000.0,10500000.0,15900000.0,10900000.0,-2400000.0
,stockBasedCompensation,89000000.0,77000000.0,69000000.0,92000000.0,81000000.0,69000000.0,6000000.0,5000000.0,15000000.0,12000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,474000000.0,999000000.0,-1569000000.0,100000000.0,280000000.0,-578000000.0,-170000000.0,21000000.0,167000000.0,333000000.0,-309000000.0,124000000.0,777000000.0,140000000.0,13000000.0,89000000.0,0.0,343000000.0,-155000000.0,177000000.0,184000000.0,-50000000.0,-194000000.0,82000000.0,-272000000.0,470000000.0,-67000000.0,-350300000.0
,accountsReceivables,191000000.0,-226000000.0,-2000000.0,-55000000.0,73000000.0,66000000.0,-93000000.0,-126000000.0,-69000000.0,-114000000.0,-79000000.0,137000000.0,-59000000.0,-66000000.0,0.0,24000000.0,67000000.0,40000000.0,-179000000.0,48000000.0,-43000000.0,0.0,28000000.0,-13000000.0,-71000000.0,-52000000.0,0.0,-339000000.0
,inventory,-20000000.0,-214000000.0,-207000000.0,-246000000.0,148000000.0,220000000.0,-148000000.0,15000000.0,-259000000.0,-299000000.0,-239000000.0,493000000.0,-376000000.0,-166000000.0,8000000.0,13000000.0,-65000000.0,-69000000.0,-78000000.0,-4000000.0,-15000000.0,84000000.0,-5000000.0,-98000000.0,141000000.0,-78000000.0,-140500000.0,-79000000.0
,accountsPayables,-64000000.0,-55000000.0,-44000000.0,61000000.0,-130000000.0,-162000000.0,202000000.0,-12000000.0,106000000.0,152000000.0,101000000.0,-148000000.0,98000000.0,91000000.0,0.0,11000000.0,109000000.0,-107000000.0,60000000.0,-30000000.0,89000000.0,0.0,-21000000.0,-41000000.0,-20000000.0,5000000.0,0.0,-53000000.0
,otherWorkingCapital,408000000.0,1656000000.0,657000000.0,2226000000.0,2126000000.0,1846000000.0,2424000000.0,2594000000.0,2573000000.0,2406000000.0,2073000000.0,2382000000.0,2258000000.0,1481000000.0,1341000000.0,1328000000.0,1239000000.0,1239000000.0,896000000.0,1051000000.0,874000000.0,690000000.0,740000000.0,934000000.0,852000000.0,1124000000.0,654000000.0,721000000.0
,otherNonCashItems,-124000000.0,134000000.0,144000000.0,-57000000.0,92000000.0,248000000.0,46000000.0,100000000.0,219000000.0,67000000.0,141000000.0,660000000.0,83000000.0,-1000000.0,27000000.0,33000000.0,0.0,78000000.0,58000000.0,21000000.0,19000000.0,0.0,85200000.0,212300000.0,-34800000.0,7900000.0,-6600000.0,216700000.0
,netCashProvidedByOperatingActivites,3874000000.0,2513000000.0,2963000000.0,2599000000.0,2716000000.0,2570000000.0,1178000000.0,1314000000.0,1187000000.0,1046000000.0,1432000000.0,1025000000.0,288000000.0,678000000.0,287000000.0,999000000.0,932000000.0,932000000.0,820000000.0,1174000000.0,511000000.0,587000000.0,546700000.0,496400000.0,541000000.0,173300000.0,291300000.0,50300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-1199000000.0,-1259000000.0,-1200000000.0,-1069000000.0,-695000000.0,-854000000.0,-632000000.0,-558000000.0,-690000000.0,-643000000.0,-550000000.0,-368000000.0,-425000000.0,-285000000.0,-531000000.0,-571000000.0,-486000000.0,-486000000.0,-402000000.0,-433000000.0,-261000000.0,-196000000.0,-363300000.0,-310400000.0,-291200000.0,-214000000.0,-347200000.0,-232100000.0
,acquisitionsNet,29000000.0,-2462000000.0,-1474000000.0,-3081000000.0,0.0,539000000.0,-8193000000.0,-106000000.0,0.0,0.0,0.0,-93000000.0,-17000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-105000000.0,-316000000.0,-469000000.0,-79000000.0,-1990000000.0,-533000000.0,-313000000.0,-749000000.0,-322000000.0,-353000000.0,-53000000.0,-37000000.0,-115000000.0,-131000000.0,-941000000.0,-543000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,87000000.0,63000000.0,37000000.0,61000000.0,37000000.0,52000000.0,33000000.0,117000000.0,47000000.0,66000000.0,0.0,0.0,0.0,0.0,214000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-52000000.0,510000000.0,1200000000.0,4000000.0,1964000000.0,1065000000.0,305000000.0,656000000.0,305000000.0,286000000.0,0.0,0.0,0.0,0.0,13000000.0,0.0,0.0,0.0,0.0,0.0,0.0,-14000000.0,0.0,0.0,0.0,0.0,-403900000.0,0.0
