Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Depreciation & Amortization,176723000.0,141418000.0,121461000.0,14263000.0,686000.0
Stock-based compensation,25547000.0,22385000.0,30207000.0,24599000.0,23869000.0
Operating Cash Flow,57790000.0,41801000.0,178511000.0,-35142000.0,-50340000.0
Capital Expenditure,-52737000.0,-136861000.0,31333000.0,-875970000.0,-651505000.0
Acquisitions and disposals,0.0,-23062000.0,0.0,281050000.0,0.0
Investment purchases and sales,0.0,0.0,0.0,0.0,0.0
Investing Cash flow,-52737000.0,-159923000.0,31333000.0,-656076000.0,-682782000.0
Issuance (repayment) of debt,121474000.0,-32412000.0,-207475000.0,426892000.0,107175000.0
Issuance (buybacks) of shares,313760000.0,303500000.0,-16505000.0,217997000.0,187615000.0
Dividend payments,-15127000.0,-9561000.0,-86923000.0,0.0,0.0
Financing Cash Flow,402137000.0,204697000.0,-310927000.0,618845000.0,271899000.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,407190000.0,86575000.0,-101083000.0,-72373000.0,-461223000.0
Free Cash Flow,5053000.0,-95060000.0,209844000.0,-911112000.0,-701845000.0
Net Cash/Marketcap,-15.1307,-10.4155,-10.4155,-9.6798,-10.4155
