date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-201076000.0,-108352000.0,-173352000.0,152160000.0,150003000.0,306720000.0,210773000.0,-273770000.0,-226616000.0,221461000.0,238970000.0,224875000.0,254018000.0,150298000.0,149530000.0,111073000.0,78418000.0,69593000.0,55143000.0,45873000.0
,depreciationAndAmortization,285101000.0,281460000.0,297874000.0,264232000.0,216736000.0,210210000.0,191708000.0,184363000.0,170651000.0,168286000.0,153802000.0,145743000.0,135709000.0,108777000.0,100266000.0,66667000.0,33149000.0,26267000.0,16440000.0,13480000.0
,deferredIncomeTax,212000.0,-476000.0,2043000.0,6000.0,-469000.0,2058000.0,3467000.0,-6739000.0,1542000.0,4351000.0,-1733000.0,0.0,37000.0,276000.0,-74000.0,4283000.0,0.0,0.0,54000.0,0.0
,stockBasedCompensation,11477000.0,14386000.0,12004000.0,8132000.0,7579000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,630887000.0,-407238000.0,279797000.0,-488861000.0,86149000.0,-22317000.0,-217022000.0,147505000.0,-163651000.0,-289155000.0,150313000.0,161503000.0,129813000.0,48386000.0,-33560000.0,83453000.0,-394000.0,-24253000.0,20263000.0,18084000.0
,accountsReceivables,14589000.0,-23480000.0,22482000.0,-865000.0,-23234000.0,67257000.0,72298000.0,107209000.0,160435000.0,-234583000.0,-90587000.0,-31505000.0,-52372000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,1340000.0,-866000.0,3819000.0,11936000.0,940000.0,16776000.0,82075000.0,31975000.0,112589000.0,-160139000.0,-26595000.0,-156234000.0,193992000.0,-71457000.0,257000.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-25455000.0,8068000.0,8003000.0,-30409000.0,14071000.0,-32152000.0,-153671000.0,-96330000.0,-43451000.0,140898000.0,80980000.0,59284000.0,-16419000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,102372000.0,-528515000.0,-121277000.0,-401074000.0,87787000.0,1638000.0,23955000.0,240977000.0,93472000.0,257123000.0,546278000.0,395965000.0,234462000.0,104649000.0,56263000.0,89823000.0,6370000.0,6764000.0,31017000.0,10754000.0
,otherNonCashItems,11614000.0,2895000.0,-72181000.0,7974000.0,477000.0,-45493000.0,27413000.0,32411000.0,-21684000.0,-24579000.0,-40000.0,-7122000.0,-5949000.0,-8356000.0,-2292000.0,0.0,705000.0,0.0,877000.0,0.0
,netCashProvidedByOperatingActivites,525998000.0,508757000.0,544207000.0,406799000.0,436761000.0,524937000.0,518523000.0,485219000.0,299203000.0,94468000.0,362500000.0,180582000.0,485181000.0,222672000.0,250811000.0,186430000.0,109621000.0,105588000.0,77656000.0,74258000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-251251000.0,-124022000.0,-68086000.0,-29403000.0,-31561000.0,-5704000.0,-17926000.0
,acquisitionsNet,0.0,0.0,-38000000.0,-1462000000.0,-96000000.0,-143000000.0,0.0,0.0,-316000000.0,-101000000.0,-43000000.0,30000000.0,-810000000.0,0.0,-154000000.0,-47000000.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8990000.0,-3469000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11382000.0,0.0,0.0,0.0,454109000.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,110640000.0,227052000.0,82119000.0,113013000.0,0.0,18435000.0,11831000.0,37743000.0,-55671000.0,2086000.0,16110000.0,40851000.0,55837000.0,12855000.0,-6134000.0,-886000.0,-1069000.0,387000.0,97000.0,2874000.0
,netCashUsedForInvestingActivites,-98084000.0,-319247000.0,-153778000.0,-1696441000.0,-311078000.0,-452029000.0,-340231000.0,-310961000.0,-345800000.0,-443254000.0,-300215000.0,-167705000.0,-956517000.0,-238396000.0,-213234000.0,-89000000.0,-58511000.0,-442350000.0,-80607000.0,-15052000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-2475067000.0,-1249400000.0,-2381776000.0,-2487539000.0,-1456152000.0,-1316910000.0,-1121670000.0,-2150743000.0,-2720355000.0,-801950000.0,-1405643000.0,-1641119000.0,-2761821000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,15000000.0,10000000.0,643878000.0,27710000.0,0.0,0.0,0.0,336415000.0,317285000.0,240148000.0,288761000.0,236215000.0,143083000.0,0.0,0.0,0.0,269026000.0,0.0,111912000.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134065000.0,0.0,0.0
,dividendsPaid,-320825000.0,-380047000.0,-391447000.0,-485139000.0,-392962000.0,-392204000.0,-392204000.0,-392204000.0,-365279000.0,-322046000.0,-305154000.0,-263896000.0,-241940000.0,-197333000.0,-183290000.0,0.0,0.0,-65916000.0,0.0,0.0
,otherFinancingActivites,-27095000.0,-17831000.0,-65298000.0,-7325000.0,-15729000.0,-3746000.0,7070000.0,-31717000.0,-15656000.0,43883000.0,5078000.0,5394000.0,5810000.0,6336000.0,-6125000.0,39203000.0,0.0,2930000.0,-53355000.0,-71088000.0
