date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY
,revenue,9741000000.0,12937000000.0,14178000000.0,12250000000.0,10261000000.0,11574000000.0,17507000000.0,17424000000.0,19328000000.0,19884000000.0,17374000000.0,11048000000.0,23754000000.0,16873000000.0,15715000000.0,14039000000.0,13969000000.0,9328000000.0,6949000000.0,6286000000.0,6132000000.0,5380000000.0,6184000000.0,6814000000.0,6547000000.0,6456000000.0,6066000000.0,5612000000.0,4947000000.0,4864000000.0,6073000000.0
,costOfRevenue,9558000000.0,12082000000.0,12305000000.0,10864000000.0,9623000000.0,11141000000.0,15455000000.0,16016000000.0,17630000000.0,18326000000.0,16259000000.0,11597000000.0,19723000000.0,14633000000.0,12968000000.0,11601000000.0,11407000000.0,8469000000.0,6158000000.0,6435000000.0,5656000000.0,4928000000.0,5410000000.0,5762000000.0,5829000000.0,5565000000.0,5342000000.0,4962000000.0,4776000000.0,5228000000.0,5320000000.0
,grossProfit,183000000.0,855000000.0,1873000000.0,1386000000.0,638000000.0,433000000.0,2052000000.0,1408000000.0,1698000000.0,1558000000.0,1115000000.0,-549000000.0,4031000000.0,2240000000.0,2747000000.0,2438000000.0,2562000000.0,859000000.0,791000000.0,-149000000.0,476000000.0,452000000.0,774000000.0,1052000000.0,718000000.0,891000000.0,724000000.0,650000000.0,171000000.0,-364000000.0,753000000.0
,grossProfitRatio,0.0187865722205112,0.0660895107057278,0.132106079842009,0.113142857142857,0.062177175713868,0.0374114394332124,0.117210258753641,0.0808080808080808,0.087851821192053,0.0783544558438946,0.0641763554736963,-0.0496922519913106,0.169697735118296,0.132756474841463,0.174801145402482,0.173659092527958,0.183406113537118,0.0920883361921098,0.113829327960858,-0.0237034680241807,0.0776255707762557,0.0840148698884758,0.1251617076326,0.154388024655122,0.109668550481136,0.138011152416357,0.119353775140125,0.115823235923022,0.0345664038811401,-0.0748355263157895,0.123991437510291
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,274000000.0,289000000.0,336000000.0,375000000.0,255000000.0,415000000.0,523000000.0,610000000.0,654000000.0,733000000.0,610000000.0,618000000.0,625000000.0,589000000.0,604000000.0,698000000.0,739000000.0,673000000.0,418000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-3000000.0,-91000000.0,-69000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
