Date,2018-12-31,2018-12,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2012-12-31,2011-12-31
Cash and cash equivalents,99500000.0,100000000.0,30800000.0,31000000.0,11600000.0,12000000.0,5900000.0,6000000.0,9600000.0,10000000.0,57000.0,124000.0,24143000.0
Short-term investments,28600000.0,,6800000.0,,1300000.0,,16800000.0,,16700000.0,,293000.0,2510000.0,144548000.0
Cash and short-term investments,128100000.0,,37600000.0,,12900000.0,,22700000.0,,26300000.0,,350000.0,2634000.0,24143000.0
Receivables,126300000.0,854000000.0,50100000.0,729000000.0,63900000.0,534000000.0,37500000.0,417000000.0,139000000.0,513000000.0,73274000.0,63690000.0,22680000.0
Inventories,72800000.0,41000000.0,39700000.0,40000000.0,31000000.0,31000000.0,32100000.0,32000000.0,30800000.0,31000000.0,17747000.0,11853000.0,9951000.0
Total current assets,1035200000.0,8536000000.0,806700000.0,8607000000.0,770700000.0,8383000000.0,472100000.0,7644000000.0,570200000.0,8022000000.0,313156000.0,257220000.0,202756000.0
Property Plant & Equipment Net,6846700000.0,6847000000.0,6587000000.0,6587000000.0,6256700000.0,6257000000.0,5666800000.0,5667000000.0,4934300000.0,4934000000.0,1854249000.0,1471248000.0,1241901000.0
Goodwill and Intangible Assets,1563900000.0,1564000000,1919400000.0,1919000000,2046500000.0,2046000000,1676900000.0,1677000000,2790800000.0,2791000000,465778000.0,577632000.0,451462000.0
Long-term investments,4100000.0,80000000.0,0.0,89000000.0,0.0,77000000.0,0.0,274000000.0,10000000.0,271000000.0,556000.0,0.0,0.0
Tax assets,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,7075000.0,0.0
Total non-current assets,8536100000.0,4689000000.0,8607300000.0,4116000000.0,8382700000.0,4070000000.0,7643700000.0,3265000000.0,8022500000.0,3273000000.0,2446180000.0,2165369000.0,1752575000.0
Total assets,9571300000.0,9571000000.0,9414000000.0,9414000000.0,9153400000.0,9153000000.0,8115800000.0,8116000000.0,8592700000.0,8593000000.0,2759336000.0,2422589000.0,1955331000.0
Payables,105500000.0,110000000.0,66900000.0,67000000.0,69200000.0,69000000.0,32700000.0,33000000.0,108500000.0,108000000.0,17843000.0,25839000.0,14197000.0
Short-term debt,399800000.0,400000000.0,0.0,000000.0,120000000.0,000000.0,2900000.0,0000000.0,3000000.0,13000000.0,1168000.0,1310000.0,0.0
Total current liabilities,1278500000.0,1278000000.0,1041700000.0,1042000000.0,887000000.0,887000000.0,432000000.0,432000000.0,478000000.0,478000000.0,329961000.0,275543000.0,225352000.0
Long-term debt,3919800000.0,3920000000.0,3467800000.0,3468000000.0,3268000000.0,3268000000.0,3089800000.0,3090000000.0,2022500000.0,2022000000.0,1122202000.0,1036305000.0,798409000.0
Total debt,4319600000.0,3920000000.0,3467800000.0,3468000000.0,3388000000.0,3268000000.0,3092700000.0,3090000000.0,2025500000.0,2022000000.0,1123370000.0,1037615000.0,798409000.0
Deferred revenue,1074300000.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Tax Liabilities,0.0,42000000.0,0.0,46000000.0,0.0,73000000.0,1500000.0,74000000.0,2000000.0,73000000.0,3804000.0,4112000.0,0.0
Deposit Liabilities,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Total non-current liabilities,3982200000.0,4689000000.0,3548000000.0,4116000000.0,3383600000.0,4070000000.0,3229300000.0,3265000000.0,2179600000.0,3273000000.0,1221928000.0,1137965000.0,805601000.0
Total liabilities,5260700000.0,5968000000.0,4589700000.0,5158000000.0,4270600000.0,4957000000.0,8115800000.0,3697000000.0,2670500000.0,3751000000.0,1551889000.0,1413508000.0,1030953000.0
Other comprehensive income,4314800000,3399000000.0,4828500000,4049000000.0,4882800000,3987000000.0,0.0,4205000000.0,5676778451,4791000000.0,1117508000,0.0,0.0
Retained earnings (deficit),-2100000.0,,-2100000.0,,0.0,,0.0,,0.0,,-687000.0,631000.0,-503000.0
Total shareholders equity,4310600000.0,3604000000.0,4824300000.0,4256000000.0,4882800000.0,4196000000.0,0.0,4419000000.0,5922200000.0,4842000000.0,1207447000.0,1009081000.0,924378000.0
Investments,32700000.0,80000000.0,6800000.0,89000000.0,1300000.0,77000000.0,16800000.0,274000000.0,26700000.0,271000000.0,849000.0,2510000.0,144548000.0
Net Debt,4220100000.0,4220000000,3437000000.0,3437000000,3376400000.0,3256000000,3086800000.0,3084000000,2015900000.0,2025000000,1123313000.0,1037491000.0,774266000.0
Other Assets,0.0,74000000,0.0,19000000,0.0,196000000,0.0,43000000,0.0,44000000,0.0,0.0,0.0
Other Liabilities,0.0,161000000,0.0,435000000,0.0,642000000,4454500000.0,199000000,12900000.0,213000000,0.0,0.0,0.0
