date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,61427000.0,9663000.0,-54379000.0,-37823000.0,-68563000.0,-56433000.0,63371000.0,77395000.0,47064000.0,26256000.0,26266000.0,26924000.0,22149000.0,11326000.0,12898000.0,10713000.0
,depreciationAndAmortization,17645000.0,17465000.0,18425000.0,17739000.0,17505000.0,17392000.0,14714000.0,11666000.0,9957000.0,8328000.0,5773000.0,4714000.0,4350000.0,3627000.0,2908000.0,2240000.0
,deferredIncomeTax,-12037000.0,-366000.0,240000.0,-3246000.0,14205000.0,-12064000.0,-152000.0,-846000.0,160000.0,2402000.0,4300000.0,-1110000.0,486000.0,377000.0,-697000.0,-1732000.0
,stockBasedCompensation,3333000.0,4848000.0,4091000.0,4735000.0,22328000.0,3941000.0,5593000.0,5974000.0,3997000.0,4005000.0,3091000.0,2955000.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,82161000.0,-3172000.0,4344000.0,-53848000.0,-21361000.0,-17986000.0,-32177000.0,58089000.0,19870000.0,21130000.0,22018000.0,27855000.0,-17593000.0,-13072000.0,-15199000.0,-6590000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,38617000.0,28941000.0,-59179000.0,32614000.0,-62054000.0,42773000.0,-62140000.0,-45834000.0,-42712000.0,-9197000.0,-21789000.0,-44611000.0,-16707000.0,-20266000.0,-21749000.0,-7502000.0
,accountsPayables,9910000.0,-13640000.0,4852000.0,-52475000.0,64025000.0,-21450000.0,21478000.0,-15000.0,16756000.0,4467000.0,1136000.0,17235000.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,12274000.0,121007000.0,124179000.0,119835000.0,173683000.0,195044000.0,213030000.0,245207000.0,187118000.0,167248000.0,146118000.0,124100000.0,96245000.0,3767000.0,1812000.0,1954000.0
,otherNonCashItems,0.0,-34729000.0,0.0,0.0,3723000.0,26162000.0,0.0,0.0,0.0,26256000.0,0.0,0.0,-31000.0,6254000.0,1500000.0,3357000.0
,netCashProvidedByOperatingActivites,157046000.0,329000.0,-42986000.0,39392000.0,-27601000.0,9204000.0,57087000.0,53000000.0,47269000.0,44101000.0,16976000.0,7812000.0,9361000.0,8512000.0,1410000.0,7988000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-15828000.0,-19906000.0,-14332000.0,-7411000.0,-8908000.0,-22478000.0,-71138000.0,-28585000.0,-13376000.0,-16988000.0,-20535000.0,-11433000.0,-7360000.0,-5977000.0,-2719000.0,-4327000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,966000.0,422000.0,0.0,800000.0,575000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-14862000.0,-19484000.0,-13461000.0,-4338000.0,-8333000.0,-22478000.0,-71138000.0,-28585000.0,-13376000.0,-21713000.0,-20535000.0,-11433000.0,-7360000.0,-5977000.0,-2719000.0,-4327000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-26000000.0,-87500000.0,-24000000.0,-65351000.0,-17469000.0,-19000000.0,-53000000.0,0.0,0.0,0.0,0.0,-1000.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203000.0,36150000.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,-953000.0,-1455000.0,-433000.0,-295000.0,-53310000.0,-34830000.0,-49436000.0,-249000.0,-389000.0,-323000.0,-152000.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-901000.0,-1119000.0,-612000.0,-734000.0,-879000.0,0.0,4004000.0,17132000.0,7131000.0,1690000.0,1307000.0,1200000.0,40000.0,0.0,0.0,708000.0
,netCashUsedProvidedByFinancingActivities,18778000.0,15881000.0,49205000.0,-26193000.0,18758000.0,19705000.0,-46156000.0,-7443000.0,-31851000.0,4511000.0,2714000.0,4157000.0,-30000.0,26668000.0,-757000.0,-661000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-14000.0,702000.0,-1131000.0,806000.0,744000.0,-15000.0,-140000.0,-505000.0,450000.0,-54000.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
