date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY
,revenue,2646769000.0,2666958000.0,2884833000.0,2697829000.0,2383663000.0,2404767000.0,2363017000.0,2064733000.0,1994013000.0,1829512000.0,1905368000.0,1530518000.0,1557207000.0,1917689000.0,1493555000.0,1301442000.0
,costOfRevenue,1631315000.0,1643580000.0,1573216000.0,1566391000.0,1390835000.0,1370905000.0,1376176000.0,1357915000.0,1432694000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,1015454000.0,1023378000.0,1311617000.0,1131438000.0,992828000.0,1033862000.0,986841000.0,706818000.0,561319000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.383657961839511,0.383724828062534,0.454659593813576,0.419388330394551,0.416513575954319,0.429921900957556,0.417619086108987,0.342329008157471,0.281502176766149,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,430600000.0,452789000.0,455113000.0,365750000.0,315699000.0,316287000.0,314670000.0,314176000.0,295403000.0,1305379000.0,1355495000.0,1449401000.0,1278712000.0,1123068000.0,891421000.0,698683000.0
,SellingAndMarketingExpenses,42426000.0,115033000.0,108644000.0,89205000.0,83202000.0,81541000.0,88029000.0,84214000.0,95573000.0,88411000.0,77057000.0,64047000.0,81282000.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,511518000.0,611270000.0,646748000.0,296478000.0,440120000.0,1050482000.0,467376000.0,490011000.0,437434000.0,1594000000.0,1662000000.0,1713000000.0,1532000000.0,1499000000.0,1166000000.0,959000000.0
,costAndExpenses,2142833000.0,2254850000.0,2219964000.0,1862869000.0,1830955000.0,2421387000.0,1843552000.0,1847926000.0,1870128000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,interestExpense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90126000.0,97709000.0,107890000.0,139899000.0,137110000.0,104254000.0,78365000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,35095000.0,54982000.0,18206000.0,41012000.0,68511000.0,5821000.0,6387000.0,10114000.0,8359000.0,11915000.0,7867000.0,4990000.0,4596000.0,149252000.0,40600000.0,17284000.0
,EBITDA,539031000.0,467090000.0,683075000.0,875972000.0,621219000.0,-10799000.0,525852000.0,226921000.0,132244000.0,362120000.0,459046000.0,15737000.0,190460000.0,522020000.0,306651000.0,315696000.0
,EBITDARatio,0.203656231427828,0.175139615996952,0.236781470539196,0.324695153028602,0.260615279928413,-0.00449066375245502,0.222534158662422,0.109903314375273,0.0663205305080759,0.197932563437682,0.240922488464171,0.0102821397722862,0.122308723246171,0.272213064787877,0.205316175165963,0.242574006371394
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
