date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-103852603.0,-6886740.0,-9162162.0,20902457.0,-84291924.0,38625084.0,137240036.0,92988803.0,57351233.0,76920509.0,71549561.0,67239723.0,-150507382.0,16219365.0,41554656.0,6444368.0
,depreciationAndAmortization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100908828.0,654460.0,58980614.0,-986586.0,-353136.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-131580446.0,-4670260.0,1904270.0,2960440.0,7008180.0,39781580.0,22031030.0,-38200000.0,-8500000.0,-100000.0,-3100000.0,-14100000.0,-17600000.0,28200000.0,-27000000.0,3630530.0
,accountsReceivables,0.0,0.0,3619588.0,879320.0,2781026.0,-112717.0,-2385971.0,3015187.0,2426623.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,-1098130.0,-1459990.0,-4785010.0,-91739.0,22413.0,2618884.0,-315052.0,5336100.0,-703374.0,123967.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-156465206.0,-24884760.0,-20214500.0,-22118770.0,-25079210.0,-32087390.0,-71868970.0,-93900000.0,-55700000.0,-47200000.0,-47100000.0,-44000000.0,-29900000.0,-12300000.0,-40500000.0,-13500000.0
,otherNonCashItems,-4973508.0,-3802593.0,-4666413.0,-12142152.0,-14881070.0,-11985200.0,-5896679.0,-22197278.0,-13733538.0,-455459187.0,-101935495.0,-516193.0,176697531.0,-400970302.0,-501618712.0,-250083214.0
,netCashProvidedByOperatingActivites,170637129.0,-76778874.0,82042002.0,198924222.0,98848226.0,152766096.0,90280080.0,-44644055.0,68317312.0,-87099594.0,37837994.0,159382074.0,16509315.0,-351593553.0,-450206544.0,-240361452.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-271400000.0,-142600000.0,-337041000.0,-470791087.0,-459000000.0,-326000000.0,-658000000.0,-371581650.0,-307550000.0,-234250000.0,-440700000.0,-202400000.0,-158000000.0,-1241803995.0,-115000000.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,162355124.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-3627604.0,-469227.0,-24465526.0,-1431681.0,-16093205.0,-7925631.0,-2807308.0,0.0,0.0,-4050776.0,0.0,-2234891.0,0.0,0.0,0.0,0.0
,dividendsPaid,-22755572.0,-46970341.0,-51052801.0,-51137931.0,-57345936.0,-59000183.0,-65867576.0,-71705637.0,-70824560.0,-76522495.0,-69837299.0,-37128672.0,-76734809.0,-89503882.0,-539391.0,0.0
,otherFinancingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1690580.0,-8020996.0,0.0,28663779.0,71585057.0,0.0,419717940.0
,netCashUsedProvidedByFinancingActivities,-161983176.0,77960432.0,-97559327.0,-180617411.0,-100554592.0,-150678070.0,-98428690.0,53996698.0,-66974560.0,92736149.0,-41503171.0,-169363563.0,-6562038.0,353634835.0,164270609.0,529333799.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396.0,-18443.0,18147.0,3119.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,8653953.0,1181558.0,-15517325.0,18306811.0,-1706366.0,2088026.0,-8148610.0,9352643.0,1343148.0,-18433.0,-3647030.0,-9978370.0,9947277.0,2041282.0,1.0,0.0
