date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY
,revenue,545000.0,2224000.0,2520000.0,2444000.0,0.0,0.0,0.0,0.0,0.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,47474000.0,41905000.0,38034000.0,30341000.0,13930000.0,18947000.0,10545000.0,4391000.0,2742000.0
,GeneralAndAdministrativeExpenses,13537000.0,14728000.0,15716000.0,12927000.0,8118000.0,6080000.0,3369000.0,2384000.0,1562000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,61011000.0,56633000.0,53750000.0,43268000.0,22048000.0,25027000.0,0.0,0.0,0.0
,costAndExpenses,61011000.0,56633000.0,53750000.0,43268000.0,22048000.0,25027000.0,13914000.0,6775000.0,4304000.0
,interestExpense,6000.0,21000.0,43000.0,57000.0,0.0,0.0,0.0,0.0,355000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,2636000.0,4072000.0,2421000.0,2310000.0,159000.0,54000.0,35000.0,36000.0,37000.0
,EBITDA,-57830000.0,-50337000.0,-48809000.0,-38514000.0,-21889000.0,-24973000.0,-13879000.0,-6739000.0,-4267000.0
,EBITDARatio,-106.110091743119,-22.6335431654676,-19.3686507936508,-15.7585924713584,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-60466000.0,-54409000.0,-51230000.0,-40824000.0,-22048000.0,-25027000.0,-13914000.0,-6775000.0,-4304000.0
,operatingIncomeRatio,-110.946788990826,-24.4644784172662,-20.3293650793651,-16.7037643207856,0.0,0.0,0.0,0.0,0.0
,totalOtherIncomeExpensesNet,-1293000.0,-3036000.0,-2795000.0,-447000.0,4220000.0,-44000.0,1920000.0,-339000.0,-646000.0
,incomeBeforeTax,-59173000.0,-51373000.0,-48435000.0,-40377000.0,-26268000.0,-24983000.0,-15834000.0,-6436000.0,-3658000.0
,incomeBeforeTaxRatio,-108.574311926606,-23.0993705035971,-19.2202380952381,-16.5208674304419,0.0,0.0,0.0,0.0,0.0
,incomeTaxExpense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netIncome,-59173000.0,-51373000.0,-48435000.0,-40377000.0,-26268000.0,-24983000.0,-15834000.0,-6436000.0,-3658000.0
,netIncomeRatio,-108.574311926606,-23.0993705035971,-19.2202380952381,-16.5208674304419,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-1.65,-1.7,-2.03,-6.0,-8.822646,-9.847133,-19.60002,-5.681111,-12.111206
,EPSDiluted,-1.65,-1.7,-2.03,-6.0,-8.822646,-9.847133,-19.60002,-5.681111,-12.111206
,weightedAverageShsOut,36297780.0,30284068.0,23882685.0,6724641.0,2977338.0,2975790.0,809168.0,1132877.0,809168.0
,weightedAverageShsOutDil,36297780.0,30284068.0,23882685.0,6724641.0,2977338.0,2975790.0,809168.0,1132877.0,809168.0
