Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Depreciation & Amortization,1890000.0,2044000.0,2235000.0,3510000.0,2581000.0,976000.0,613000.0,499000.0
Stock-based compensation,1850000.0,2114000.0,2669000.0,3811000.0,4555000.0,2300000.0,662000.0,271000.0
Operating Cash Flow,-19425000.0,-21056000.0,-24307000.0,-36174000.0,-35935000.0,-34064000.0,-22425000.0,-12425000.0
Capital Expenditure,-580000.0,-814000.0,-209000.0,-1646000.0,-12996000.0,-3925000.0,-2757000.0,-423000.0
Acquisitions and disposals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investment purchases and sales,0.0,0.0,0.0,0.0,13667000.0,-13695000.0,2000000.0,-2000000.0
Investing Cash flow,-580000.0,-814000.0,-209000.0,-1646000.0,671000.0,-17620000.0,-757000.0,-2423000.0
Issuance (repayment) of debt,2544000.0,4100000.0,-1081000.0,37280000.0,8245000.0,567000.0,40088000.0,-397000.0
Issuance (buybacks) of shares,34526000.0,8205000.0,31000.0,54000.0,41304000.0,56380000.0,24000.0,13000.0
Dividend payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Financing Cash Flow,36953000.0,12090000.0,14287000.0,22334000.0,46133000.0,66133000.0,30973000.0,12776000.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,16948000.0,-9780000.0,-10229000.0,-15486000.0,10869000.0,14449000.0,7791000.0,-2072000.0
Free Cash Flow,-20005000.0,-21870000.0,-24516000.0,-37820000.0,-48931000.0,-37989000.0,-25182000.0,-12848000.0
Net Cash/Marketcap,-0.0102,-1.7637,-0.839,-1.3465,0.1636,0.0678,-0.218,-0.218
