date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-230203000.0,96820000.0,60020000.0,146130000.0,516995000.0,487562000.0,1499042000.0,420090000.0,337426000.0,156866000.0,25190000.0,120742000.0,187440000.0,96540000.0,252358000.0,71686000.0,91633000.0,128034000.0,81382000.0,77723000.0,56929000.0,129011000.0,44075000.0,22046000.0,18911000.0,11300000.0,8600000.0
,depreciationAndAmortization,326058000.0,337667000.0,332736000.0,340311000.0,342543000.0,454810000.0,378702000.0,376276000.0,322720000.0,282643000.0,260252000.0,277472000.0,287917000.0,243095000.0,236670000.0,208932000.0,146378000.0,109029000.0,78837000.0,65983000.0,61647000.0,61383000.0,53141000.0,41535000.0,32591000.0,26300000.0,19200000.0
,deferredIncomeTax,-447000.0,1589000.0,-3604000.0,15594000.0,722000.0,-3223000.0,-4269000.0,-1692000.0,-4159000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,13843000.0,12032000.0,27367000.0,30799000.0,33288000.0,28367000.0,29463000.0,24207000.0,12324000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-107851000.0,-40659000.0,10222000.0,27206000.0,341125000.0,-94626000.0,69964000.0,-224250000.0,-146931000.0,-186686000.0,152100000.0,-287029000.0,3510175000.0,-970162000.0,534322000.0,-1639001000.0,-39886000.0,-355559000.0,-513911000.0,-18803000.0,96273000.0,-9000000.0,-154000000.0,9000000.0,17606000.0,2200000.0,-3000000.0
,accountsReceivables,-105947000.0,-9929000.0,-13912000.0,-6508000.0,-7585000.0,1908000.0,-12356000.0,-5482000.0,-9252000.0,0.0,0.0,0.0,0.0,-53376000.0,-14040000.0,25117000.0,-13113000.0,-29231000.0,-5093000.0,-4144000.0,-4495000.0,6600000.0,-33500000.0,-11400000.0,-6800000.0,-5100000.0,-2100000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,15479000.0,-237000.0,-2159000.0,-5822000.0,-8929000.0,-4014000.0,-123000.0,-747000.0,13430000.0,0.0,0.0,0.0,0.0,107139000.0,-22819000.0,-13825000.0,11696000.0,61472000.0,52762000.0,4367000.0,-9285000.0,1500000.0,6700000.0,16800000.0,24400000.0,6200000.0,600000.0
,otherWorkingCapital,0.0,-160116000.0,-119457000.0,-129679000.0,-156885000.0,-498010000.0,-403384000.0,-473348000.0,-249098000.0,-102167000.0,84519000.0,-67581000.0,219448000.0,-3290727000.0,-2320565000.0,-2854887000.0,-1215886000.0,-1176000000.0,-820441000.0,-306530000.0,-287727000.0,-384000000.0,-375000000.0,-221000000.0,-230000000.0,0.0,0.0
,otherNonCashItems,-704000.0,-91578000.0,-16154000.0,10352000.0,9334000.0,-30517000.0,-1422552000.0,28894000.0,-199745000.0,-6110000.0,-9699000.0,0.0,0.0,-68205000.0,-242154000.0,-58280000.0,-43857000.0,-5544000.0,-2064000.0,-5490000.0,15904000.0,-57646000.0,12258000.0,8948000.0,11008000.0,3800000.0,5500000.0
,netCashProvidedByOperatingActivites,124837000.0,355157000.0,344311000.0,386389000.0,417506000.0,540377000.0,400706000.0,422035000.0,351296000.0,237285000.0,200435000.0,120890000.0,251947000.0,326070000.0,211850000.0,235296000.0,194379000.0,261680000.0,206225000.0,140506000.0,121220000.0,139576000.0,85176000.0,78476000.0,80431000.0,44900000.0,30300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-247011000.0,-185789000.0,-197483000.0,-554057000.0,-1043800000.0,-822903000.0,-171842000.0,-529812000.0,-355670000.0,-548790000.0,-68153000.0,-50447000.0,-217124000.0,-527663000.0,-215257000.0,-286258000.0,-75700000.0,-116300000.0
,acquisitionsNet,6000000.0,0.0,0.0,0.0,0.0,0.0,29000000.0,0.0,-30000000.0,0.0,0.0,0.0,0.0,-52000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-155351000.0,-16688000.0,-50404000.0,-161070000.0,-38769000.0,-61806000.0,-101429000.0,-41913000.0,-103611000.0,-51729000.0,-39538000.0,-43252000.0,-142889000.0,-254676000.0,-7783000.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23769000.0,1378000.0,1362000.0,13079000.0,1283000.0,1436000.0,275625000.0,187713000.0,160765000.0,115625000.0,59825000.0,74107000.0,34152000.0,113047000.0,29989000.0,32623000.0,16244000.0,0.0,0.0,0.0
,otherInvestingActivites,-86316000.0,62433000.0,58150000.0,228596000.0,688925000.0,583941000.0,241081000.0,454552000.0,88079000.0,-26737000.0,-70116000.0,379768000.0,12962000.0,-6396000.0,-40318000.0,16661000.0,13386000.0,83994000.0,-28387000.0,16220000.0,-17650000.0,82339000.0,-11431000.0,-8210000.0,-7161000.0,-9500000.0,-25600000.0
,netCashUsedForInvestingActivites,-202848000.0,-112026000.0,176323000.0,176872000.0,443113000.0,-101024000.0,-255791000.0,271867000.0,-963374000.0,-212086000.0,-142172000.0,302356000.0,-558956000.0,-865283000.0,-126736000.0,-131948000.0,-479252000.0,-383782000.0,-918258000.0,-57319000.0,1698000.0,-247685000.0,-761147000.0,-215006000.0,-296675000.0,-85200000.0,-141900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
