date,,2020-09-30_FY,2019-09-30_FY,2018-09-30_FY,2017-09-30_FY,2016-09-30_FY,2015-09-30_FY,2014-09-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-1267203.0,6973982.0,20673049.0,-8766879.0,-4457617.0,15912082.0,9235595.0
,depreciationAndAmortization,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-35072505.0,28944571.0,-43900505.0,65365922.0,-2469815.0,-27522189.0,33127582.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,-43130412.0,-14329650.0,-137250350.0,-6689750.0,-17877580.0,-39800000.0
,otherNonCashItems,-2187999.0,-1634627.0,-2106498.0,-5308559.0,-4216176.0,-8539267.0,-5551709.0
,netCashProvidedByOperatingActivites,59644609.0,-3699378.0,-16933066.0,68846367.0,40915006.0,-342255256.0,-214529206.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-117500000.0,-102500000.0,-301900000.0,-92470000.0,-81581000.0,-291850000.0,-110620610.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,276687121.0
,commonStockRepurchased,-291848.0,-215067.0,-281737.0,-270630.0,-650402.0,-1080605.0,-32946.0
,dividendsPaid,-16209544.0,-18054329.0,-18282326.0,-23155451.0,-25869690.0,-39436200.0,-4700460.0
,otherFinancingActivites,89662089.0,122090000.0,312232025.0,62875000.0,45531626.0,608625602.0,108279030.0
,netCashUsedProvidedByFinancingActivities,-44339303.0,1320604.0,-8232038.0,-53021081.0,-62569466.0,276258797.0,269612135.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,143489.0,-1381.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,15448795.0,-2380155.0,-25165104.0,15825286.0,-21654460.0,-65996459.0,55082929.0
,cashAtEndOfPeriod,29500427.0,14051632.0,10439023.0,35604127.0,19778841.0,41433301.0,107429760.0
,cashAtBeginningOfPeriod,14051632.0,16431787.0,35604127.0,19778841.0,41433301.0,107429760.0,52346831.0
,operatingCashFlow,59644609.0,-3699378.0,-16933066.0,68846367.0,40915006.0,-342255256.0,-214529206.0
,capitalExpenditure,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,freeCashFlow,59644609.0,-3699378.0,-16933066.0,68846367.0,40915006.0,-342255256.0,-214529206.0
