date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY
,revenue,2463000000.0,2960000000.0,3431000000.0,2803000000.0,2272000000.0,2418000000.0,3367000000.0,2489000000.0,952000000.0,932000000.0,871000000.0
,costOfRevenue,1385000000.0,1279000000.0,1819000000.0,1381000000.0,1017000000.0,1097000000.0,1914000000.0,1313000000.0,235000000.0,192000000.0,175000000.0
,grossProfit,1078000000.0,1681000000.0,1612000000.0,1422000000.0,1255000000.0,1321000000.0,1453000000.0,1176000000.0,717000000.0,740000000.0,696000000.0
,grossProfitRatio,0.437677628907836,0.567905405405405,0.469833867677062,0.507313592579379,0.55237676056338,0.546319272125724,0.431541431541432,0.472478907191643,0.753151260504202,0.793991416309013,0.799081515499426
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,98000000.0,593000000.0,566000000.0,528000000.0,523000000.0,581000000.0,583000000.0,483000000.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,6000000.0,-170000000.0,-126000000.0,-92000000.0,-71000000.0,-59000000.0,867000000.0,0.0,0.0,0.0,-2000000.0
,operatingExpenses,585000000.0,593000000.0,566000000.0,528000000.0,523000000.0,581000000.0,583000000.0,483000000.0,301000000.0,300000000.0,270000000.0
,costAndExpenses,1970000000.0,2391000000.0,2783000000.0,2275000000.0,1887000000.0,3130000000.0,2781000000.0,2020000000.0,536000000.0,492000000.0,445000000.0
,interestExpense,178000000.0,190000000.0,152000000.0,120000000.0,99000000.0,90000000.0,70000000.0,-43000000.0,85000000.0,90000000.0,83000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,420000000.0,433000000.0,398000000.0,366000000.0,338000000.0,318000000.0,276000000.0,212000000.0,106000000.0,91000000.0,77000000.0
,EBITDA,913000000.0,1002000000.0,1046000000.0,894000000.0,723000000.0,-394000000.0,862000000.0,681000000.0,522000000.0,531000000.0,503000000.0
,EBITDARatio,0.370686155095412,0.338513513513513,0.304867385601865,0.31894398858366,0.318221830985915,-0.162944582299421,0.256014256014256,0.273603856970671,0.548319327731092,0.569742489270386,0.577497129735936
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,493000000.0,569000000.0,648000000.0,528000000.0,385000000.0,-712000000.0,586000000.0,469000000.0,416000000.0,440000000.0,426000000.0
,operatingIncomeRatio,0.200162403572879,0.19222972972973,0.188866219761003,0.188369603995719,0.169454225352113,-0.294458229942101,0.174042174042174,0.188429087987143,0.436974789915966,0.472103004291845,0.489092996555683
,totalOtherIncomeExpensesNet,-232000000.0,3000000.0,0.0,0.0,0.0,2000000.0,0.0,0.0,167000000.0,31000000.0,27000000.0
,incomeBeforeTax,83000000.0,399000000.0,522000000.0,436000000.0,314000000.0,-771000000.0,535000000.0,426000000.0,519000000.0,395000000.0,379000000.0
,incomeBeforeTaxRatio,0.0336987413723102,0.134797297297297,0.152142232585252,0.155547627541919,0.138204225352113,-0.318858560794045,0.158895158895159,0.171153073523503,0.545168067226891,0.42381974248927,0.435132032146958
,incomeTaxExpense,0.0,-1000000.0,-1000000.0,-1000000.0,1000000.0,0.0,2000000.0,-1192000000.0,203000000.0,163000000.0,155000000.0
,netIncome,88000000.0,396000000.0,521000000.0,436000000.0,312000000.0,-752000000.0,530000000.0,1615000000.0,316000000.0,232000000.0,224000000.0
,netIncomeRatio,0.0357287860332927,0.133783783783784,0.151850772369572,0.155547627541919,0.137323943661972,-0.311000827129859,0.157410157410157,0.648854961832061,0.331932773109244,0.248927038626609,0.257175660160735
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
