date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2009-03-02_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,173303000.0,77890000.0,86170000.0,80402000.0,117377000.0,16168000.0,116782000.0,101035000.0,106075000.0,176887000.0,-44687000.0,124844000.0,-60572000.0,-270644000.0,74874000.0,121586000.0,64359000.0,91866000.0,95173000.0,64272000.0,150433000.0,100946000.0,83100000.0,82700000.0,81000000.0,72600000.0,75600000.0,80300000.0
,depreciationAndAmortization,314668000.0,301068000.0,275641000.0,268194000.0,242033000.0,222861000.0,209867000.0,208173000.0,206499000.0,195366000.0,186067000.0,173446000.0,4249000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,deferredIncomeTax,20405000.0,-25385000.0,8019000.0,130528000.0,63805000.0,16451000.0,72481000.0,60430000.0,56243000.0,124424000.0,35674000.0,27727000.0,-13787000.0,-46692000.0,35423000.0,47331000.0,28318000.0,39966000.0,90175000.0,47269000.0,0.0,0.0,0.0,18300000.0,11100000.0,31400000.0,1600000.0,23100000.0
,stockBasedCompensation,8141000.0,6414000.0,7120000.0,6194000.0,5634000.0,4863000.0,5931000.0,5320000.0,3585000.0,6556000.0,2894000.0,2188000.0,3261000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,73288000.0,-463542000.0,331295000.0,-114155000.0,-171519000.0,15915000.0,-180333000.0,-99220000.0,-81463000.0,65795000.0,8824000.0,690687000.0,0.0,302437000.0,-358216000.0,-492777000.0,-134136000.0,46555000.0,3165000.0,-41312000.0,-149235000.0,-19236000.0,62500000.0,145200000.0,-27400000.0,-137800000.0,151900000.0,6400000.0
,accountsReceivables,0.0,0.0,0.0,-1846000.0,2543000.0,-3298000.0,-4975000.0,-7562000.0,-2547000.0,0.0,0.0,-79546000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,11512000.0,-6095000.0,-5331000.0,1473000.0,-4169000.0,-180000.0,5504000.0,-7580000.0,-5412000.0,-2200000.0,-1848000.0,-1083000.0,0.0,-9921000.0,-104000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11100000.0,-2900000.0,5800000.0,-26500000.0,-3100000.0
,accountsPayables,7403000.0,-272000.0,-20714000.0,14468000.0,3159000.0,-32269000.0,-2311000.0,4484000.0,14020000.0,20969000.0,-15462000.0,-70540000.0,71000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-600183000.0,-673471000.0,-209929000.0,-541224000.0,-427069000.0,-255550000.0,-271465000.0,-91132000.0,8088000.0,89551000.0,23756000.0,14932000.0,-675755000.0,-675755000.0,-978192000.0,-619976000.0,-127199000.0,6937000.0,-39618000.0,-42783000.0,-1471000.0,147764000.0,167000000.0,104500000.0,-40700000.0,-13300000.0,124500000.0,-27400000.0
,otherNonCashItems,-6659000.0,144012000.0,58723000.0,19849000.0,13122000.0,160975000.0,-456000.0,10992000.0,-4115000.0,35866000.0,55150000.0,20255000.0,0.0,269827000.0,39575000.0,383000.0,0.0,0.0,0.0,0.0,0.0,0.0,104000000.0,110800000.0,108200000.0,98600000.0,109200000.0,104800000.0
,netCashProvidedByOperatingActivites,485700000.0,503163000.0,428226000.0,524462000.0,415454000.0,386874000.0,414876000.0,386587000.0,281349000.0,292240000.0,287352000.0,87706000.0,-52675000.0,88097000.0,222533000.0,244424000.0,210451000.0,235755000.0,228692000.0,97251000.0,334946000.0,239515000.0,214500000.0,211000000.0,213100000.0,151700000.0,147100000.0,201100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-679028000.0,-616273000.0,-501213000.0,-500461000.0,-600076000.0,-558589000.0,-460658000.0,-348039000.0,-308909000.0,-326931000.0,-281488000.0,-288031000.0,0.0,-344951000.0,-455944000.0,-321118000.0,-221814000.0,-145710000.0,-177204000.0,-240225000.0,-264844000.0,-146878000.0,-95300000.0,-133000000.0,-135200000.0,-103600000.0,-107400000.0,-120600000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,-36000000.0,0.0,4000000.0,329000000.0,0.0,0.0,0.0,0.0,0.0,-481000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-607591000.0,-513866000.0,-1007022000.0,-650284000.0,-538383000.0,-262548000.0,-127016000.0,-282000000.0,-173158000.0,-149185000.0,-106126000.0,-129833000.0,0.0,0.0,0.0,-102265000.0,-109795000.0,0.0,0.0,0.0,-50438000.0,0.0,0.0,-49200000.0,-400000.0,0.0,-21500000.0,-26700000.0
,salesMaturitiesOfInvestments,590998000.0,494528000.0,984533000.0,637492000.0,531148000.0,273868000.0,138747000.0,294497000.0,190785000.0,177560000.0,109704000.0,151122000.0,0.0,180296000.0,163642000.0,96624000.0,104623000.0,0.0,80291000.0,76633000.0,0.0,0.0,0.0,0.0,0.0,86800000.0,0.0,0.0
,otherInvestingActivites,-14928000.0,-37000.0,56978000.0,38752000.0,-92064000.0,2741000.0,-167000.0,4096000.0,1353000.0,-10947000.0,2004000.0,-6465000.0,0.0,27921000.0,336057000.0,8242000.0,72343000.0,1259000.0,-4654000.0,-36835000.0,25504000.0,-10622000.0,39400000.0,-208000000.0,-46800000.0,-208400000.0,0.0,0.0
,netCashUsedForInvestingActivites,-733799000.0,-673898000.0,-475724000.0,-466163000.0,-699375000.0,-544528000.0,-485329000.0,-331446000.0,-285895000.0,19778000.0,-275906000.0,379726000.0,40042000.0,-320715000.0,-73531000.0,-799575000.0,-154643000.0,-144451000.0,-101567000.0,-200427000.0,-301345000.0,-157500000.0,-55900000.0,-390200000.0,-182400000.0,-224200000.0,77600000.0,-107700000.0
