date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY
,revenue,2388855000.0,2648848000.0,2433492000.0,2249538000.0,1831546000.0,1702865000.0,1199390000.0,895171000.0,707534000.0,519591000.0
,costOfRevenue,596363000.0,530669000.0,487695000.0,429613000.0,355414000.0,331073000.0,173337000.0,134030000.0,115446000.0,135715000.0
,grossProfit,1792492000.0,2118179000.0,1945797000.0,1819925000.0,1476132000.0,1371792000.0,1026053000.0,761141000.0,592088000.0,383876000.0
,grossProfitRatio,0.750356132959095,0.799660456168115,0.799590465060086,0.809021674672755,0.8059486357427,0.805578833319142,0.855479035176215,0.850274416843262,0.836833282923506,0.73880417482212
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,374678000.0,407210000.0,389172000.0,387694000.0,283625000.0,297715000.0,205963000.0,142283000.0,110122000.0,84765000.0
,SellingAndMarketingExpenses,192732000.0,204806000.0,182593000.0,283850000.0,235788000.0,217332000.0,171781000.0,125489000.0,105002000.0,36606000.0
,otherExpenses,10055000.0,-93000.0,152166000.0,173436000.0,-2982000.0,-2523000.0,700000.0,-602000.0,-1121000.0,0.0
,operatingExpenses,820227000.0,886749000.0,855099000.0,936165000.0,721979000.0,704258000.0,460604000.0,340509000.0,267160000.0,157542000.0
,costAndExpenses,1416590000.0,1417418000.0,1342794000.0,1365778000.0,1077393000.0,1035331000.0,633941000.0,474539000.0,382606000.0,293257000.0
,interestExpense,129803000.0,150048000.0,138494000.0,107146000.0,71896000.0,71339000.0,28856000.0,16461000.0,13017000.0,13377000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,254802000.0,274210000.0,274609000.0,264560000.0,203256000.0,193453000.0,112361000.0,72737000.0,52036000.0,36171000.0
,EBITDA,1227067000.0,1505640000.0,1365307000.0,1148320000.0,957409000.0,860987000.0,677810000.0,493369000.0,376964000.0,262505000.0
,EBITDARatio,0.513663240338991,0.568413136578618,0.561048485057687,0.510469260799329,0.522732707778019,0.505610838205025,0.565128940544777,0.551144976769802,0.532785703584563,0.505214678468257
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,972265000.0,1231430000.0,1090698000.0,883760000.0,754153000.0,667534000.0,565449000.0,420632000.0,324928000.0,226334000.0
