Date,2018-12-31,2017-12-31,2016-12-31
Depreciation & Amortization,675000.0,563000.0,628000.0
Stock-based compensation,985000.0,858000.0,1276000.0
Operating Cash Flow,-22178000.0,-23995000.0,-12813000.0
Capital Expenditure,-361000.0,-818000.0,-442000.0
Acquisitions and disposals,0.0,0.0,0.0
Investment purchases and sales,0.0,0.0,0.0
Investing Cash flow,-361000.0,-818000.0,-442000.0
Issuance (repayment) of debt,-37000.0,10081000.0,-2743000.0
Issuance (buybacks) of shares,69000.0,207000.0,8000.0
Dividend payments,0.0,0.0,0.0
Financing Cash Flow,23458000.0,21005000.0,11756000.0
Effect of forex changes on cash,0.0,0.0,0.0
Net cash flow / Change in cash,919000.0,-3808000.0,-1499000.0
Free Cash Flow,-22539000.0,-24813000.0,-13255000.0
Net Cash/Marketcap,-0.0459,-0.0459,-0.0459
