date,,2021-01-30_FY,2020-02-01_FY,2019-02-02_FY,2018-02-03_FY,2017-01-28_FY,2016-01-30_FY,2015-01-31_FY,2014-02-01_FY,2013-02-02_FY,2012-01-31_FY,2011-01-31_FY,2010-01-31_FY
,revenue,1962000.0,1846730000.0,1559563000.0,1278208000.0,1000410000.0,831954000.0,680218000.0,535400000.0,418800000.0,297113000.0,197189000.0,125135000.0
,costOfRevenue,1309000.0,1172764000.0,994478000.0,814795000.0,643373000.0,540020000.0,442427000.0,347400000.0,269000000.0,192252000.0,131046000.0,85040000.0
,grossProfit,652000.0,673966000.0,565085000.0,463413000.0,357037000.0,291934000.0,237791000.0,188000000.0,149800000.0,104861000.0,66143000.0,40095000.0
,grossProfitRatio,0.332313965341488,0.364951021535363,0.362335474745169,0.362548974814741,0.356890674823322,0.35090161234876,0.349580575638986,0.351139335076578,0.357688634192932,0.352933059139115,0.335429461075415,0.320413952930835
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,497000.0,456682000.0,377901000.0,306022000.0,243075000.0,198993000.0,160775000.0,134300000.0,112200000.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-1000.0,0.0,0.0,0.0,0.0,0.0,12000.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,497000.0,456682000.0,377901000.0,306022000.0,243075000.0,198993000.0,160775000.0,134500000.0,113800000.0,0.0,0.0,0.0
,costAndExpenses,1806000.0,1629446000.0,1372379000.0,1120817000.0,886448000.0,739013000.0,603202000.0,481900000.0,382800000.0,270892000.0,185385000.0,118257000.0
,interestExpense,1000.0,4285000.0,4623000.0,1458000.0,299000.0,40000.0,0.0,-1500000.0,-2400000.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,69345000.0,54979000.0,41451000.0,33241000.0,26631000.0,22227000.0,17202000.0,13500000.0,9600000.0,7071000.0,4805000.0,3660000.0
,EBITDA,69499000.0,272263000.0,228635000.0,190632000.0,140593000.0,115168000.0,94218000.0,67000000.0,45700000.0,33292000.0,16609000.0,10538000.0
,EBITDARatio,35.4225280326198,0.147429781289089,0.14660196478116,0.14914004606449,0.140535380493997,0.138430730545198,0.138511477202897,0.125140082181547,0.109121298949379,0.112051643650732,0.0842288362941138,0.0842130499061014
