date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY
,revenue,222594000.0,203424000.0,205533000.0,210217000.0,193272000.0,195719000.0,149899000.0,139842000.0,125340000.0,125028000.0,132070000.0,133339000.0,169665000.0,193283000.0,189364000.0,169212000.0,129148000.0,76642000.0,69175000.0,60941150.0,56335064.0,46293871.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,223866000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,1.00571443974231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,81306000.0,79591000.0,79308000.0,77816000.0,72579000.0,72767000.0,61596000.0,47856000.0,49859000.0,52959000.0,58584000.0,52168000.0,42209000.0,47036000.0,40512000.0,36839000.0,33540000.0,21214000.0,17931000.0,16786384.0,14248029.0,12368596.0
,SellingAndMarketingExpenses,2671000.0,3797000.0,4041000.0,3952000.0,3910000.0,4201000.0,3435000.0,4081000.0,3876000.0,2993000.0,2394000.0,2402000.0,3518000.0,3630000.0,2997000.0,2913000.0,3001000.0,1635000.0,1523000.0,1747416.0,1721046.0,1419798.0
,otherExpenses,452000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,790000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
