date,,2020-06-27_FY,2019-06-29_FY,2018-06-30_FY,2017-07-01_FY,2016-07-02_FY,2015-06-27_FY,2014-06-28_FY,2013-06-29_FY,2012-06-30_FY,2011-07-02_FY,2010-07-03_FY,2009-06-27_FY,2008-06-28_FY,2007-06-30_FY,2006-06-30_FY,2005-06-30_FY,2004-06-30_FY,2003-06-30_FY,2002-06-30_FY,2001-06-30_FY,2000-06-30_FY,1999-06-30_FY,1998-06-30_FY,1997-06-30_FY,1996-06-30_FY,1995-06-30_FY,1994-06-30_FY,1993-06-30_FY,1992-06-30_FY
,revenue,1136300000.0,1130300000.0,880400000.0,805000000.0,906300000.0,873900000.0,926900000.0,1676900000.0,1682100000.0,1781900000.0,1363900000.0,1283300000.0,1512000000.0,1396800000.0,1204300000.0,712200000.0,635900000.0,675900000.0,1098200000.0,3232800000.0,1430400000.0,282800000.0,175800000.0,107000000.0,69100000.0,42300000.0,32900000.0,27300000.0,26400000.0
,costOfRevenue,471000000.0,478900000.0,388200000.0,326000000.0,356600000.0,353800000.0,399100000.0,982300000.0,972100000.0,996200000.0,816800000.0,796700000.0,932400000.0,924800000.0,863800000.0,586600000.0,490100000.0,620500000.0,1171100000.0,2306700000.0,697800000.0,123700000.0,82000000.0,52700000.0,34200000.0,22900000.0,19100000.0,17000000.0,15700000.0
,grossProfit,665300000.0,651400000.0,492200000.0,479000000.0,549700000.0,520100000.0,527800000.0,694600000.0,710000000.0,785700000.0,547100000.0,486600000.0,579600000.0,472000000.0,340500000.0,125600000.0,145800000.0,55400000.0,-72900000.0,926100000.0,732600000.0,159100000.0,93800000.0,54300000.0,34900000.0,19400000.0,13800000.0,10300000.0,10700000.0
,grossProfitRatio,0.585496787820118,0.57630717508626,0.559064061790095,0.595031055900621,0.60653205340395,0.595148186291338,0.569424964936886,0.414216709404258,0.422091433327388,0.440933834670857,0.401129115037759,0.379178679965713,0.383333333333333,0.337915234822451,0.282736859586482,0.176354956472901,0.22928133354301,0.0819647876904868,-0.0663813513021308,0.286469933184855,0.512164429530201,0.562588401697313,0.533560864618885,0.507476635514019,0.50506512301013,0.458628841607565,0.419452887537994,0.377289377289377,0.40530303030303
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,193600000.0,187000000.0,133300000.0,136300000.0,166400000.0,173300000.0,161800000.0,258500000.0,246000000.0,238000000.0,174900000.0,167100000.0,184300000.0,168400000.0,155500000.0,93700000.0,99500000.0,153700000.0,254800000.0,325900000.0,113400000.0,27000000.0,113900000.0,42600000.0,5800000.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,315000000.0,343500000.0,324500000.0,300100000.0,351100000.0,376300000.0,384800000.0,429300000.0,429000000.0,434500000.0,382900000.0,399000000.0,449100000.0,368400000.0,325300000.0,157300000.0,144700000.0,267300000.0,382900000.0,818100000.0,172900000.0,37400000.0,42800000.0,23800000.0,14100000.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,38600000.0,53500000.0,100000.0,35600000.0,116500000.0,54300000.0,39600000.0,31700000.0,-1000000.0,48500000.0,3000000.0,63000000.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
