Date,2018-12-31,2017-12-31,2016-12-31
Revenue,89323589.0014,39193621.5236,7068394.5284
Revenue Growth,1.27903382053161,4.54491141745477,
Cost of Revenue,13250795.9479,6771311.971,3627357.8114
Gross Profit,76072793.0535,32422309.5526,3441036.7171
R&D Expenses,13708538.3502,4920949.214,2582001.4399
SG&A Expense,55253545.5861,23758615.4776,11554931.6055
Operating Expenses,68962083.9363,28679564.6917,14136933.0454
Operating Income,7110709.1172,3742744.8609,-10695896.3283
Interest Expense,0.0,0.0,0.0
Earnings before Tax,23511577.424,6309250.3023,-8574370.0504
Income Tax Expense,458900.1447,-601723.0955,0.0
Net Income - Non-Controlling int,-15081186.686,-4310912.9383,-3093880.4896
Net Income - Discontinued ops,0.0,0.0,0.0
Net Income,23052677.2793,6910973.3978,-8574370.0504
Preferred Dividends,30162373.3719,8621825.8767,6187760.9791
Net Income Com,-7109696.0926,-1710852.4788,-14762131.0295
EPS,-0.2226,-0.0488,-0.422
EPS Diluted,-0.2226,-0.0488,-0.422
Weighted Average Shs Out,84563000.0,84563000.0,84563000.0
Weighted Average Shs Out (Dil),3553607.3806,4063238.6638,3870754.0677
Dividend per Share,0.0,0.0,0.0
Gross Margin,0.8517,0.8272,0.4868
EBITDA Margin,0.0385,0.0246,-0.1731
EBIT Margin,0.2632,0.161,-1.2131
Profit Margin,-0.0116,-0.0067,-0.3006
Free Cash Flow margin,0.3125,0.3497,-0.8467
EBITDA,23752677.2793,6402811.3664,-8493160.5472
EBIT,23511577.424,6309250.3023,-8574370.0504
Consolidated Income,7971490.5933,2600060.4595,-11668250.54
Earnings Before Tax Margin,0.2632,0.161,-1.2131
Net Profit Margin,0.2581,0.1763,-1.2131
