date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY
,revenue,284114000.0,295040000.0,295798000.0,273260000.0,237189000.0,192699000.0,155863511.0,111232031.0,75095687.0,51737512.0,16328969.0,45736.0,0.0,0.0
,costOfRevenue,74338000.0,76050000.0,76200000.0,68814000.0,57259000.0,48165000.0,40988975.0,30996939.0,20060971.0,13426315.0,4544902.0,0.0,0.0,0.0
,grossProfit,209776000.0,218990000.0,219598000.0,204446000.0,179930000.0,144534000.0,114874536.0,80235092.0,55034716.0,38311197.0,11784067.0,45736.0,0.0,0.0
,grossProfitRatio,0.738351506789528,0.742238340563991,0.742391767354749,0.748173900314719,0.758593358039369,0.750050597045133,0.737020071362309,0.721330818817828,0.73286120945934,0.740491676522829,0.721666321982729,1.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,16755000.0,17831000.0,14918000.0,14103000.0,13120000.0,12650000.0,11199632.0,10058669.0,13058608.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-843000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,114486000.0,116795000.0,116234000.0,110777000.0,101935000.0,84234000.0,70139441.0,50771397.0,0.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,188824000.0,192845000.0,192434000.0,179591000.0,159194000.0,132399000.0,111128416.0,81768336.0,62194288.0,44491720.0,19006831.0,11385270.0,1566294.0,446301.0
,interestExpense,59726000.0,61687000.0,62113000.0,50977000.0,40741000.0,34243000.0,27593259.0,15854978.0,11379857.0,6225084.0,324126.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,97731000.0,97559000.0,100838000.0,96256000.0,88359000.0,70957000.0,58434981.0,40397895.0,29074709.0,21264172.0,6080571.0,28864.0,0.0,0.0
,EBITDA,193021000.0,199754000.0,204202000.0,189925000.0,166354000.0,131257000.0,103170076.0,69861590.0,41976108.0,28509964.0,3402709.0,-11310670.0,-1566294.0,-446301.0
,EBITDARatio,0.679378700099256,0.677040401301518,0.690342733892724,0.695034033521189,0.701356302358035,0.681150395175896,0.66192577940837,0.628070793744654,0.558968293345529,0.551050154866357,0.208384803719084,-247.303437117369,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,95290000.0,102195000.0,103364000.0,93669000.0,77995000.0,60300000.0,44735095.0,29463695.0,12901399.0,7245792.0,-2677862.0,-11339534.0,-1566294.0,-446301.0
,operatingIncomeRatio,0.335393539213133,0.346376762472885,0.349441172692175,0.342783429700651,0.32883059501073,0.312923263742936,0.28701454697758,0.264884986232068,0.171799466992026,0.140049100157735,-0.163994554708261,-247.934537344761,0.0,0.0
,totalOtherIncomeExpensesNet,-843000.0,13175000.0,5890000.0,-4000.0,-824000.0,-965000.0,3907386.0,21083265.0,6359210.0,8616470.0,1492560.0,0.0,0.0,0.0
