date,,2021-01-31_FY,2020-02-01_FY,2019-02-02_FY,2018-02-03_FY,2017-01-28_FY,2016-01-30_FY,2015-01-31_FY,2014-02-01_FY,2013-02-02_FY,2012-01-28_FY,2011-01-29_FY,2010-01-30_FY,2009-01-31_FY,2008-02-02_FY,2007-02-03_FY,2006-01-28_FY,2005-01-29_FY,2004-01-31_FY,2003-02-01_FY,2002-02-02_FY,2001-02-03_FY,2000-01-29_FY,1999-01-30_FY,1998-01-31_FY,1997-02-01_FY,1996-02-03_FY,1995-01-28_FY,1994-01-31_FY,1993-01-31_FY,1992-01-31_FY,1991-01-31_FY,1990-01-31_FY,1989-01-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,629191000.0,242464000.0,156894000.0,189832000.0,152828000.0,142873000.0,114276000.0,125300000.0,177100000.0,207100000.0,222500000.0,200400000.0,151547000.0,158500000.0,124000000.0,-10100000.0,23800000.0,81175000.0,76600000.0,-20200000.0,-380700000.0,96100000.0,96800000.0,85900000.0,83900000.0,64400000.0,55200000.0,43000000.0,37100000.0,20100000.0,4500000.0,-7000000.0,22600000.0
,depreciationAndAmortization,138336000.0,135686000.0,114025000.0,106004000.0,108315000.0,108054000.0,105849000.0,102200000.0,95600000.0,82900000.0,74000000.0,71500000.0,73787000.0,83100000.0,95600000.0,114600000.0,102000000.0,91634000.0,81500000.0,69000000.0,62300000.0,100500000.0,84000000.0,79200000.0,48400000.0,30000000.0,26500000.0,23700000.0,19500000.0,16100000.0,15500000.0,14800000.0,12800000.0
,deferredIncomeTax,0.0,52374000.0,5353000.0,32578000.0,-9171000.0,-617000.0,22628000.0,-32100000.0,12500000.0,10500000.0,20500000.0,18000000.0,13518000.0,500000.0,-13600000.0,-10500000.0,-800000.0,-3841000.0,50000000.0,-20200000.0,-119300000.0,400000.0,29700000.0,2900000.0,-18100000.0,-1000000.0,300000.0,-2200000.0,-300000.0,-3500000.0,300000.0,600000.0,2700000.0
,stockBasedCompensation,0.0,13051000.0,26335000.0,27825000.0,33029000.0,13479000.0,10534000.0,13183000.0,17879000.0,24993000.0,24628000.0,20275000.0,0.0,9907000.0,6585000.0,879000.0,216000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,0.0,-296314000.0,57078000.0,116581000.0,-200000.0,-134616000.0,-93100000.0,82700000.0,39100000.0,-87900000.0,-70700000.0,224724000.0,-35024000.0,-284000000.0,117500000.0,-65000000.0,-81714000.0,45714000.0,-13900000.0,-103400000.0,66700000.0,-166400000.0,293100000.0,112900000.0,215500000.0,43200000.0,36100000.0,32200000.0,22000000.0,20300000.0,-26500000.0,17700000.0,-13200000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-300000.0,-3500000.0,-600000.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,48295000.0,-96772000.0,-14100000.0,-8707000.0,1687000.0,63336000.0,1385000.0,-92721000.0,-54512000.0,-30809000.0,5279000.0,11326000.0,10243000.0,77907000.0,58924000.0,0.0,-53359000.0,0.0,0.0,401500000.0,-49600000.0,-186100000.0,64300000.0,-404400000.0,-86200000.0,-49200000.0,0.0,-40900000.0,0.0,-1400000.0,-18700000.0,0.0
,accountsPayables,0.0,-18662000.0,45677000.0,-49269000.0,18217000.0,23345000.0,-6864000.0,-27468000.0,43460000.0,31555000.0,-7045000.0,73889000.0,0.0,66276000.0,24044000.0,11693000.0,0.0,0.0,0.0,0.0,217100000.0,-81300000.0,-57300000.0,0.0,-166500000.0,-25800000.0,-21900000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,193129000.0,489443000.0,432365000.0,315784000.0,315984000.0,450600000.0,543700000.0,461000000.0,421900000.0,509800000.0,580500000.0,355776000.0,390800000.0,674800000.0,557300000.0,622300000.0,704014000.0,658300000.0,672200000.0,775600000.0,708900000.0,875300000.0,582200000.0,469300000.0,253800000.0,210600000.0,174500000.0,142300000.0,120300000.0,100000000.0,126500000.0,108800000.0
,otherNonCashItems,0.0,68530000.0,28283000.0,26910000.0,32106000.0,13352000.0,0.0,34500000.0,15000000.0,27900000.0,29800000.0,4000000.0,9978000.0,10400000.0,13400000.0,16800000.0,16400000.0,0.0,6100000.0,-1700000.0,232900000.0,6800000.0,29600000.0,19900000.0,31600000.0,2400000.0,3400000.0,0.0,1800000.0,100000.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,399349000.0,338970000.0,234060000.0,250368000.0,311925000.0,342352000.0,318562000.0,198300000.0,281100000.0,318500000.0,315300000.0,392000000.0,211063000.0,307900000.0,381500000.0,213000000.0,71300000.0,184910000.0,218200000.0,150900000.0,-307900000.0,251900000.0,56200000.0,149500000.0,69500000.0,29400000.0,59700000.0,29400000.0,34900000.0,53800000.0,44900000.0,-15900000.0,25600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,-265200000.0,-232402000.0,-142745000.0,-89782000.0,-125989000.0,-93460000.0,-104786000.0,-131273000.0,-131293000.0,1301000.0,861000.0,-88735000.0,1394000.0,4883000.0,-68500000.0,-135300000.0,-163718000.0,-102100000.0,-107600000.0,-114800000.0,-147200000.0,-166600000.0,-146500000.0,-93600000.0,-48100000.0,-41600000.0,-46000000.0,-40400000.0,-18100000.0,-7900000.0,-32000000.0,-13700000.0
,acquisitionsNet,0.0,191000000.0,1000000.0,2000000.0,5000000.0,13000000.0,0.0,7000000.0,1000000.0,1835000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-55347000.0,-111750000.0,-165757000.0,-254304000.0,-201867000.0,0.0,-214000.0,-304038000.0,-363957000.0,0.0,0.0,0.0,-436040000.0,-488075000.0,0.0,-115125000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
