Date,2018-12-31,2017-12-31,2016-12-31
Revenue,1420000.0,0.0,0.0
Revenue Growth,0.0,0.0,
Cost of Revenue,0.0,0.0,0.0
Gross Profit,0.0,0.0,0.0
R&D Expenses,58024000.0,47023000.0,15658000.0
SG&A Expense,22606000.0,14311000.0,11144000.0
Operating Expenses,105650000.0,79248000.0,26802000.0
Operating Income,-104230000.0,-79248000.0,-26802000.0
Interest Expense,0.0,0.0,0.0
Earnings before Tax,-102960000.0,-78924000.0,-26698000.0
Income Tax Expense,-5565000.0,-12481000.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0
Net Income,-97395000.0,-66443000.0,-26698000.0
Preferred Dividends,0.0,719000.0,671000.0
Net Income Com,-97395000.0,-67162000.0,-27369000.0
EPS,-3.64,-8.66,-18.14
EPS Diluted,-3.64,-8.66,-18.14
Weighted Average Shs Out,26945508.0,44778000.0,44778000.0
Weighted Average Shs Out (Dil),26945508.0,7756180.0,1509048.0
Dividend per Share,0.0,0.0,0.0
Gross Margin,0.0,0.0,0.0
EBITDA Margin,-71.4007042254,,
EBIT Margin,-73.4014084507,0.0,0.0
Profit Margin,-68.588028169,,
Free Cash Flow margin,-20.2204225352,0.0,0.0
EBITDA,-101389000.0,-77339000.0,-25968000.0
EBIT,-104230000.0,-78924000.0,-26698000.0
Consolidated Income,-97395000.0,-66443000.0,-26698000.0
Earnings Before Tax Margin,-72.5070422535,0.0,0.0
Net Profit Margin,-68.588028169,0.0,0.0
