date,,2020-03-31_FY,2019-03-31_FY,2018-03-30_FY,2017-03-31_FY,2016-03-31_FY,2015-03-31_FY,2014-03-31_FY,2013-03-31_FY,2012-03-31_FY,2011-03-31_FY,2010-03-31_FY,2009-03-31_FY,2008-03-31_FY,2007-03-31_FY,2006-03-31_FY,2005-03-31_FY,2004-03-31_FY,2003-03-31_FY,2002-03-31_FY,2001-12-31_FY,2001-03-31_FY,2000-03-31_FY,1999-03-31_FY,1998-03-31_FY,1997-03-31_FY,1996-03-31_FY,1995-03-31_FY,1994-03-31_FY,1993-03-31_FY
,revenue,14540000000.0,14933000000.0,0.0,15035000000.0,15115000000.0,15201000000.0,14809000000.0,14359000000.0,13832000000.0,14343000000.0,14007000000.0,15687000000.0,11498000000.0,8778000000.0,9193000000.0,8521000000.0,9033000000.0,9400000000.0,4401000000.0,0.0,3799700000.0,1614700000.0,1514200000.0,1609400000.0,1457500000.0,1487000000.0,1428300000.0,1425000000.0,1391800000.0
,costOfRevenue,2594000000.0,3148000000.0,0.0,2384000000.0,2296000000.0,3101000000.0,3219000000.0,2455000000.0,2968000000.0,10598000000.0,8118000000.0,10488000000.0,8534000000.0,4114999350.0,4551048880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,11946000000.0,11785000000.0,0.0,12651000000.0,12819000000.0,12100000000.0,11590000000.0,11904000000.0,10864000000.0,3745000000.0,5889000000.0,5199000000.0,2964000000.0,4663000650.0,4641951120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.821595598349381,0.789191723029532,0.0,0.841436647821749,0.848097915977506,0.796000263140583,0.782632183131879,0.829027091023052,0.785425101214575,0.261102977061981,0.420432640822446,0.331420921782368,0.257783962428248,0.53121447368421,0.504944100946372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19000000.0,10000000.0,13000000.0,0.0,7000000.0,9000000.0,10000000.0,0.0,6200000.0,0.0,8100000.0,7800000.0,8400000.0,7800000.0,7900000.0,8400000.0,8300000.0,8000000.0,7900000.0
,GeneralAndAdministrativeExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1402000000.0,1449000000.0,0.0,822388050.0,893029480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,-68000000.0,-113000000.0,-192000000.0,121000000.0,1308000000.0,7000000.0,-14000000.0,-16000000.0,-10000000.0,-8000000.0,-4000000.0,-6000000.0,-6000000.0,812000000.0,753000000.0,-839700000.0,0.0,-91100000.0,390300000.0,728000000.0,0.0,0.0,0.0,0.0,0.0,0.0
