date,,2021-06-30_FY,2020-06-30_FY,2019-06-30_FY,2018-06-30_FY,2017-06-30_FY
,revenue,386656.0,788190.0,860540.0,872640.0,949540.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0
,grossProfit,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,225237.0,214080.0,226470.0,210720.0,198030.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,225237.0,214075.0,226471.0,210723.0,198032.0
,costAndExpenses,225237.0,214080.0,226470.0,210720.0,198030.0
,interestExpense,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,0.0,0.0,0.0,0.0,0.0
,EBITDA,161580.0,574110.0,634070.0,661920.0,751510.0
,EBITDARatio,0.417890838367955,0.728390362729799,0.736828038208567,0.758525852585259,0.791446384565158
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,161419.0,559753.0,612642.0,652268.0,748697.0
,operatingIncomeRatio,0.417474447570967,0.710175211560664,0.711927394426755,0.747465163182985,0.788483897466141
,totalOtherIncomeExpensesNet,161.0,14357.0,21428.0,9652.0,2813.0
,incomeBeforeTax,161580.0,574110.0,634070.0,661920.0,751510.0
,incomeBeforeTaxRatio,0.417890838367955,0.728390362729799,0.736828038208567,0.758525852585259,0.791446384565158
,incomeTaxExpense,0.0,0.0,0.0,0.0,0.0
,netIncome,161580.0,574110.0,634070.0,661920.0,751510.0
,netIncomeRatio,0.417890838367955,0.728390362729799,0.736828038208567,0.758525852585259,0.791446384565158
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,0.08,0.29,0.32,0.33,0.38
,EPSDiluted,0.08,0.29,0.32,0.33,0.38
,weightedAverageShsOut,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0
,weightedAverageShsOutDil,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0
