Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Revenue,3705700000.0,3590000000.0,2723800000.0,1217300000.0,1204600000.0
Revenue Growth,0.0322,0.318,1.2376,0.0105,
Cost of Revenue,889800000.0,876200000.0,677200000.0,337700000.0,324300000.0
Gross Profit,2815900000.0,2713800000.0,2046600000.0,879600000.0,880300000.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0
SG&A Expense,789000000.0,710700000.0,521600000.0,197000000.0,224000000.0
Operating Expenses,2839500000.0,2876700000.0,1731300000.0,631500000.0,651900000.0
Operating Income,-23600000.0,-162900000.0,315300000.0,248100000.0,228400000.0
Interest Expense,443700000.0,381800000.0,314400000.0,157900000.0,140400000.0
Earnings before Tax,-294100000.0,-630600000.0,-126400000.0,84500000.0,26400000.0
Income Tax Expense,51100000.0,147500000.0,305900000.0,46500000.0,14400000.0
Net Income - Non-Controlling int,-290600000.0,-20600000.0,28300000.0,7800000.0,-2300000.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0
Net Income,-345200000.0,-778100000.0,-432300000.0,38000000.0,12000000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0
Net Income Com,-345200000.0,-778100000.0,-432300000.0,38000000.0,12000000.0
EPS,-1.99,-4.53,-3.44,0.87,0.27
EPS Diluted,-1.99,-4.53,-3.44,0.87,0.27
Weighted Average Shs Out,180903657.0,171212694.0,171212694.0,171000000.0,
Weighted Average Shs Out (Dil),180903657.0,171212694.0,171212694.0,,
Dividend per Share,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.7599,0.7559,0.7514,0.7226,0.7308
EBITDA Margin,0.264,0.152,0.285,0.377,0.318
EBIT Margin,0.0404,-0.0693,0.069,0.1991,0.1385
Profit Margin,-0.093,-0.217,-0.159,0.031,0.01
Free Cash Flow margin,0.0109,-0.0184,-0.0082,0.0682,0.0548
EBITDA,979400000.0,544900000.0,775300000.0,458800000.0,383500000.0
EBIT,149600000.0,-248800000.0,188000000.0,242400000.0,166800000.0
Consolidated Income,-635800000.0,-798700000.0,-404000000.0,45800000.0,9700000.0
Earnings Before Tax Margin,-0.0794,-0.1757,-0.0464,0.0694,0.0219
Net Profit Margin,-0.0932,-0.2167,-0.1587,0.0312,0.01
