date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY
,revenue,830000000.0,1208800000.0,1610600000.0,1329200000.0,869500000.0,1106200000.0,1674200000.0,1380900000.0,1728700000.0,1956500000.0
,costOfRevenue,815000000.0,1186200000.0,1484000000.0,1261400000.0,841600000.0,1091500000.0,1473100000.0,1157700000.0,1389800000.0,1601900000.0
,grossProfit,15000000.0,22600000.0,126600000.0,67800000.0,27900000.0,14700000.0,201100000.0,223200000.0,338900000.0,354600000.0
,grossProfitRatio,0.0180722891566265,0.0186962276637988,0.0786042468645225,0.0510081251880831,0.0320874065554917,0.0132887362140662,0.120117070839804,0.161633717140995,0.19604326950888,0.181242013800153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,4100000.0,8100000.0,8000000.0,8000000.0,8600000.0,8500000.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,76000000.0,87700000.0,90100000.0,82500000.0,82200000.0,99000000.0,120400000.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-14000000.0,-23000000.0,18000000.0,-4000000.0,1000000.0,2000000.0,1000000.0,-3000000.0,-800000.0,-800000.0
,operatingExpenses,76000000.0,91800000.0,98200000.0,90500000.0,101500000.0,111000000.0,112100000.0,0.0,0.0,0.0
,costAndExpenses,891000000.0,1295900000.0,1583100000.0,1352600000.0,932100000.0,1205600000.0,1603200000.0,1249500000.0,1493300000.0,1699900000.0
,interestExpense,-12000000.0,15700000.0,17100000.0,14800000.0,11400000.0,3400000.0,900000.0,200000.0,300000.0,600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,70000000.0,73500000.0,73000000.0,74900000.0,74900000.0,73400000.0,58000000.0,50000000.0,46200000.0,42600000.0
,EBITDA,10000000.0,-13600000.0,100500000.0,51500000.0,12300000.0,-26000000.0,129000000.0,181400000.0,281600000.0,299200000.0
,EBITDARatio,0.0120481927710843,-0.0112508272667108,0.0623991059232584,0.0387451098405056,0.0141460609545716,-0.0235038871813415,0.0770517261975869,0.131363603447027,0.162896974605195,0.152926143623818
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-60000000.0,-87100000.0,27500000.0,-23400000.0,-62600000.0,-99400000.0,71000000.0,131400000.0,235400000.0,256600000.0
,operatingIncomeRatio,-0.072289156626506,-0.0720549305095963,0.017074382217807,-0.0176045741799579,-0.0719953996549741,-0.0898571686855903,0.0424083144188269,0.0951553334781664,0.13617168970903,0.131152568361871
,totalOtherIncomeExpensesNet,-14000000.0,-23300000.0,-18800000.0,-3800000.0,-68800000.0,31100000.0,-1400000.0,-3600000.0,-800000.0,-3700000.0
,incomeBeforeTax,-60000000.0,-126100000.0,-8200000.0,-42300000.0,-142000000.0,-71700000.0,68700000.0,127600000.0,234300000.0,252300000.0
,incomeBeforeTaxRatio,-0.072289156626506,-0.104318332230311,-0.005091270334037,-0.0318236533253085,-0.163312248418631,-0.0648164888808534,0.0410345239517381,0.092403504960533,0.135535373401978,0.128954766164068
,incomeTaxExpense,1000000.0,-16100000.0,1800000.0,1500000.0,-36500000.0,-42600000.0,53800000.0,38100000.0,79100000.0,85100000.0
,netIncome,-61000000.0,-110000000.0,-10000000.0,-43800000.0,-105500000.0,-45000000.0,46100000.0,89500000.0,155200000.0,167200000.0
,netIncomeRatio,-0.0734939759036145,-0.0909993381866314,-0.00620886626102074,-0.0329521516701776,-0.121334100057504,-0.0406798047369373,0.0275355393620834,0.064812803244261,0.0897784462312721,0.0854587273191924
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-1.38000001719344,-2.45536,-0.22422,-0.98649,-2.38688,-1.01124,1.00121,1.81,3.366594,3.52
,EPSDiluted,-1.38000001719344,-2.45536,-0.22422,-0.98649,-2.38688,-1.01124,1.00121,1.8,3.337634,3.490605
,weightedAverageShsOut,44202898.0,47500000.0,47500000.0,47500000.0,47500000.0,47500000.0,47500000.0,47500000.0,46100000.0,47500000.0
,weightedAverageShsOutDil,44202898.0,47500000.0,47500000.0,47500000.0,47500000.0,47500000.0,47500000.0,47900000.0,46500000.0,47900000.0
