date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,revenue,14198000000.0,14402000000.0,18628000000.0,16403000000.0,14830000000.0,15877000000.0,21438000000.0,20921000000.0,18010000000.0,20880000000.0,18982000000.0,15040000000.0,17796000000.0,16939000000.0,5790500000.0,4179118000.0,2371866000.0,2212165000.0,1910462000.0,1838866000.0,1868610000.0,1887300000.0,1757100000.0,2000900000.0,1905000000.0,1834300000.0,1212300000.0
,costOfRevenue,11655000000.0,13105000000.0,13445000000.0,12022000000.0,17580000000.0,28524000000.0,19504000000.0,14637000000.0,11561000000.0,10920000000.0,9533000000.0,8049000000.0,12980000000.0,9918000000.0,2537112000.0,1646435000.0,1458955000.0,1077775000.0,941574000.0,952629000.0,1019771000.0,940300000.0,817600000.0,1026200000.0,951900000.0,932400000.0,780600000.0
,grossProfit,2543000000.0,1297000000.0,5183000000.0,4381000000.0,-2750000000.0,-12647000000.0,1934000000.0,6284000000.0,6449000000.0,9960000000.0,9449000000.0,6991000000.0,4816000000.0,7021000000.0,3253388000.0,2532683000.0,912911000.0,1134390000.0,968888000.0,886237000.0,848839000.0,947000000.0,939500000.0,974700000.0,953100000.0,901900000.0,431700000.0
,grossProfitRatio,0.179109733765319,0.0900569365365921,0.278237062486579,0.267085289276352,-0.185434929197572,-0.796561063173144,0.0902136393320272,0.30036805124038,0.358078845086063,0.477011494252874,0.497787377515541,0.464827127659574,0.270622611822882,0.41448727787945,0.561849235817287,0.606032899764974,0.384891473632996,0.512796287799509,0.507148532658592,0.48194756986099,0.454262259112388,0.501775022518942,0.534687837914746,0.487130791143985,0.500314960629921,0.491686201820858,0.35609997525365
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271000000.0,0.0,90000000.0,292000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,370000000.0,414000000.0,443000000.0,484000000.0,607000000.0,569000000.0,592000000.0,657000000.0,431000000.0,415000000.0,381000000.0,321000000.0,269000000.0,466000000.0,157070000.0,103885000.0,89927000.0,80279000.0,68305000.0,59422000.0,70950000.0,70600000.0,87800000.0,96600000.0,140900000.0,185300000.0,109000000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,59000000.0,-138000000.0,76000000.0,49000000.0,49000000.0,6000000.0,36000000.0,-13000000.0,27000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,579000000.0,623000000.0,637000000.0,829000000.0,691000000.0,774000000.0,837000000.0,933000000.0,694000000.0,686000000.0,381000000.0,411000000.0,561000000.0,293000000.0,352592000.0,355397000.0,209335000.0,276493000.0,328751000.0,343311000.0,354506000.0,363800000.0,365200000.0,310500000.0,314900000.0,309400000.0,184100000.0
,costAndExpenses,12234000000.0,13728000000.0,14082000000.0,12851000000.0,18271000000.0,29298000000.0,20341000000.0,15570000000.0,12255000000.0,11606000000.0,9914000000.0,8460000000.0,13541000000.0,10211000000.0,2889704000.0,2001832000.0,1668290000.0,1354268000.0,1270325000.0,1295940000.0,1374277000.0,1304100000.0,1182800000.0,1336700000.0,1266800000.0,1241800000.0,964700000.0
,interestExpense,598000000.0,620000000.0,945000000.0,801000000.0,755000000.0,645000000.0,630000000.0,518000000.0,186000000.0,312000000.0,462000000.0,586000000.0,584000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1128000000.0,1137000000.0,1899000000.0,1264000000.0,227571000.0,251512000.0,206408000.0,230803000.0,260446000.0,283889000.0,283556000.0,293200000.0,277400000.0,213900000.0,174000000.0,124100000.0,75100000.0
,EBITDA,3551000000.0,1948000000.0,6376000000.0,5315000000.0,-782000000.0,-9918000000.0,4996000000.0,8263000000.0,6961000000.0,10296000000.0,10196000000.0,7717000000.0,6154000000.0,7992000000.0,3128367000.0,2428798000.0,909984000.0,1088700000.0,900583000.0,826815000.0,777889000.0,876400000.0,851700000.0,878100000.0,812200000.0,716600000.0,322700000.0
,EBITDARatio,0.250105648682913,0.135258991806694,0.342280438050247,0.324026092787905,-0.0527309507754552,-0.624677206021289,0.233044127250676,0.394961999904402,0.386507495835647,0.493103448275862,0.537140448846275,0.513098404255319,0.345808046752079,0.47181061455812,0.540258526897505,0.581174783770164,0.383657424154653,0.492142313073392,0.471395400693654,0.449633089088601,0.416292859398162,0.464367085254067,0.484719139491207,0.438852516367635,0.426351706036745,0.390666739355612,0.266188237235008
