Date,2018-12-31,2017-12-31
Cash and cash equivalents,79466000.0,46817000.0
Short-term investments,0.0,0.0
Cash and short-term investments,79466000.0,46817000.0
Receivables,0.0,0.0
Inventories,0.0,0.0
Total current assets,80301000.0,47072000.0
Property Plant & Equipment Net,1076000.0,1525000.0
Goodwill and Intangible Assets,0.0,0.0
Long-term investments,0.0,0.0
Tax assets,0.0,0.0
Total non-current assets,1543000.0,1741000.0
Total assets,81844000.0,48813000.0
Payables,1612000.0,1019000.0
Short-term debt,0.0,0.0
Total current liabilities,6911000.0,5095000.0
Long-term debt,24521000.0,19557000.0
Total debt,24521000.0,19557000.0
Deferred revenue,0.0,0.0
Tax Liabilities,0.0,0.0
Deposit Liabilities,0.0,0.0
Total non-current liabilities,26844000.0,21244000.0
Total liabilities,33755000.0,26339000.0
Other comprehensive income,0.0,0.0
Retained earnings (deficit),-157049000.0,-120980000.0
Total shareholders equity,-149753000.0,-116354000.0
Investments,0.0,0.0
Net Debt,-54945000.0,-27260000.0
Other Assets,835000.0,255000.0
Other Liabilities,5299000.0,4076000.0
