date,,2021-12-31_FY,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-4505597.0,-102495.0,2610820.0,1679960.0,-2780.0
,depreciationAndAmortization,0.0,0.0,0.0,0.0,0.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,5027125.0,1209879.0,141760.0,-190820.0,530.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,133227.0,200859.0,0.0
,otherWorkingCapital,0.0,1183039.0,-26840.0,-168600.0,22220.0
,otherNonCashItems,-2535629.0,-1282405.0,-4990820.0,-1941860.0,2190.0
,netCashProvidedByOperatingActivites,-2014101.0,-175021.0,-2238240.0,-452720.0,-60.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,-210080000.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,35108.0,-320993750.0,1910830.0,0.0,0.0
,netCashUsedForInvestingActivites,35108.0,-320993750.0,1910830.0,-210080000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,-95275000.0,-293953.0,0.0
,commonStockIssued,0.0,25000.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,211580000.0,25000.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,1000000.0,322261450.0,0.0,-242327.0,0.0
,netCashUsedProvidedByFinancingActivities,1000000.0,322286450.0,0.0,211043720.0,25000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-978993.0,0.0,-327410.0,511000.0,24950.0
,cashAtEndOfPeriod,138686.0,1117679.0,208540.0,535950.0,24950.0
,cashAtBeginningOfPeriod,1117679.0,0.0,535950.0,24950.0,0.0
,operatingCashFlow,-2014101.0,-175021.0,-2238240.0,-452720.0,-60.0
,capitalExpenditure,0.0,0.0,0.0,0.0,0.0
,freeCashFlow,-2014101.0,-175021.0,-2238240.0,-452720.0,-60.0
