date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY
,revenue,6904127000.0,6573420000.0,6060418000.0,5717392000.0,5815658000.0,6068393000.0,5604128000.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,2791030000.0,2634925000.0,2283333000.0,2155234000.0,1787038000.0,1419674000.0,1423890000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,7299000000.0,6958000000.0,6382000000.0,6318000000.0,5907000000.0,5315000000.0,4479000000.0
,costAndExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,interestExpense,1204335000.0,1356245000.0,1158271000.0,950950000.0,754687000.0,561750000.0,476338000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,2209000000.0,1988552000.0,1668467000.0,1403653000.0,1094774000.0,833071000.0,824997000.0
,EBITDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDARatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingIncomeRatio,0.175233161267167,0.206021827298423,0.196730324541971,0.144036651676149,0.199583778826059,0.21180648649486,0.215910129104831
,totalOtherIncomeExpensesNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,1209832000.0,1354268000.0,1192268000.0,823514000.0,1160711000.0,1285325000.0,1209988000.0
,incomeBeforeTaxRatio,0.175233161267167,0.206021827298423,0.196730324541971,0.144036651676149,0.199583778826059,0.21180648649486,0.215910129104831
,incomeTaxExpense,298921000.0,359898000.0,276342000.0,-364092000.0,394245000.0,458032000.0,443639000.0
,netIncome,910911000.0,994370000.0,915926000.0,1187606000.0,766466000.0,827293000.0,766349000.0
,netIncomeRatio,0.131937173229867,0.151271332122396,0.151132479640843,0.207718134422128,0.131793513304943,0.136328184413897,0.136747233467901
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,2.8694060346424,2.87,2.55,3.30244913852201,2.14,2.44,2.2
,EPSDiluted,2.8673023552519,2.86,2.54,3.29622892610564,2.13,2.41,2.15
,weightedAverageShsOut,317456292.0,346992162.0,359861764.0,359613714.0,358280814.0,355102742.0,348723472.0
,weightedAverageShsOutDil,317689203.0,347507507.0,360672417.0,360292330.0,359165172.0,358883643.0,355722363.0
