date,,2020-02-01_FY,2019-02-02_FY,2018-02-03_FY,2017-01-28_FY,2016-01-30_FY,2015-01-31_FY,2014-01-31_FY,2013-01-31_FY,2012-01-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,20215000.0,23750000.0,17742000.0,29669000.0,27771000.0,13784000.0,21750000.0,28074000.0,33694000.0
,depreciationAndAmortization,19320000.0,18250000.0,17706000.0,13974000.0,11569000.0,9150000.0,13229000.0,3431000.0,3816000.0
,deferredIncomeTax,710000.0,714000.0,502000.0,167000.0,3062000.0,-46000.0,2169000.0,1292000.0,-11741000.0
,stockBasedCompensation,2104000.0,2829000.0,2294000.0,3186000.0,2257000.0,3293000.0,365000.0,0.0,0.0
,changeInWorkingCapital,-26042000.0,-72300000.0,16499000.0,3916000.0,18343000.0,3230000.0,4360000.0,48017000.0,-11504000.0
,accountsReceivables,-655000.0,70000.0,92000.0,58000.0,-44000.0,-12000.0,1052000.0,53000.0,-32000.0
,inventory,20247000.0,-6006000.0,-24305000.0,-28495000.0,-31885000.0,-24575000.0,-28344000.0,6948000.0,-18109000.0
,accountsPayables,12709000.0,-11726000.0,7536000.0,-15530000.0,18198000.0,836000.0,1333000.0,7346000.0,5632000.0
,otherWorkingCapital,26862000.0,52904000.0,125204000.0,108705000.0,104789000.0,86446000.0,83216000.0,78856000.0,30839000.0
,otherNonCashItems,29141000.0,5470000.0,11616000.0,10166000.0,3949000.0,11894000.0,432000.0,3980000.0,790000.0
,netCashProvidedByOperatingActivites,77866000.0,32173000.0,30775000.0,15482000.0,35423000.0,20473000.0,34000.0,61899000.0,15055000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-30372000.0,-17936000.0,-41172000.0,-39417000.0,-33957000.0,-30167000.0,-20416000.0,-6856000.0,-6651000.0
,acquisitionsNet,-28536000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,9844000.0,1684000.0,9036000.0,11923000.0,19006000.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-49064000.0,-16252000.0,-32136000.0,-27494000.0,-14951000.0,-30167000.0,-68059000.0,38343000.0,-6641000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-6000000.0,-139127000.0,-1600000.0,-21273000.0,-1600000.0,-234225000.0,-128619000.0,-62204000.0,-15042000.0
,commonStockIssued,403000.0,351000.0,396000.0,0.0,0.0,73393000.0,0.0,0.0,227000.0
,commonStockRepurchased,403000.0,351000.0,396000.0,433000.0,0.0,0.0,-302000.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,-101065000.0,-120250000.0,0.0
,otherFinancingActivites,-20979000.0,124531000.0,4588000.0,34998000.0,-16644000.0,-4533000.0,-3960000.0,-3766000.0,-283000.0
,netCashUsedProvidedByFinancingActivities,-28664000.0,-16143000.0,1219000.0,11814000.0,-20114000.0,10091000.0,32864000.0,-63970000.0,-9729000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,138000.0,-222000.0,-142000.0,-198000.0,358000.0,397000.0,-35161000.0,36272000.0,-1315000.0
,cashAtEndOfPeriod,1685000.0,1547000.0,1769000.0,1911000.0,2109000.0,1751000.0,1354000.0,36515000.0,243000.0
,cashAtBeginningOfPeriod,1547000.0,1769000.0,1911000.0,2109000.0,1751000.0,1354000.0,36515000.0,243000.0,1558000.0
,operatingCashFlow,77866000.0,32173000.0,30775000.0,15482000.0,35423000.0,20473000.0,34000.0,61899000.0,15055000.0
,capitalExpenditure,-30372000.0,-17936000.0,-41172000.0,-39417000.0,-33957000.0,-30167000.0,-20416000.0,-6856000.0,-6651000.0
,freeCashFlow,47494000.0,13978000.0,-10397000.0,-23935000.0,1466000.0,-9694000.0,-20382000.0,55043000.0,8404000.0
