date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,2000-10-31_FY,1999-10-31_FY,1998-10-31_FY,1997-10-31_FY,1996-10-31_FY
,revenue,15668477000.0,14348018000.0,19166599000.0,19520970000.0,19036525000.0,18114048000.0,21531577000.0,27351573000.0,27577135000.0,23381399000.0,20849349000.0,21990297000.0,22325894000.0,16691033000.0,14078506000.0,13161051000.0,9380277000.0,8805703000.0,9958956000.0,8972161000.0,1867000000.0,9970154000.0,10752300000.0,11857800000.0,13217500000.0,10054400000.0
,costOfRevenue,15283226000.0,14775399000.0,18496675000.0,18902480000.0,18246209000.0,17019352000.0,20132544000.0,25986382000.0,26692138000.0,22232483000.0,20144099000.0,20689161000.0,21116197000.0,15888587000.0,13522033000.0,12725123000.0,8960236000.0,8399477000.0,9544785000.0,8618972000.0,1827000000.0,9454119000.0,0.0,0.0,0.0,0.0
,grossProfit,385251000.0,-427381000.0,669924000.0,618490000.0,790316000.0,1094696000.0,1399033000.0,1365191000.0,884997000.0,1148916000.0,705250000.0,1301136000.0,1209697000.0,802446000.0,556473000.0,435928000.0,420041000.0,406226000.0,414171000.0,353189000.0,40000000.0,516035000.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.0245876481804837,-0.0297867621855506,0.0349526799198961,0.0316833640951244,0.0415157703414883,0.0604335375505243,0.0649758724128753,0.0499127052034631,0.0320916948044095,0.0491380348968853,0.033825996197771,0.0591686415149372,0.0541835861085787,0.0480764731577728,0.0395264241816568,0.0331225826873553,0.0447791680352297,0.0461321486768291,0.041587792937332,0.0393649868743996,0.0214247455811462,0.0517579768577296,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,240692000.0,159089000.0,147958000.0,192187000.0,191073000.0,168329000.0,182711000.0,175148000.0,151010000.0,0.0,156268000.0,178520000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166961000.0,42000000.0,65349000.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,240692000.0,159089000.0,147958000.0,192187000.0,191073000.0,168329000.0,182711000.0,175148000.0,151010000.0,163460000.0,156268000.0,178520000.0,229169000.0,193862000.0,178817000.0,143723000.0,142388000.0,141465000.0,160097000.0,166961000.0,47000000.0,377037000.0,0.0,0.0,0.0,0.0
,costAndExpenses,15523918000.0,14934488000.0,18644633000.0,19094667000.0,18437282000.0,17187681000.0,20315255000.0,26161530000.0,26843148000.0,22395943000.0,20300367000.0,20867681000.0,21345366000.0,16082449000.0,13700850000.0,12868846000.0,9102624000.0,8540942000.0,9704882000.0,8785933000.0,1874000000.0,9831156000.0,0.0,0.0,0.0,0.0
,interestExpense,72120000.0,74104000.0,77179000.0,67638000.0,69689000.0,44770000.0,29681000.0,26887000.0,28238000.0,15601000.0,10616000.0,10054000.0,11927000.0,24015000.0,23013000.0,16289000.0,15446000.0,10109000.0,8925000.0,25011000.0,0.0,26315000.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,105574000.0,170481000.0,216656000.0,225269000.0,225913000.0,189738000.0,192594000.0,207098000.0,212381000.0,201939000.0,190584000.0,182395000.0,163305000.0,146809000.0,126158000.0,104124000.0,91888000.0,79676000.0,77989000.0,71911000.0,22700000.0,311688000.0,0.0,0.0,0.0,0.0
,EBITDA,250133000.0,-415989000.0,738622000.0,651572000.0,825156000.0,1116105000.0,1408916000.0,1397141000.0,946368000.0,1187395000.0,739566000.0,1305011000.0,1143833000.0,755393000.0,503814000.0,396329000.0,369541000.0,344437000.0,332063000.0,258139000.0,15700000.0,450686000.0,10752300000.0,11857800000.0,13217500000.0,10054400000.0
,EBITDARatio,0.0159640914684944,-0.0289927849268101,0.0385369360521395,0.0333780544716784,0.043345936298773,0.0616154379186806,0.0654348726988274,0.0510808281483482,0.0343171254011702,0.050783744805005,0.0354718989067716,0.0593448555969935,0.0512334690830298,0.0452574145650542,0.0357860415018469,0.0301137804268063,0.0393955317097779,0.0391152188530547,0.0333431536397992,0.0287711065372099,0.00840921264059989,0.0452035144091054,1.0,1.0,1.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,144559000.0,-586470000.0,521966000.0,426303000.0,599243000.0,926367000.0,1216322000.0,1190043000.0,733987000.0,985456000.0,548982000.0,1122616000.0,980528000.0,608584000.0,377656000.0,292205000.0,277653000.0,264761000.0,254074000.0,186228000.0,-7000000.0,138998000.0,10752300000.0,11857800000.0,13217500000.0,10054400000.0
,operatingIncomeRatio,0.00922610410699138,-0.0408746350889719,0.0272331048403527,0.021838207834959,0.0314785918123187,0.0511408051916391,0.056490149328124,0.0435091246854431,0.0266157815161002,0.042147007542192,0.02633089407252,0.0510505155978566,0.0439188683776784,0.0364617336746024,0.0268250054373667,0.0222022542120686,0.0295996589439736,0.0300669918120109,0.0255121119121322,0.02075620355007,-0.00374933047670059,0.0139414095308859,1.0,1.0,1.0,1.0
,totalOtherIncomeExpensesNet,-305184000.0,-670498000.0,0.0,0.0,0.0,-171734000.0,0.0,0.0,0.0,0.0,0.0,-14172000.0,79209000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17919000.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,-207052000.0,-1276700000.0,481752000.0,386441000.0,546600000.0,726552000.0,1204909000.0,1177599000.0,733505000.0,1001816000.0,559596000.0,1136788000.0,1114402000.0,649093000.0,381990000.0,299582000.0,281158000.0,267981000.0,260524000.0,185320000.0,-7000000.0,142221000.0,88700000.0,193800000.0,119400000.0,280400000.0
,incomeBeforeTaxRatio,-0.0132145581220179,-0.088980931024759,0.0251349756939142,0.0197961986520137,0.0287132236582044,0.0401098639023149,0.0559600906148212,0.0430541599929189,0.0265983032682692,0.0428467090442278,0.0268399747157573,0.0516949816548635,0.0499152239995406,0.0388887254611503,0.0271328506021875,0.0227627717573619,0.0299733152869579,0.0304326639224603,0.0261597701606474,0.0206550016211256,-0.00374933047670059,0.0142646743470562,0.0082493978032607,0.0163436725193543,0.00903347834310573,0.0278882877148313
,incomeTaxExpense,18592000.0,440982000.0,188794000.0,121972000.0,219151000.0,245888000.0,352815000.0,354573000.0,162438000.0,303729000.0,118514000.0,403913000.0,393944000.0,115774000.0,118538000.0,72309000.0,94463000.0,88526000.0,90548000.0,57554000.0,-3000000.0,42375000.0,0.0,0.0,0.0,0.0
,netIncome,-435046000.0,-1522164000.0,224833000.0,191377000.0,281401000.0,412512000.0,510909000.0,667711000.0,456330000.0,593728000.0,357496000.0,684889000.0,720458000.0,533319000.0,263452000.0,227273000.0,186695000.0,157450000.0,163615000.0,19410000.0,-4000000.0,123949000.0,104200000.0,235300000.0,146200000.0,268100000.0
,netIncomeRatio,-0.0277656852034821,-0.106088799163759,0.0117304588049241,0.00980366242046374,0.014782162185588,0.0227730433307895,0.0237283595158868,0.0244121608654829,0.0165474042172981,0.0253931768582368,0.0171466264965875,0.0311450545665663,0.0322700627352257,0.0319524261919559,0.0187130651505209,0.0172686056759449,0.0199029303718856,0.0178804576988345,0.0164289309040024,0.00216335841499055,-0.00214247455811462,0.0124320045608122,0.00969094984328934,0.0198434785542006,0.0110610932475884,0.0266649427116486
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-3.10611804856455,-10.87,1.6,1.36931618978113,2.02,2.85,3.24,4.11,2.73,3.44,2.01,3.79,4.06,3.055,1.525,1.34,1.145,0.985,1.03,0.124741327232298,-0.02703,0.825,0.69,1.495,0.88,1.62
,EPSDiluted,-3.10611804856455,-10.87,1.59,1.35831446558736,2.0,2.81,3.2,4.06,2.71,3.4,1.98,3.75,3.93,2.925,1.475,1.31,1.125,0.975,1.025,0.12260444433215,-0.02703,0.81,0.685,1.485,0.875,1.605
,weightedAverageShsOut,140061000.0,140061000.0,140400000.0,139761000.0,139200000.0,144800000.0,157487000.0,162566000.0,167121000.0,172501000.0,178047000.0,179100000.0,177658000.0,174504000.0,172674000.0,169640000.0,163124000.0,159592000.0,158688000.0,155602000.0,148000000.0,150512000.0,151014493.0,157391304.0,166136364.0,165493827.0
,weightedAverageShsOutDil,140061000.0,140061000.0,141300000.0,140893000.0,140900000.0,146700000.0,159616000.0,164354000.0,168491000.0,174564000.0,180988000.0,180862000.0,183460000.0,182178000.0,178392000.0,173312000.0,165590000.0,161078000.0,159706000.0,158314000.0,148000000.0,152730000.0,152116788.0,158451178.0,167085714.0,167040498.0
