date,,2020-10-31_FY,2019-10-31_FY,2018-10-31_FY,2017-10-31_FY,2016-10-31_FY,2015-10-31_FY
,revenue,26982000000.0,29135000000.0,30852000000.0,28871000000.0,50123000000.0,52107000000.0
,costOfRevenue,18513000000.0,19642000000.0,21560000000.0,20177000000.0,35507000000.0,37168000000.0
,grossProfit,8469000000.0,9493000000.0,9292000000.0,8694000000.0,14616000000.0,14939000000.0
,grossProfitRatio,0.313875917278185,0.325828041874035,0.301179826267341,0.301132624432822,0.291602657462642,0.286698524190608
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,1874000000.0,1842000000.0,1663000000.0,1486000000.0,2298000000.0,2338000000.0
,GeneralAndAdministrativeExpenses,4624000000.0,4936000000.0,4946000000.0,5063000000.0,7821000000.0,8025000000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,136000000.0,59000000.0,0.0,0.0,0.0,0.0
,operatingExpenses,6978000000.0,6668000000.0,8257000000.0,6873000000.0,10557000000.0,11215000000.0
,costAndExpenses,25491000000.0,26310000000.0,29817000000.0,27050000000.0,46064000000.0,48383000000.0
,interestExpense,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,379000000.0,267000000.0,294000000.0,321000000.0,755000000.0,852000000.0
,EBITDA,1870000000.0,3092000000.0,1329000000.0,2142000000.0,4814000000.0,4576000000.0
,EBITDARatio,0.0693054629011934,0.106126651793376,0.0430766238817581,0.0741920958747532,0.0960437324182511,0.0878192949123918
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,1491000000.0,2825000000.0,1035000000.0,1821000000.0,4059000000.0,3724000000.0
,operatingIncomeRatio,0.05525906159662,0.0969624163377381,0.0335472578763127,0.0630736725433826,0.0809807872633322,0.071468324793214
,totalOtherIncomeExpensesNet,-1718000000.0,-1095000000.0,-493000000.0,-1222000000.0,332000000.0,-2201000000.0
,incomeBeforeTax,-442000000.0,1553000000.0,268000000.0,272000000.0,4079000000.0,1470000000.0
,incomeBeforeTaxRatio,-0.0163812912311912,0.05330358675133,0.00868663295734474,0.00942121852377819,0.081379805678032,0.0282111808394266
,incomeTaxExpense,-120000000.0,504000000.0,-1744000000.0,-164000000.0,918000000.0,-991000000.0
,netIncome,-322000000.0,1049000000.0,1908000000.0,344000000.0,3161000000.0,2461000000.0
,netIncomeRatio,-0.0119338818471574,0.0360048052170928,0.0618436406067678,0.0119150704859548,0.0630648604433095,0.0472297388066862
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-0.237989652623799,0.78,1.25,0.208991494532199,1.84,1.36
,EPSDiluted,-0.237989652623799,0.77,1.23,0.205495818399044,1.82,1.34
,weightedAverageShsOut,1292000000.0,1353000000.0,1529000000.0,1646000000.0,1715000000.0,1804000000.0
,weightedAverageShsOutDil,1292000000.0,1366000000.0,1553000000.0,1674000000.0,1739000000.0,1834000000.0
