Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Depreciation & Amortization,15470000.0,14525000.0,1479000.0,1968117.0,0.0,0.0,0.0
Stock-based compensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Operating Cash Flow,140297000.0,352489000.0,16482000.0,-23081128.0,-256487000.0,0.0,2628160.0
Capital Expenditure,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acquisitions and disposals,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0
Investment purchases and sales,0.0,320394000.0,377000.0,0.0,-847938000.0,0.0,-8858499.0
Investing Cash flow,-580759000.0,-242234000.0,384695000.0,45936356.0,-880394000.0,0.0,-8858499.0
Issuance (repayment) of debt,-18831000.0,-16885000.0,-1456000.0,-34957427.0,995678000.0,-0.0,18483457.0
Issuance (buybacks) of shares,-54320000.0,-63425000.0,-1000.0,-20793716.0,0.0,0.0,-9423789.0
Dividend payments,-51317000.0,-48260000.0,-46866000.0,-14236480.0,-17317000.0,-0.0,-10588722.0
Financing Cash Flow,444478000.0,-106396000.0,-381461000.0,-35852525.0,976590000.0,0.0,18964725.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,54406000.0,3859000.0,17997000.0,-12997297.0,-161339000.0,0.0,12734386.0
Free Cash Flow,140297000.0,352489000.0,16482000.0,-23081128.0,-256487000.0,0.0,2628160.0
Net Cash/Marketcap,0.0,0.0,0.0,0.0,,0.0,
