date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY
,revenue,594930000.0,619657000.0,597266000.0,526378000.0,451240000.0,412416000.0,383308000.0,385003000.0,367760000.0,364582000.0,330157000.0,361346000.0,314054000.0,337008000.0,300747000.0,262868000.0,231081000.0,150112000.0,120312000.0,107978000.0,103153000.0,84500000.0,74200000.0,67900000.0,52800000.0,51100000.0,47400000.0,42900000.0,41800000.0,36500000.0,32500000.0,0.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,700574000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,147918000.0,152127000.0,144915000.0,131281000.0,116017000.0,99047000.0,98689000.0,95627000.0,86716000.0,92496000.0,102006000.0,123594000.0,66626000.0,68949000.0,62500000.0,52571000.0,49149000.0,32029000.0,25716000.0,23689000.0,22735000.0,19200000.0,18000000.0,17000000.0,14000000.0,12900000.0,12100000.0,11200000.0,11100000.0,10400000.0,9300000.0,0.0
,SellingAndMarketingExpenses,5224000.0,7585000.0,7837000.0,6200000.0,5092000.0,4926000.0,4126000.0,3403000.0,4607000.0,3175000.0,3160000.0,2593000.0,3616000.0,3309000.0,3459000.0,2488000.0,2474000.0,1638000.0,1405000.0,1449000.0,1172000.0,1000000.0,1000000.0,1200000.0,1100000.0,1000000.0,800000.0,700000.0,700000.0,600000.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
