date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2012-03-14_FY,2011-12-31_FY,2011-03-16_FY,2010-12-31_FY,2010-03-16_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY
,revenue,3950600000.0,3923900000.0,3399781000.0,2625924000.0,2440413000.0,2065008000.0,1859922000.0,1631997000.0,1239705000.0,597281000.0,597281000.0,438065000.0,438065000.0,416613000.0,416613000.0,618058000.0,567180000.0,287566000.0,237856000.0,193574000.0,209554000.0,250313000.0,194620000.0,195080000.0,159473000.0,132700000.0,107800000.0,88200000.0,62000000.0,48400000.0,38100000.0,32700000.0,26200000.0
,costOfRevenue,2861300000.0,2793900000.0,2376130000.0,1775851000.0,1645230000.0,1386263000.0,1262010000.0,1143591000.0,855382000.0,397176000.0,397176000.0,288609000.0,288609000.0,280245000.0,280245000.0,418602000.0,387643000.0,209725000.0,174627000.0,143663000.0,153381000.0,176520000.0,131343000.0,129959000.0,106494000.0,89800000.0,73900000.0,60500000.0,42400000.0,32900000.0,26200000.0,22300000.0,17700000.0
,grossProfit,1089300000.0,1130000000.0,1023651000.0,850073000.0,795183000.0,678745000.0,597912000.0,488406000.0,384323000.0,200105000.0,200105000.0,149456000.0,149456000.0,136368000.0,136368000.0,199456000.0,179537000.0,77841000.0,63229000.0,49911000.0,56173000.0,73793000.0,63277000.0,65121000.0,52979000.0,42900000.0,33900000.0,27700000.0,19600000.0,15500000.0,11900000.0,10400000.0,8500000.0
,grossProfitRatio,0.275730268819926,0.287978796605418,0.30109321747489,0.323723382702622,0.3258395197862,0.328688799268574,0.321471545580944,0.299268932479655,0.310011655998806,0.335026562036964,0.335026562036964,0.341173113579035,0.341173113579035,0.327325359506304,0.327325359506304,0.322714049490501,0.316543249056737,0.270689163531155,0.265828904883627,0.257839379255479,0.268059784112926,0.294802906760736,0.325131024560682,0.333816895632561,0.332212976491318,0.3232856066315,0.314471243042672,0.3140589569161,0.316129032258064,0.320247933884298,0.312335958005249,0.318042813455657,0.324427480916031
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,727200000.0,770300000.0,704997000.0,591893000.0,565829000.0,492170000.0,427241000.0,342687000.0,273528000.0,155706000.0,155706000.0,130830000.0,130830000.0,121141000.0,121141000.0,155942000.0,151942000.0,67900000.0,64135000.0,66695000.0,59435000.0,54675000.0,38766000.0,35532000.0,30428000.0,25300000.0,20700000.0,18100000.0,12400000.0,9700000.0,7600000.0,7100000.0,6500000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
