Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Revenue,144557000.0,131056000.0,93007000.0,57292000.0,53367000.0,56440000.0,28684000.0
Revenue Growth,0.103,0.4091,0.6234,0.0735,-0.0544,0.9676,
Cost of Revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross Profit,144557000.0,131056000.0,93007000.0,57292000.0,53367000.0,56440000.0,28684000.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG&A Expense,78888000.0,71181000.0,54164000.0,35260000.0,34003000.0,30847000.0,19210000.0
Operating Expenses,89758000.0,81356000.0,64942000.0,39648000.0,38709000.0,36431000.0,21807000.0
Operating Income,54799000.0,49700000.0,28065000.0,17644000.0,14658000.0,20009000.0,6877000.0
Interest Expense,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Earnings before Tax,54482000.0,49417000.0,27833000.0,17517000.0,14556000.0,19978000.0,4565000.0
Income Tax Expense,13446000.0,16267000.0,9371000.0,6089000.0,4607000.0,3837000.0,1529000.0
Net Income - Non-Controlling int,317000.0,283000.0,232000.0,127000.0,102000.0,31000.0,57000.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,41036000.0,33150000.0,18462000.0,11428000.0,9949000.0,16141000.0,3036000.0
Preferred Dividends,0.0,0.0,633000.0,212000.0,244000.0,976000.0,1220000.0
Net Income Com,41036000.0,33150000.0,17829000.0,11216000.0,9705000.0,15165000.0,1816000.0
EPS,4.26,3.51,2.49,2.8,2.33,3.81,0.53
EPS Diluted,4.12,3.33,2.37,2.57,2.25,3.8,0.53
Weighted Average Shs Out,9525855.0,9801613.0,8547004.0,3978752.0,4103573.0,4233044.0,
Weighted Average Shs Out (Dil),9640258.0,9439951.0,7158367.0,4003988.0,4165254.0,3976845.0,3440101.0
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EBITDA Margin,0.42,0.431,0.354,0.364,0.345,0.414,0.243
EBIT Margin,0.3769,0.3771,0.2993,0.3057,0.2728,0.354,0.1591
Profit Margin,0.284,0.253,0.192,0.196,0.182,0.269,0.063
Free Cash Flow margin,0.3233,0.2953,0.2232,0.2487,0.099,0.3042,0.454
EBITDA,60764000.0,56484000.0,32965000.0,20839000.0,18404000.0,23389000.0,6982000.0
EBIT,54482000.0,49417000.0,27833000.0,17517000.0,14556000.0,19978000.0,4565000.0
Consolidated Income,41353000.0,33433000.0,18694000.0,11555000.0,10051000.0,16172000.0,3093000.0
Earnings Before Tax Margin,0.3769,0.3771,0.2993,0.3057,0.2728,0.354,0.1591
Net Profit Margin,0.2839,0.2529,0.1985,0.1995,0.1864,0.286,0.1058
